paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,cnidarian_type,avg_depth_m,depth_m
15,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,gross photosynthesis,0.816089819,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
15,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,gross photosynthesis,0.449375553,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
16,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.494362422,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
16,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,gross photosynthesis,0.530687967,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
16,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,gross photosynthesis,0.64377927,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
16,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,gross photosynthesis,0.759685194,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
16,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,30,C,gross photosynthesis,0.722095239,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
16,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,32,C,gross photosynthesis,0.726060297,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
16,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,34,C,gross photosynthesis,0.650271656,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
16,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,gross photosynthesis,0.446507118,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
16,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,gross photosynthesis,0.26106522,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
17,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,net photosynthesis,0.334938612,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
17,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,net photosynthesis,0.504971361,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
17,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,net photosynthesis,0.652423914,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
17,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,net photosynthesis,0.696404634,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
17,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,30,C,net photosynthesis,0.648805276,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
17,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,32,C,net photosynthesis,0.563931092,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
17,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,34,C,net photosynthesis,0.432133599,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
17,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,net photosynthesis,0.192661427,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
17,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,net photosynthesis,-0.118632964,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
18,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,net photosynthesis,0.165113815,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
18,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,net photosynthesis,0.35846638,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
18,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,net photosynthesis,0.40342048,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
18,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,net photosynthesis,0.541241452,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
18,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,30,C,net photosynthesis,0.491532718,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
18,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,32,C,net photosynthesis,0.471388379,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
18,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,34,C,net photosynthesis,0.328540693,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
18,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,net photosynthesis,0.029975565,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
18,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,net photosynthesis,-0.238578796,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
19,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,net photosynthesis,0.361284216,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
19,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,net photosynthesis,0.485623228,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
19,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,net photosynthesis,0.60828676,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
19,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,net photosynthesis,0.784172242,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
19,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,30,C,net photosynthesis,0.725817385,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
19,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,32,C,net photosynthesis,0.634948985,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
19,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,34,C,net photosynthesis,0.507291008,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
19,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,net photosynthesis,0.129224335,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
19,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,net photosynthesis,-0.182729888,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
20,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,net photosynthesis,0.379430063,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
20,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,net photosynthesis,0.522530725,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
20,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,net photosynthesis,0.631422629,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
20,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,net photosynthesis,0.810899076,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
20,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,30,C,net photosynthesis,0.605048858,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
20,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,32,C,net photosynthesis,0.560680099,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
20,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,34,C,net photosynthesis,0.481832199,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
20,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,net photosynthesis,0.29915835,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
20,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,net photosynthesis,-0.284841677,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
21,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,net photosynthesis,0.290909783,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
21,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,net photosynthesis,0.331423718,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
21,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,net photosynthesis,0.490699442,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
21,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,net photosynthesis,0.636406535,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
21,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,30,C,net photosynthesis,0.584740212,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
21,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,32,C,net photosynthesis,0.536095887,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
21,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,34,C,net photosynthesis,0.296261793,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
21,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,net photosynthesis,-0.031054872,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
21,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,net photosynthesis,-0.278436091,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
22,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,net photosynthesis,0.423801785,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
22,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,net photosynthesis,0.52572377,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
22,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,net photosynthesis,0.558081959,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
22,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,net photosynthesis,0.74659597,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
22,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,30,C,net photosynthesis,0.632248334,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
22,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,32,C,net photosynthesis,0.614163758,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
22,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,34,C,net photosynthesis,0.375982545,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
22,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,net photosynthesis,0.019987881,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
22,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,net photosynthesis,-0.237762956,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
23,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,net photosynthesis,0.211658237,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
23,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,net photosynthesis,0.375040865,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
23,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,net photosynthesis,0.421977102,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
23,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,net photosynthesis,0.540017164,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
23,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,30,C,net photosynthesis,0.444795157,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
23,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,32,C,net photosynthesis,0.378286845,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
23,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,34,C,net photosynthesis,0.204871245,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
23,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,net photosynthesis,0.050873355,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
23,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,net photosynthesis,-0.206717427,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
24,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,net photosynthesis,0.386076375,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
24,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,net photosynthesis,0.49569881,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
24,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,net photosynthesis,0.542757173,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
24,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,net photosynthesis,0.634428607,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
24,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,30,C,net photosynthesis,0.615335518,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
24,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,32,C,net photosynthesis,0.491756523,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
24,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,34,C,net photosynthesis,0.47721164,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
24,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,net photosynthesis,0.189640175,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
24,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,net photosynthesis,-0.211560798,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
25,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,net photosynthesis,0.209271175,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
25,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,net photosynthesis,0.388896126,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
25,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,net photosynthesis,0.477704407,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
25,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,net photosynthesis,0.586800752,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
25,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,30,C,net photosynthesis,0.583107926,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
25,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,32,C,net photosynthesis,0.497110196,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
25,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,34,C,net photosynthesis,0.365441384,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
25,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,net photosynthesis,0.070886955,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
25,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,net photosynthesis,-0.25738664,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
26,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,net photosynthesis,0.289549356,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
26,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,net photosynthesis,0.409250492,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
26,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,net photosynthesis,0.519210686,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
26,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,net photosynthesis,0.698354065,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
26,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,30,C,net photosynthesis,0.649816383,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
26,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,32,C,net photosynthesis,0.545907451,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
26,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,34,C,net photosynthesis,0.376071952,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
26,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,36,C,net photosynthesis,0.08474376,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
26,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,37,C,net photosynthesis,-0.185383869,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
27,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,20,C,net photosynthesis,0.316263394,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
27,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,22,C,net photosynthesis,0.425581763,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
27,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,24,C,net photosynthesis,0.52375129,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
27,becker2021,becker2021,supplementary data file,pop,Pocillopora,spp.,28,C,net photosynthesis,0.632005503,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,npp,-17.5388,,hermatypic coral,13,13
