paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units,gas_units,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,cnidarian_type,avg_depth_m,depth_m,broad_coral,npp_value,r_value,gpp_value,npp_error,r_error,gpp_error,n
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora,pistillata,22,C,gross photosynthesis,0.21648279,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.042134831,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,10.51948052,0.21648279,,2.467532468,0.042134831,8
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora,pistillata,24,C,gross photosynthesis,0.247845595,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.040730337,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,10.12987013,0.247845595,,1.168831169,0.040730337,8
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora,pistillata,26,C,gross photosynthesis,0.276405765,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.050564975,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,12.46753247,0.276405765,,1.688311688,0.050564975,8
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora,pistillata,28,C,gross photosynthesis,0.324628858,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.058988764,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,15.45454545,0.324628858,,2.597402597,0.058988764,8
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora,pistillata,30,C,gross photosynthesis,0.353182673,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.106741573,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,14.41558442,0.353182673,,3.636363636,0.106741573,8
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora,pistillata,32,C,gross photosynthesis,0.286237226,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.064606742,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,14.67532468,0.286237226,,3.636363636,0.064606742,8
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora,pistillata,34,C,gross photosynthesis,0.191195536,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.056182953,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,12.98701299,0.191195536,,2.922077922,0.056182953,8
2,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora,pistillata,28,C,gross photosynthesis,0.296532615,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.064606742,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,11.81818182,0.296532615,,3.116883117,0.064606742,8
2,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora,pistillata,30,C,gross photosynthesis,0.381272561,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.119382022,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,14.93506494,0.381272561,,3.636363636,0.119382022,8
2,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora,pistillata,32,C,gross photosynthesis,0.305893792,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.077247191,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,12.07792208,0.305893792,,3.376623377,0.077247191,8
2,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora,pistillata,34,C,gross photosynthesis,0.241763689,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.087078652,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,14.93506494,0.241763689,,2.207792208,0.087078652,8
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora,hystrix,22,C,gross photosynthesis,0.096045198,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.038135593,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,3.88776531,0.096045198,,1.953125,0.038135593,8
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora,hystrix,24,C,gross photosynthesis,0.166666667,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.064971751,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,10.35468859,0.166666667,,3.515625,0.064971751,8
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora,hystrix,26,C,gross photosynthesis,0.197740113,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.056497175,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,7.186195198,0.197740113,,1.302083333,0.056497175,8
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora,hystrix,28,C,gross photosynthesis,0.203389831,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.062146893,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,11.83074548,0.203389831,,1.953125,0.062146893,8
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora,hystrix,30,C,gross photosynthesis,0.070621469,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.02259887,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,7.099752088,0.070621469,,1.953125,0.02259887,8
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora,hystrix,32,C,gross photosynthesis,0.203389831,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.073446328,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,14.47867737,0.203389831,,2.799207333,0.073446328,8
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora,hystrix,34,C,gross photosynthesis,0.214689266,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.06920904,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,21.59664231,0.214689266,,4.6875,0.06920904,8
4,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora,hystrix,28,C,gross photosynthesis,0.347457627,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.141242938,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,15.08595381,0.347457627,,4.427083333,0.141242938,8
4,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora,hystrix,30,C,gross photosynthesis,0.514124294,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.177966102,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,29.62579375,0.514124294,,7.6171875,0.177966102,8
4,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora,hystrix,32,C,gross photosynthesis,0.310734463,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.107344633,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,21.9000087,0.310734463,,6.5106885,0.107344633,8
4,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora,hystrix,34,C,gross photosynthesis,0.225988701,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.070621469,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,19.25289231,0.225988701,,6.901041667,0.070621469,8
5,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites,lobata,22,C,gross photosynthesis,0.225352113,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.095774648,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,9.355345912,0.225352113,,3.645833333,0.095774648,8
5,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites,lobata,24,C,gross photosynthesis,0.287323944,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.112676056,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,15.82208683,0.287323944,,4.6875,0.112676056,8
5,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites,lobata,26,C,gross photosynthesis,0.332394366,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.136619718,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,20.46645702,0.332394366,,5.338541667,0.136619718,8
5,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites,lobata,28,C,gross photosynthesis,0.405633803,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.157746479,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,26.41291055,0.405633803,,7.421875,0.157746479,8
5,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites,lobata,30,C,gross photosynthesis,0.433802817,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.166197183,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,28.97340147,0.433802817,,6.380208333,0.166197183,8
5,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites,lobata,32,C,gross photosynthesis,0.326760563,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.171830986,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,25.80581761,0.326760563,,9.114583333,0.171830986,8
5,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites,lobata,34,C,gross photosynthesis,0.216901408,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.056338028,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,20.81422519,0.216901408,,5.403918807,0.056338028,8
6,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites,lobata,28,C,gross photosynthesis,0.247887324,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.092957746,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,23.54832722,0.247887324,,9.895833333,0.092957746,8
6,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites,lobata,30,C,gross photosynthesis,0.242253521,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.087323944,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,24.0254848,0.242253521,,8.333333333,0.087323944,8
6,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites,lobata,32,C,gross photosynthesis,0.278873239,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.132394366,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,27.10680905,0.278873239,,9.244791667,0.132394366,8
6,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites,lobata,34,C,gross photosynthesis,0.25915493,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.061971831,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,25.50172519,0.25915493,,7.03125,0.061971831,8
7,banc-prandi2022,banc-prandi2022,figure 4,pop,Acropora,muricata,22,C,gross photosynthesis,0.240112994,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.076271186,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,9.993142335,0.240112994,,1.03626943,0.076271186,8
7,banc-prandi2022,banc-prandi2022,figure 4,pop,Acropora,muricata,24,C,gross photosynthesis,0.296610169,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.104519774,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,14.6998955,0.296610169,,1.943005181,0.104519774,8
7,banc-prandi2022,banc-prandi2022,figure 4,pop,Acropora,muricata,26,C,gross photosynthesis,0.302259887,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.098870056,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,16.16776244,0.302259887,,3.497409326,0.098870056,8
7,banc-prandi2022,banc-prandi2022,figure 4,pop,Acropora,muricata,28,C,gross photosynthesis,0.375706215,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.152542373,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,22.68798711,0.375706215,,11.85233161,0.152542373,8
7,banc-prandi2022,banc-prandi2022,figure 4,pop,Acropora,muricata,30,C,gross photosynthesis,0.299435028,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.096045198,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,19.62217529,0.299435028,,2.849740933,0.096045198,8
7,banc-prandi2022,banc-prandi2022,figure 4,pop,Acropora,muricata,32,C,gross photosynthesis,0.274011299,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.093220339,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,17.20457613,0.274011299,,2.007772021,0.093220339,8
7,banc-prandi2022,banc-prandi2022,figure 4,pop,Acropora,muricata,34,C,gross photosynthesis,0.268361582,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.079096045,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,18.67244307,0.268361582,,3.367875648,0.079096045,8
8,banc-prandi2022,banc-prandi2022,figure 4,pop,Acropora,muricata,28,C,gross photosynthesis,0.38700565,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.166666667,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,17.50663996,0.38700565,,5.829015544,0.166666667,8
8,banc-prandi2022,banc-prandi2022,figure 4,pop,Acropora,muricata,30,C,gross photosynthesis,0.683615819,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.146892655,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,30.24448121,0.683615819,,9.196891192,0.146892655,8
8,banc-prandi2022,banc-prandi2022,figure 4,pop,Acropora,muricata,32,C,gross photosynthesis,0.528248588,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.192090395,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,26.14239997,0.528248588,,8.2906997,0.192090395,8
8,banc-prandi2022,banc-prandi2022,figure 4,pop,Acropora,muricata,34,C,gross photosynthesis,0.426553672,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.163841808,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,25.40819437,0.426553672,,7.124352332,0.163841808,8
9,banc-prandi2022,banc-prandi2022,figure 4,pop,Millepora,dichotoma,22,C,gross photosynthesis,0.132971471,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.018361702,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,7.662337662,0.132971471,,1.428571429,0.018361702,8
9,banc-prandi2022,banc-prandi2022,figure 4,pop,Millepora,dichotoma,24,C,gross photosynthesis,0.195588494,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.021186579,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,8.441558442,0.195588494,,1.818181818,0.021186579,8
9,banc-prandi2022,banc-prandi2022,figure 4,pop,Millepora,dichotoma,26,C,gross photosynthesis,0.148035308,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.025423895,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,7.792207792,0.148035308,,0.909090909,0.025423895,8
9,banc-prandi2022,banc-prandi2022,figure 4,pop,Millepora,dichotoma,28,C,gross photosynthesis,0.207827454,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.039548281,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,12.33766234,0.207827454,,2.077922078,0.039548281,8
9,banc-prandi2022,banc-prandi2022,figure 4,pop,Millepora,dichotoma,30,C,gross photosynthesis,0.180048408,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.02966121,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,12.46753247,0.180048408,,2.857142857,0.02966121,8
9,banc-prandi2022,banc-prandi2022,figure 4,pop,Millepora,dichotoma,32,C,gross photosynthesis,0.146619607,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.028248772,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,14.41558442,0.146619607,,2.857142857,0.028248772,8
9,banc-prandi2022,banc-prandi2022,figure 4,pop,Millepora,dichotoma,34,C,gross photosynthesis,0.118840561,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.011299509,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,11.81818182,0.118840561,,1.428571429,0.011299509,8
10,banc-prandi2022,banc-prandi2022,figure 4,pop,Millepora,dichotoma,28,C,gross photosynthesis,0.224776717,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.050847789,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,16.36363636,0.224776717,,4.155844156,0.050847789,8
10,banc-prandi2022,banc-prandi2022,figure 4,pop,Millepora,dichotoma,30,C,gross photosynthesis,0.168748899,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.039548281,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,12.5974026,0.168748899,,2.337662338,0.039548281,8
10,banc-prandi2022,banc-prandi2022,figure 4,pop,Millepora,dichotoma,32,C,gross photosynthesis,0.203117151,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.056497544,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,11.94805195,0.203117151,,2.077922078,0.056497544,8
10,banc-prandi2022,banc-prandi2022,figure 4,pop,Millepora,dichotoma,34,C,gross photosynthesis,0.16968835,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.045198035,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,14.41558442,0.16968835,,3.116883117,0.045198035,8
11,banc-prandi2022,banc-prandi2022,figure 4,pop,Pocillopora,verrucosa,22,C,gross photosynthesis,0.172316384,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.056497175,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,9.154906784,0.172316384,,1.305454859,0.056497175,8
11,banc-prandi2022,banc-prandi2022,figure 4,pop,Pocillopora,verrucosa,24,C,gross photosynthesis,0.240112994,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.072033898,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,11.28732954,0.240112994,,2.349818747,0.072033898,8
11,banc-prandi2022,banc-prandi2022,figure 4,pop,Pocillopora,verrucosa,26,C,gross photosynthesis,0.259887006,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.060734463,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,15.24684965,0.259887006,,2.480364233,0.060734463,8
11,banc-prandi2022,banc-prandi2022,figure 4,pop,Pocillopora,verrucosa,28,C,gross photosynthesis,0.262711864,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.059322034,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,15.02945365,0.262711864,,2.41509149,0.059322034,8
11,banc-prandi2022,banc-prandi2022,figure 4,pop,Pocillopora,verrucosa,30,C,gross photosynthesis,0.234463277,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.059322034,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,17.1618764,0.234463277,,3.263637148,0.059322034,8
11,banc-prandi2022,banc-prandi2022,figure 4,pop,Pocillopora,verrucosa,32,C,gross photosynthesis,0.251412429,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.070621469,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,19.81702054,0.251412429,,3.133091662,0.070621469,8
11,banc-prandi2022,banc-prandi2022,figure 4,pop,Pocillopora,verrucosa,34,C,gross photosynthesis,0.166666667,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.033898305,95 CI,8,M,lab,NA,NA,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,NA,hermatypic coral,7.5,8-May,hard,,17.24926636,0.166666667,,3.263637148,0.033898305,8
12,banc-prandi2022,banc-prandi2022,figure 4,pop,Pocillopora,verrucosa,28,C,gross photosynthesis,0.313559322,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.053672316,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,16.8576299,0.313559322,,2.87200069,0.053672316,8
12,banc-prandi2022,banc-prandi2022,figure 4,pop,Pocillopora,verrucosa,30,C,gross photosynthesis,0.288135593,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.060734463,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,13.24551182,0.288135593,,1.501273088,0.060734463,8
12,banc-prandi2022,banc-prandi2022,figure 4,pop,Pocillopora,verrucosa,32,C,gross photosynthesis,0.211864407,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.056497175,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,8.327938892,0.211864407,,2.480364233,0.056497175,8
12,banc-prandi2022,banc-prandi2022,figure 4,pop,Pocillopora,verrucosa,34,C,gross photosynthesis,0.107344633,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.063559322,95 CI,8,M,lab,NA,NA,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,NA,hermatypic coral,7.5,8-May,hard,,3.933626791,0.107344633,,3.52472812,0.063559322,8
1,hill2014,hill2014,figure 7a,pop,Pocillopora,damicornis,26,C,net primary production,0.647230321,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.177259475,SEM,4,M,lab,3,hr,NA,NA,600,600,umol m^-2  s^-1,npp,-23.27,NA,hermatypic coral,3.25,3-3.5,hard,0.647230321,-0.288046647,,0.177259475,0.088629738,,3
1,hill2014,hill2014,figure 7a,pop,Pocillopora,damicornis,30,C,net primary production,0.560932945,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.037317784,SEM,4,M,lab,3,hr,NA,NA,600,600,umol m^-2  s^-1,npp,-23.27,NA,hermatypic coral,3.25,3-3.5,hard,0.560932945,-0.227405248,,0.037317784,0.027988338,,3
1,hill2014,hill2014,figure 7a,pop,Pocillopora,damicornis,31,C,net primary production,0.549271137,umol O2 h^-1 cm^-2,umol_o2,cm^2,hr,0.179591837,SEM,4,M,lab,3,hr,NA,NA,600,600,umol m^-2  s^-1,npp,-23.27,NA,hermatypic coral,3.25,3-3.5,hard,0.549271137,-0.339358601,,0.179591837,0.074635569,,3
