paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units,gas_units,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,cnidarian_type,avg_depth_m,depth_m,npp,r,gpp
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,gross photosynthesis,2.746952157,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,NA,hermatypic coral,7.5,10-May,1.611007518,-1.135944638,2.746952157
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,gross photosynthesis,3.377439576,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,NA,hermatypic coral,7.5,10-May,1.894828815,-1.482610761,3.377439576
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,gross photosynthesis,4.024896341,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,NA,hermatypic coral,7.5,10-May,2.083371252,-1.94152509,4.024896341
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,gross photosynthesis,4.375981832,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,NA,hermatypic coral,7.5,10-May,2.643814652,-1.73216718,4.375981832
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,gross photosynthesis,2.795367484,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,NA,hermatypic coral,7.5,10-May,1.301742907,-1.493624577,2.795367484
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,gross photosynthesis,4.105186989,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,NA,hermatypic coral,7.5,10-May,2.218472335,-1.886714654,4.105186989
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,gross photosynthesis,4.33969036,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,NA,hermatypic coral,7.5,10-May,2.649794294,-1.689896066,4.33969036
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,gross photosynthesis,4.253179129,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,NA,hermatypic coral,7.5,10-May,2.46488602,-1.788293109,4.253179129
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,gross photosynthesis,3.766665945,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,NA,hermatypic coral,7.5,10-May,2.341675539,-1.424990406,3.766665945
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,gross photosynthesis,3.643863892,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,NA,hermatypic coral,7.5,10-May,1.994872117,-1.648991775,3.643863892
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,24,C,net photosynthesis,1.133988172,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.133988172,-0.531298394,1.665286565
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,net photosynthesis,1.3033204,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.3033204,-0.932596804,2.235917204
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,net photosynthesis,-0.570902386,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,-0.570902386,-0.471119506,-0.09978288
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,net photosynthesis,0.775719481,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.775719481,-0.443703539,1.219423021
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,net photosynthesis,1.068147023,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.068147023,-0.916598093,1.984745116
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,27,C,net photosynthesis,0.507305547,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.507305547,-0.587452725,1.094758272
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,net photosynthesis,0.421575339,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.421575339,-1.119194842,1.540770182
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,net photosynthesis,1.105161604,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.105161604,-0.857163131,1.962324735
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,24,C,net photosynthesis,0.61827673,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.61827673,-0.374981156,0.993257886
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,net photosynthesis,1.657750856,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.657750856,-1.057084802,2.714835658
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,net photosynthesis,-0.628341137,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,-0.628341137,-0.631403081,0.003061945
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,net photosynthesis,0.675002449,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.675002449,-0.508930222,1.183932672
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,net photosynthesis,0.830967226,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.830967226,-0.949900974,1.7808682
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,27,C,net photosynthesis,0.692653743,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.692653743,-0.746173878,1.438827621
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,net photosynthesis,0.092734694,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.092734694,-1.025930731,1.118665425
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,net photosynthesis,0.79539423,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.79539423,-0.935127033,1.730521263
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,24,C,net photosynthesis,0.916888491,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.916888491,-0.427156597,1.344045088
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,net photosynthesis,1.310997793,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.310997793,-0.721660829,2.032658623
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,net photosynthesis,-0.515401604,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,-0.515401604,-0.426683378,-0.088718226
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,net photosynthesis,1.06665322,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.06665322,-0.20489424,1.271547461
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,net photosynthesis,1.260554687,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.260554687,-0.943591976,2.204146663
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,27,C,net photosynthesis,0.896974486,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.896974486,-0.507366737,1.404341223
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,net photosynthesis,0.637119248,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.637119248,-0.628779727,1.265898975
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,net photosynthesis,1.028963179,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.028963179,-0.642359616,1.671322795
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,24,C,net photosynthesis,0.882167073,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.882167073,-0.141591688,1.023758761
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,net photosynthesis,1.327359867,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.327359867,-0.764783822,2.092143689
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,net photosynthesis,-0.393849148,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,-0.393849148,-0.370371163,-0.023477985
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,net photosynthesis,1.198058594,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.198058594,-0.473322657,1.67138125
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,net photosynthesis,1.284531198,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.284531198,-1.099519327,2.384050525
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,27,C,net photosynthesis,0.75947662,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.75947662,-0.602335611,1.361812231
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,net photosynthesis,1.13438318,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,1.13438318,-0.823223211,1.957606391
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,net photosynthesis,0.75736902,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,NA,NA,NA,M,lab,NA,NA,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,NA,hermatypic coral,10,12-Aug,0.75736902,-0.553386697,1.310755718
hadjioannou2019,hadjioannou2019,figure 3a,pop,Cladocora,caespitosa,17,C,respiration,,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,0.209558824,SEM,3,M,lab,NA,NA,nutrient,low,0,0,umol m^-2  s^-1,r,34.58,NA,hermatypic coral,4,4,0.476322348,-0.275735294,7.78E-04
hadjioannou2019,hadjioannou2019,figure 3a,pop,Cladocora,caespitosa,24,C,respiration,,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,0.193014706,SEM,3,M,lab,NA,NA,nutrient,low,0,0,umol m^-2  s^-1,r,34.58,NA,hermatypic coral,4,4,-0.069251362,-0.463235294,2.37E-04
hadjioannou2019,hadjioannou2019,figure 3a,pop,Cladocora,caespitosa,29,C,respiration,,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,0.457720588,SEM,3,M,lab,NA,NA,nutrient,low,0,0,umol m^-2  s^-1,r,34.58,NA,hermatypic coral,4,4,-0.256512508,-1.753676471,0.001222
hadjioannou2019,hadjioannou2019,figure 3a,pop,Cladocora,caespitosa,17,C,respiration,,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,0.044117647,SEM,3,M,lab,NA,NA,nutrient,high,0,0,umol m^-2  s^-1,r,34.58,NA,hermatypic coral,4,4,0.46230961,-0.341911765,-7.02E-05
hadjioannou2019,hadjioannou2019,figure 3a,pop,Cladocora,caespitosa,24,C,respiration,,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,0.121323529,SEM,3,M,lab,NA,NA,nutrient,high,0,0,umol m^-2  s^-1,r,34.58,NA,hermatypic coral,4,4,0.795716791,-0.595588235,1.55E-04
hadjioannou2019,hadjioannou2019,figure 3a,pop,Cladocora,caespitosa,29,C,respiration,,umol O2 cm^-2 h^-1,umol_o2,cm^2,hr,0.545955882,SEM,3,M,lab,NA,NA,nutrient,high,0,0,umol m^-2  s^-1,r,34.58,NA,hermatypic coral,4,4,0.215175852,-2.216911765,7.85E-04
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,20.04955102,C,R,0.331659709,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.334938612,-0.331659709,0.66659832
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,21.80920408,C,R,0.312285848,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.504971361,-0.312285848,0.817257209
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,23.89463265,C,R,0.353664189,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.652423914,-0.353664189,1.006088103
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,28.06728571,C,R,0.475877376,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.696404634,-0.475877376,1.17228201
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,30.03808163,C,R,0.486012027,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.648805276,-0.486012027,1.134817304
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,31.86757407,C,R,0.489638191,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.563931092,-0.489638191,1.053569283
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,33.58612245,C,R,0.549410861,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.432133599,-0.549410861,0.98154446
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,35.64157143,C,R,0.542701549,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.192661427,-0.542701549,0.735362975
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,36.91828571,C,R,0.491816714,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,-0.118632964,-0.491816714,0.37318375
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,19.92387755,C,R,0.344201715,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.165113815,-0.344201715,0.509315531
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,21.95685714,C,R,0.298014866,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.35846638,-0.298014866,0.656481246
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,24.14142,C,R,0.322841208,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.40342048,-0.322841208,0.726261688
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,28.06118367,C,R,0.378582636,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.541241452,-0.378582636,0.919824088
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,29.8315102,C,R,0.443453194,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.491532718,-0.443453194,0.934985911
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,31.71697959,C,R,0.49117082,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.471388379,-0.49117082,0.962559199
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,33.8292449,C,R,0.559507386,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.328540693,-0.559507386,0.888048079
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,35.97179592,C,R,0.466807267,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.029975565,-0.466807267,0.496782832
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,36.6884898,C,R,0.432513685,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,-0.238578796,-0.432513685,0.193934889
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,20.1027551,C,R,0.215889405,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.361284216,-0.215889405,0.577173621
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,21.89730612,C,R,0.206740249,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.485623228,-0.206740249,0.692363478
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,24.01808163,C,R,0.250853422,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.60828676,-0.250853422,0.859140182
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,28.16185714,C,R,0.316619675,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.784172242,-0.316619675,1.100791917
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,30.16206122,C,R,0.327367681,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.725817385,-0.327367681,1.053185066
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,31.94114815,C,R,0.358486099,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.634948985,-0.358486099,0.993435084
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,33.98589796,C,R,0.399048429,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.507291008,-0.399048429,0.906339437
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,36.13869643,C,R,0.331886256,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.129224335,-0.331886256,0.461110591
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,37.08293878,C,R,0.301879552,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,-0.182729888,-0.301879552,0.119149664
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,19.98061224,C,R,0.371498236,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.379430063,-0.371498236,0.750928299
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,22.01106122,C,R,0.384326434,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.522530725,-0.384326434,0.906857159
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,24.23906,C,R,0.447170491,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.631422629,-0.447170491,1.07859312
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,28.20940816,C,R,0.526216412,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.810899076,-0.526216412,1.337115488
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,29.96691837,C,R,0.570594626,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.605048858,-0.570594626,1.175643485
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,31.86910204,C,R,0.748547364,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.560680099,-0.748547364,1.309227463
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,34.14357143,C,R,0.810617542,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.481832199,0.810617542,1.292449741
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,36.08622449,C,R,0.702748433,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.29915835,-0.702748433,1.001906783
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,36.9135102,C,R,0.61378067,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,-0.284841677,0.61378067,0.328938993
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,20.08838,C,R,0.260204968,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.290909783,0.260204968,0.551114751
becker2021,becker2021,suppdatafile,pop,Pocillopora,spp.,22.05589796,C,R,0.261157682,umol cm^-2 hr^-1,umol_o2,cm^2,hr,,,,M,lab,,,treatment,control,0,0,umol m^-2  s^-1,r,-17.5388,,hermatypic coral,13,13,0.331423718,-0.261157682,0.5925814
