study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,25,C,dark respiration,-3.115303983,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,spain
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,30,C,dark respiration,-3.719077568,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,spain
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,0,C,dark respiration,-0.63312369,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,antarctica
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,5,C,dark respiration,-0.800838574,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,antarctica
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,10,C,dark respiration,-1.169811321,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,antarctica
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,15,C,dark respiration,-1.169811321,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,antarctica
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,20,C,dark respiration,-2.310272537,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,antarctica
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,25,C,dark respiration,-2.846960168,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,antarctica
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,30,C,dark respiration,-2.578616352,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,antarctica
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,0,C,dark respiration,-0.733752621,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,svalbard
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,5,C,dark respiration,-1.002096436,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,svalbard
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,10,C,dark respiration,-1.002096436,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,svalbard
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,15,C,dark respiration,-1.471698113,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,svalbard
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,20,C,dark respiration,-2.209643606,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,svalbard
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,25,C,dark respiration,-2.779874214,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,svalbard
domaschke_2013,figure 1,pop,Cetraria ,aculeata ,30,C,dark respiration,-3.249475891,umol CO2 * kg^-1 * dry weight s^-1,co2,umol,kg,sec,,,,T,lab,,,location,svalbard
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,10,C,gross photosynthesis,6.13031915,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,0.83776596,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,15,C,gross photosynthesis,7.99202128,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,1.21010638,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,20,C,gross photosynthesis,12.9255319,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,2.04787234,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,25,C,gross photosynthesis,12.4601064,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,2.14095745,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,30,C,gross photosynthesis,10.9707447,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,1.86170213,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,35,C,gross photosynthesis,8.92287234,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,1.81515957,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,10,C,net photosynthesis,4.08244681,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,1.02393617,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,15,C,net photosynthesis,6.13031915,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,0.93085106,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,20,C,net photosynthesis,9.57446809,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,1.95478723,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,25,C,net photosynthesis,8.55053191,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,1.67553191,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,30,C,net photosynthesis,4.64095745,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,1.81515957,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,35,C,net photosynthesis,-0.3856383,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,1.30319149,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,10,C,dark respiration,-1.9680851,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,0.46542553,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,15,C,dark respiration,-1.875,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,0.37234043,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,20,C,dark respiration,-3.2712766,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,0.46542553,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,25,C,dark respiration,-3.8297872,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,0.46542553,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,30,C,dark respiration,-6.3430851,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,1.95478723,SEM,5,T,lab,,,ppfd,600
zotz2003,figure3a,pop,Parmotrema ,endosulphureum ,35,C,dark respiration,-9.5079787,nmol CO2 * g dry wt^-1 *s^-1,co2,nmol,g,sec,1.76861702,SEM,5,T,lab,,,ppfd,600
insarov1996,table1,pop,alectoria,ochroleuca,7,C,net photosynthesis rate,0.33,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location ,canada
insarov1996,table1,pop,alectoria,ochroleuca,7,C,net photosynthesis rate,0.08,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location ,canada
insarov1996,table1,pop,cladonia,caroliniana,27,C,net photosynthesis rate,1.19,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,usa
insarov1996,table1,pop,cladonia,ecmocyna,12,C,net photosynthesis rate,0.23,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,usa
insarov1996,table1,pop,cladonia,evansii,25,C,net photosynthesis rate,0.97,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,usa
insarov1996,table1,pop,cladonia,leporina,20,C,net photosynthesis rate,0.75,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,usa
insarov1996,table1,pop,cladonia,mitis,22,C,net photosynthesis rate,2.4,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,usa
insarov1996,table1,pop,cladonia,prostrata,22,C,net photosynthesis rate,0.4,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,usa
insarov1996,table1,pop,cladonia,rangiferina,25,C,net photosynthesis rate,2.55,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,usa
insarov1996,table1,pop,cladonia,rangiferina,18,C,net photosynthesis rate,0.58,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,usa
insarov1996,table1,pop,cladonia,rangiferina,25,C,net photosynthesis rate,6,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,cladonia,rangiferina,15,C,net photosynthesis rate,5.8,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,cladonia,rangiferina,25,C,net photosynthesis rate,9.5,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,cladonia,stellaris,25,C,net photosynthesis rate,4.5,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,cladonia,subtenius,25,C,net photosynthesis rate,0.9,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,usa
insarov1996,table1,pop,cladonia,uncialis,22,C,net photosynthesis rate,1.55,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,spain
insarov1996,table1,pop,lasallia,hispanica,20,C,net photosynthesis rate,1.5,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,spain
insarov1996,table1,pop,lasallia,pustulata,20,C,net photosynthesis rate,1.55,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,spain
insarov1996,table1,pop,melanelia,olivacea,20,C,net photosynthesis rate,1.5,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,sweden
insarov1996,table1,pop,parmeliopsis,ambigua,15,C,net photosynthesis rate,1,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,sweden
insarov1996,table1,pop,peltigera,polydactyla,25,C,net photosynthesis rate,6,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,peltigera,praetextata,15,C,net photosynthesis rate,6.7,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,peltigera,rufescens,35,C,net photosynthesis rate,4.4,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,peltigera,rufescens,35,C,net photosynthesis rate,10.5,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,ramalina,maciformis,20,C,net photosynthesis rate,2,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,israel
insarov1996,table1,pop,thamnolia,vermicularis ,15,C,net photosynthesis rate,1.17,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,europe
insarov1996,table1,pop,umbilicaria ,decussata,10,C,net photosynthesis rate,0.99,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,spain
insarov1996,table1,pop,umbilicaria ,deusta,14,C,net photosynthesis rate,1.85,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,umbilicaria ,grisea,20,C,net photosynthesis rate,0.95,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,spain
insarov1996,table1,pop,umbilicaria ,havaassii,15,C,net photosynthesis rate,0.37,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,spain
insarov1996,table1,pop,umbilicaria ,mammulata,14,C,net photosynthesis rate,0.95,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,umbilicaria ,muhlenbergii,14,C,net photosynthesis rate,0.4,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,umbilicaria ,papulosa,14,C,net photosynthesis rate,0.85,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,umbilicaria ,spodochroa,10,C,net photosynthesis rate,0.89,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,spain
insarov1996,table1,pop,umbilicaria ,subglabra,10,C,net photosynthesis rate,0.78,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,spain
insarov1996,table1,pop,umbilicaria ,vellea,14,C,net photosynthesis rate,0.8,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,canada
insarov1996,table1,pop,usnea,antarctica,13,C,net photosynthesis rate,0.3,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,,,,T,lab,,,location,antarctica
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,13,C,net photosynthesis,6.750330251,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,12,C,net photosynthesis,13.75165125,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,14,C,net photosynthesis,15.46895641,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,18,C,net photosynthesis,24.58388375,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,18,C,net photosynthesis,19.63011889,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,18,C,net photosynthesis,18.57331572,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,19,C,net photosynthesis,19.03566711,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,21,C,net photosynthesis,20.75297226,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,21,C,net photosynthesis,20.22457067,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,24,C,net photosynthesis,20.62087186,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,22,C,net photosynthesis,25.64068692,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,24,C,net photosynthesis,22.998679,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,25,C,net photosynthesis,24.84808454,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,27,C,net photosynthesis,23.98943197,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,28,C,net photosynthesis,22.40422721,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,29,C,net photosynthesis,20.22457067,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,27,C,net photosynthesis,19.63011889,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,29,C,net photosynthesis,18.11096433,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,32,C,net photosynthesis,14.14795244,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,30,C,net photosynthesis,24.05548217,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,32,C,net photosynthesis,20.88507266,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,33,C,net photosynthesis,22.998679,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,35,C,net photosynthesis,12.0343461,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,37,C,net photosynthesis,15.46895641,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,35,C,net photosynthesis,23.13077939,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,39,C,net photosynthesis,23.26287979,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,40,C,net photosynthesis,16.12945839,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,40,C,net photosynthesis,8.005284016,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,45,C,net photosynthesis,5.693527081,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,43,C,net photosynthesis,22.07397622,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,46,C,net photosynthesis,19.1677675,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,50,C,net photosynthesis,13.09114927,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,50,C,net photosynthesis,6.287978864,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,13,C,dark respiration,-6.06340819,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,19,C,dark respiration,-2.49669749,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,18,C,dark respiration,-8.969616909,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,22,C,dark respiration,-11.34742404,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,25,C,dark respiration,-14.64993395,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,29,C,dark respiration,-9.498018494,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,39,C,dark respiration,-14.38573316,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,39,C,dark respiration,-17.42404227,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,42,C,dark respiration,-18.87714663,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,46,C,dark respiration,-21.98150594,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,50,C,dark respiration,-23.17040951,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
lange2000,figure 7 ,pop,leptogium ,phyllocarpum,50,C,dark respiration,-22.04755614,nmol CO2 * mg^-1 *s^-1,co2,nmol,mg,sec,,,,T,lab,,,ppfd,300
uchida2006,figure 1b,pop,cetrariella,delisei,4,C,net photosynthesis,0.20327869,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.01516393,SD,3,T,lab,,,ppfd,800
uchida2006,figure 1b,pop,cetrariella,delisei,7,C,net photosynthesis,0.2,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.01270492,SD,3,T,lab,,,ppfd,800
uchida2006,figure 1b,pop,cetrariella,delisei,12,C,net photosynthesis,0.19016393,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.025,SD,3,T,lab,,,ppfd,800
uchida2006,figure 1b,pop,cetrariella,delisei,15,C,net photosynthesis,0.16885246,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.02827869,SD,3,T,lab,,,ppfd,800
uchida2006,figure 1b,pop,cetrariella,delisei,20,C,net photosynthesis,0.13852459,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.0204918,SD,3,T,lab,,,ppfd,800
uchida2006,figure 1c,pop,cetrariella,delisei,4,C,dark respiration,0.02723624,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.00382514,SD,3,T,lab,,,ppfd,800
uchida2006,figure 1c,pop,cetrariella,delisei,7,C,dark respiration,0.03482076,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.00437158,SD,3,T,lab,,,ppfd,800
uchida2006,figure 1c,pop,cetrariella,delisei,12,C,dark respiration,0.05438292,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.0057377,SD,3,T,lab,,,ppfd,800
uchida2006,figure 1c,pop,cetrariella,delisei,15,C,dark respiration,0.07071061,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.00956284,SD,3,T,lab,,,ppfd,800
uchida2006,figure 1c,pop,cetrariella,delisei,20,C,dark respiration,0.105028,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.00765027,SD,3,T,lab,,,ppfd,800
lange2004,figure 4,pop,pseudocyphellaria,aurata,10,C,net photosynthesis,12.43046358,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,13,C,net photosynthesis,12.07284768,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,17,C,net photosynthesis,14.63576159,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,15,C,net photosynthesis,16.54304636,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,16,C,net photosynthesis,17.1986755,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,15,C,net photosynthesis,19.58278146,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,18,C,net photosynthesis,17.55629139,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,18,C,net photosynthesis,20.05960265,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,19,C,net photosynthesis,19.22516556,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,20,C,net photosynthesis,19.94039735,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,20,C,net photosynthesis,18.15231788,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,21,C,net photosynthesis,19.34437086,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,21,C,net photosynthesis,18.39072848,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,22,C,net photosynthesis,19.58278146,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,24,C,net photosynthesis,18.74834437,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,23,C,net photosynthesis,17.01986755,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,25,C,net photosynthesis,15.88741722,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,26,C,net photosynthesis,15.94701987,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
