grpvar,study_id,r_intercept,r_slope,lichen_type,elevation_broad,latitude,centre_temp,n
study_id,schroeter1995,-11.51461279600627,-0.6369041497033322,green algae,neutral,-77,2.73114222382839,1
study_id,schroeter1995,-11.51461279600627,-0.6369041497033322,green algae,neutral,-77,3.04916125764139,1
study_id,schroeter1995,-11.51461279600627,-0.6369041497033322,green algae,neutral,-77,3.35568817239339,1
study_id,schroeter1995,-11.51461279600627,-0.6369041497033322,green algae,neutral,-77,3.69959204035603,1
study_id,smith2000,3.280253098690775,0.11289422668534604,green algae,neutral,-46.8964,-1.14452475532761,21
study_id,smith2000,3.280253098690775,0.11289422668534604,green algae,neutral,-46.8964,-0.480671020102847,12
study_id,smith2000,3.280253098690775,0.11289422668534604,green algae,neutral,-46.8964,0.206221192832295,17
study_id,smith2000,3.280253098690775,0.11289422668534604,green algae,neutral,-46.8964,0.917372357310278,15
study_id,smith2000,3.280253098690775,0.11289422668534604,green algae,neutral,-46.8964,1.65409070368571,10
study_id,smith2000,3.280253098690775,0.11289422668534604,green algae,neutral,-46.8964,2.26281381082037,13
study_id,sonesson_1989,6.835778841440979,2.1450770547663117e-4,green algae,neutral,68.2,-0.480671020102847,1
study_id,sonesson_1989,6.835778841440979,2.1450770547663117e-4,green algae,neutral,68.2,0.206221192832295,1
study_id,uchida2006,5.503457629467416,0.05359558544329679,green algae,neutral,79,-0.480671020102847,1
study_id,uchida2006,5.503457629467416,0.05359558544329679,green algae,neutral,79,0.206221192832295,1
study_id,uchida2006,5.503457629467416,0.05359558544329679,green algae,neutral,79,0.629919145955789,1
study_id,uchida2006,5.503457629467416,0.05359558544329679,green algae,neutral,79,1.35624769133346,1
study_id,uchida2006,5.503457629467416,0.05359558544329679,green algae,neutral,79,1.80462420523808,1
study_id,zotz2003,-13.562727671090425,0.2476404801506782,green algae,neutral,9,-2.40760262312666,1
study_id,zotz2003,-13.562727671090425,0.2476404801506782,green algae,neutral,9,-1.78647996720667,1
study_id,zotz2003,-13.562727671090425,0.2476404801506782,green algae,neutral,9,-1.14452475532761,1
study_id,zotz2003,-13.562727671090425,0.2476404801506782,green algae,neutral,9,-0.480671020102847,1
study_id,zotz2003,-13.562727671090425,0.2476404801506782,green algae,neutral,9,0.206221192832295,1
study_id,zotz2003,-13.562727671090425,0.2476404801506782,green algae,neutral,9,0.917372357310278,1
