paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,avg_depth_m,depth_m
4,fujita2014,fujita2014,figure 1,,Calcarina,gaudichaudii,38,C,respiration,-1.063829787,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.4,,1,
4,fujita2014,fujita2014,figure 1,,Calcarina,gaudichaudii,40,C,respiration,-1.446808511,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.4,,1,
4,fujita2014,fujita2014,figure 1,,Calcarina,gaudichaudii,40,C,respiration,-1.957446809,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.4,,1,
4,fujita2014,fujita2014,figure 1,,Calcarina,gaudichaudii,45,C,respiration,-0.872340426,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.4,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,5,C,net photosynthesis,0.978723404,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,10,C,net photosynthesis,1.29787234,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,10,C,net photosynthesis,3.595744681,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,13,C,net photosynthesis,3.978723404,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,15,C,net photosynthesis,4.425531915,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,15,C,net photosynthesis,3.914893617,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,15,C,net photosynthesis,2.191489362,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,15,C,net photosynthesis,6.978723404,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,15,C,net photosynthesis,8.063829787,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,15,C,net photosynthesis,9.404255319,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,18,C,net photosynthesis,7.042553191,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,20,C,net photosynthesis,7.425531915,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,20,C,net photosynthesis,7.872340426,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,20,C,net photosynthesis,8.510638298,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,20,C,net photosynthesis,10.29787234,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,23,C,net photosynthesis,10.93617021,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,net photosynthesis,11.57446809,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,net photosynthesis,9.531914894,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,net photosynthesis,8.70212766,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,net photosynthesis,7.936170213,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,net photosynthesis,7.680851064,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,20,C,net photosynthesis,15.08510638,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,20,C,net photosynthesis,19.74468085,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,net photosynthesis,14.95744681,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,net photosynthesis,20.12765957,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,net photosynthesis,18.9787234,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,30,C,net photosynthesis,18.9787234,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,30,C,net photosynthesis,16.55319149,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,30,C,net photosynthesis,15.91489362,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,30,C,net photosynthesis,12.08510638,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,30,C,net photosynthesis,9.85106383,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,net photosynthesis,12.72340426,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,net photosynthesis,12.08510638,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,net photosynthesis,10.87234043,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,net photosynthesis,10.4893617,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,net photosynthesis,7.936170213,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,net photosynthesis,4.936170213,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,38,C,net photosynthesis,-2.914893617,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,40,C,net photosynthesis,-2.531914894,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,40,C,net photosynthesis,-4,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
5,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,45,C,net photosynthesis,-8.340425532,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,5,C,respiration,-1.191489362,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,10,C,respiration,-1.957446809,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,10,C,respiration,-1.191489362,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,10,C,respiration,0.276595745,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,13,C,respiration,0.404255319,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,15,C,respiration,-0.170212766,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,15,C,respiration,-0.936170213,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,15,C,respiration,-1.063829787,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,15,C,respiration,-2.468085106,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,15,C,respiration,-2.723404255,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,18,C,respiration,-1.319148936,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,20,C,respiration,-3.425531915,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,20,C,respiration,-0.744680851,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,20,C,respiration,-4.574468085,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,20,C,respiration,-5.340425532,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,20,C,respiration,-6.042553191,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,23,C,respiration,-2.276595745,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,respiration,-1.255319149,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,respiration,-1.574468085,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,respiration,-2.276595745,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,respiration,-2.531914894,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,respiration,-3.29787234,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,respiration,-4.574468085,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,respiration,-5.659574468,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,25,C,respiration,-7.510638298,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,30,C,respiration,-2.021276596,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,30,C,respiration,-2.85106383,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,30,C,respiration,-3.042553191,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,30,C,respiration,-4.765957447,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,30,C,respiration,-6.29787234,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,30,C,respiration,-7.127659574,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,respiration,-2.85106383,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,respiration,-3.936170213,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,respiration,-6.170212766,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,respiration,-6.872340426,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,respiration,-7.893617021,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,respiration,-8.659574468,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,38,C,respiration,-2.978723404,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,40,C,respiration,-0.680851064,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,40,C,respiration,-4.255319149,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
6,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,45,C,respiration,-2.723404255,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,26.2,,1,
1,lombard2009,lombard2009,figure 2a,,Orbulina,universa,15,C,respiration,0.385638487,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,29.5035,,0,
1,lombard2009,lombard2009,figure 2a,,Orbulina,universa,15,C,respiration,0.328937724,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,29.5035,,0,
1,lombard2009,lombard2009,figure 2a,,Orbulina,universa,20,C,respiration,0.646939625,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,29.5035,,0,
1,lombard2009,lombard2009,figure 2a,,Orbulina,universa,20,C,respiration,0.605702706,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,29.5035,,0,
1,lombard2009,lombard2009,figure 2a,,Orbulina,universa,20,C,respiration,0.569620403,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,29.5035,,0,
1,lombard2009,lombard2009,figure 2a,,Orbulina,universa,24,C,respiration,1.279443964,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,29.5035,,0,
1,lombard2009,lombard2009,figure 2a,,Orbulina,universa,24,C,respiration,1.166042438,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,29.5035,,0,
1,lombard2009,lombard2009,figure 2a,,Orbulina,universa,24,C,respiration,0.779446328,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,29.5035,,0,
1,lombard2009,lombard2009,figure 2a,,Orbulina,universa,29,C,respiration,2.040600867,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,29.5035,,0,
1,lombard2009,lombard2009,figure 2a,,Orbulina,universa,29,C,respiration,1.989054719,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,29.5035,,0,
1,lombard2009,lombard2009,figure 2a,,Orbulina,universa,29,C,respiration,1.705562728,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,0,umol m^-2  s^-1,r,29.5035,,0,
2,lombard2009,lombard2009,figure 3a,,Orbulina,universa,15,C,net photosynthesis,2.684824903,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,
2,lombard2009,lombard2009,figure 3a,,Orbulina,universa,15,C,net photosynthesis,2.295719844,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,
2,lombard2009,lombard2009,figure 3a,,Orbulina,universa,20,C,net photosynthesis,7.081712062,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,
2,lombard2009,lombard2009,figure 3a,,Orbulina,universa,20,C,net photosynthesis,8.171206226,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,
2,lombard2009,lombard2009,figure 3a,,Orbulina,universa,20,C,net photosynthesis,8.404669261,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,
2,lombard2009,lombard2009,figure 3a,,Orbulina,universa,24,C,net photosynthesis,10.15564202,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,
2,lombard2009,lombard2009,figure 3a,,Orbulina,universa,24,C,net photosynthesis,9.766536965,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,
2,lombard2009,lombard2009,figure 3a,,Orbulina,universa,24,C,net photosynthesis,9.299610895,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,
2,lombard2009,lombard2009,figure 3a,,Orbulina,universa,29,C,net photosynthesis,15.56420233,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,
2,lombard2009,lombard2009,figure 3a,,Orbulina,universa,29,C,net photosynthesis,15.21400778,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,
1,palme2025,palme2025,figure 4 ,, Amphistegina , lobifera ,15,C,gross photosynthesis,9.50E-08,nmol O2 um^-3 hr^-1,O2,nmol,um^3,hr,2.295E-08,SD,,M,,,,,,,35,umol m^-2  s^-1,gpp,35.2401,,9,
1,palme2025,palme2025,figure 4 ,, Amphistegina , lobifera ,19,C,gross photosynthesis,1.40E-07,nmol O2 um^-3 hr^-1,O2,nmol,um^3,hr,0.000000017,SD,,M,,,,,,,35,umol m^-2  s^-1,gpp,35.2401,,9,
1,palme2025,palme2025,figure 4 ,, Amphistegina , lobifera ,23,C,gross photosynthesis,1.43E-07,nmol O2 um^-3 hr^-1,O2,nmol,um^3,hr,3.15E-08,SD,,M,,,,,,,35,umol m^-2  s^-1,gpp,35.2401,,9,
1,palme2025,palme2025,figure 4 ,, Amphistegina , lobifera ,27,C,gross photosynthesis,1.04E-07,nmol O2 um^-3 hr^-1,O2,nmol,um^3,hr,4.285E-08,SD,,M,,,,,,,35,umol m^-2  s^-1,gpp,35.2401,,9,
1,palme2025,palme2025,figure 4 ,, Amphistegina , lobifera ,31,C,gross photosynthesis,8.03E-08,nmol O2 um^-3 hr^-1,O2,nmol,um^3,hr,1.34E-08,SD,,M,,,,,,,35,umol m^-2  s^-1,gpp,35.2401,,9,
1,palme2025,palme2025,figure 4 ,, Amphistegina , lobifera ,35,C,gross photosynthesis,-4.02E-08,nmol O2 um^-3 hr^-1,O2,nmol,um^3,hr,1.004E-07,SD,,M,,,,,,,35,umol m^-2  s^-1,gpp,35.2401,,9,
2,palme2025,palme2025,figure 4 ,, Amphistegina , lobifera ,17,C,net photosynthesis,1.08E-07,nmol O2 um^-3 hr^-1,O2,nmol,um^3,hr,1.849E-07,SD,,M,,,,,,,35,umol m^-2  s^-1,npp,35.2401,,9,
