paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,avg_depth_m,depth_m,npp_value,r_value,gpp_value,npp_error,r_error,gpp_error
9,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,net photosynthesis,7.936170213,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,,7.936170213,-7.893617021,,,,
9,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,35,C,net photosynthesis,4.936170213,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,,4.936170213,-8.659574468,,,,
9,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,38,C,net photosynthesis,-2.914893617,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,,-2.914893617,-2.978723404,,,,
9,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,40,C,net photosynthesis,-2.531914894,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,,-2.531914894,-0.680851064,,,,
9,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,40,C,net photosynthesis,-4,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,,-4,-4.255319149,,,,
9,fujita2014,fujita2014,figure 1,,Amphisorus,kudakajimensis,45,C,net photosynthesis,-8.340425532,nmol O2 mg^-1 dry weight hr^-1,O2,nmol,mg,hr,,,,M,,,,,,,500,umol m^-2  s^-1,npp,26.2,,1,,-8.340425532,-2.723404255,,,,
3,lombard2009,lombard2009,figure 3a,,Orbulina,universa,15,C,net photosynthesis,2.684824903,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,,2.684824903,0.385638487,,,,
3,lombard2009,lombard2009,figure 3a,,Orbulina,universa,15,C,net photosynthesis,2.295719844,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,,2.295719844,0.328937724,,,,
3,lombard2009,lombard2009,figure 3a,,Orbulina,universa,20,C,net photosynthesis,7.081712062,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,,7.081712062,0.646939625,,,,
3,lombard2009,lombard2009,figure 3a,,Orbulina,universa,20,C,net photosynthesis,8.171206226,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,,8.171206226,0.605702706,,,,
3,lombard2009,lombard2009,figure 3a,,Orbulina,universa,20,C,net photosynthesis,8.404669261,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,,8.404669261,0.569620403,,,,
3,lombard2009,lombard2009,figure 3a,,Orbulina,universa,24,C,net photosynthesis,10.15564202,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,,10.15564202,1.279443964,,,,
3,lombard2009,lombard2009,figure 3a,,Orbulina,universa,24,C,net photosynthesis,9.766536965,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,,9.766536965,1.166042438,,,,
3,lombard2009,lombard2009,figure 3a,,Orbulina,universa,24,C,net photosynthesis,9.299610895,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,,9.299610895,0.779446328,,,,
3,lombard2009,lombard2009,figure 3a,,Orbulina,universa,29,C,net photosynthesis,15.56420233,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,,15.56420233,2.040600867,,,,
3,lombard2009,lombard2009,figure 3a,,Orbulina,universa,29,C,net photosynthesis,15.21400778,nmol O2 indiv^-1 hr^-1,O2,nmol,indiv,hr,,,,M,,,,,,,250,umol m^-2  s^-1,npp,29.5035,,0,,15.21400778,1.705562728,,,,
3,deldicq2025,deldicq2025,figure 5b,,Haynesina,germanica,6,C,gross photosynthesis,53.31051015,pmol O2 indiv^-1 hr^-1,O2,pmol,indiv,hr,13.70309951,SEM,,M,,,,,,,170,umol m^-2  s^-1,gpp,50.3722,,0,0,,20.45454545,53.31051015,,4.626623377,13.70309951
3,deldicq2025,deldicq2025,figure 5b,,Haynesina,germanica,12,C,gross photosynthesis,51.28782483,pmol O2 indiv^-1 hr^-1,O2,pmol,indiv,hr,5.628058728,SEM,,M,,,,,,,170,umol m^-2  s^-1,gpp,50.3722,,0,0,,24.35064935,51.28782483,,1.136363636,5.628058728
3,deldicq2025,deldicq2025,figure 5b,,Haynesina,germanica,18,C,gross photosynthesis,57.74724475,pmol O2 indiv^-1 hr^-1,O2,pmol,indiv,hr,15.57911909,SEM,,M,,,,,,,170,umol m^-2  s^-1,gpp,50.3722,,0,0,,40.90909091,57.74724475,,8.116883117,15.57911909
3,deldicq2025,deldicq2025,figure 5b,,Haynesina,germanica,24,C,gross photosynthesis,76.93250312,pmol O2 indiv^-1 hr^-1,O2,pmol,indiv,hr,7.993474715,SEM,,M,,,,,,,170,umol m^-2  s^-1,gpp,50.3722,,0,0,,55.68181818,76.93250312,,6.655844156,7.993474715
3,deldicq2025,deldicq2025,figure 5b,,Haynesina,germanica,30,C,gross photosynthesis,24.01105929,pmol O2 indiv^-1 hr^-1,O2,pmol,indiv,hr,7.340946166,SEM,,M,,,,,,,170,umol m^-2  s^-1,gpp,50.3722,,0,0,,42.04545455,24.01105929,,10.22727273,7.340946166
3,deldicq2025,deldicq2025,figure 5b,,Haynesina,germanica,36,C,gross photosynthesis,18.72573122,pmol O2 indiv^-1 hr^-1,O2,pmol,indiv,hr,1.141924959,SEM,,M,,,,,,,170,umol m^-2  s^-1,gpp,50.3722,,0,0,,48.37662338,18.72573122,,4.058441558,1.141924959
