tpc_grp,depth_broad,broad_coral,latitude,species,mol_gCmin,inv_T,temp,cnidarian_type,metabolic_category,study_id,mol_grammin
4_rodolfo-metalpa2014,shallow,hard,38.2,patagonica,4.878328741666667e-4,38.028897661970575,32,hermatypic coral,r,rodolfo-metalpa2014,4.878328741666667e-4
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,2.1808999083333333e-4,39.58559823145258,20,hermatypic coral,r,rodolfo-metalpa2014,2.1808999083333333e-4
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,3.787878787878788e-4,39.31735768778696,22,hermatypic coral,r,rodolfo-metalpa2014,3.787878787878788e-4
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,4.5913682280303026e-4,39.05272798771773,24,hermatypic coral,r,rodolfo-metalpa2014,4.5913682280303026e-4
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,6.829660238636363e-4,38.79163670917708,26,hermatypic coral,r,rodolfo-metalpa2014,6.829660238636363e-4
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,3.673094581818182e-4,38.53401335397749,28,hermatypic coral,r,rodolfo-metalpa2014,3.673094581818182e-4
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,6.829660238636363e-4,38.27978928434875,30,hermatypic coral,r,rodolfo-metalpa2014,6.829660238636363e-4
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,4.3617998166666666e-4,38.028897661970575,32,hermatypic coral,r,rodolfo-metalpa2014,4.3617998166666666e-4
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,3.445824781818182e-4,39.58559823145258,20,hermatypic coral,r,rodolfo-metalpa2014,3.445824781818182e-4
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,4.02261476969697e-4,39.31735768778696,22,hermatypic coral,r,rodolfo-metalpa2014,4.02261476969697e-4
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,6.712028596212122e-4,39.05272798771773,24,hermatypic coral,r,rodolfo-metalpa2014,6.712028596212122e-4
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,6.375159378787878e-4,38.79163670917708,26,hermatypic coral,r,rodolfo-metalpa2014,6.375159378787878e-4
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,6.609327165151515e-4,38.53401335397749,28,hermatypic coral,r,rodolfo-metalpa2014,6.609327165151515e-4
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,5.872732045454545e-4,38.27978928434875,30,hermatypic coral,r,rodolfo-metalpa2014,5.872732045454545e-4
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,3.8798555189393944e-4,38.028897661970575,32,hermatypic coral,r,rodolfo-metalpa2014,3.8798555189393944e-4
1_previati2010,deep,soft,44.3045,rubrum,3.2291666666666666e-7,40.41273940989142,14,soft coral,r,previati2010,3.2291666666666666e-7
1_previati2010,deep,soft,44.3045,rubrum,3.541666666666667e-7,40.1332115564597,16,soft coral,r,previati2010,3.541666666666667e-7
1_previati2010,deep,soft,44.3045,rubrum,8.125000000000001e-7,39.857524030741274,18,soft coral,r,previati2010,8.125000000000001e-7
1_previati2010,deep,soft,44.3045,rubrum,9.583333333333334e-7,39.58559823145258,20,soft coral,r,previati2010,9.583333333333334e-7
1_previati2010,deep,soft,44.3045,rubrum,8.75e-7,39.31735768778696,22,soft coral,r,previati2010,8.75e-7
1_previati2010,deep,soft,44.3045,rubrum,2.0833333333333333e-7,38.92174449622782,25,soft coral,r,previati2010,2.0833333333333333e-7
2_previati2010,deep,soft,44.3045,clavata,4.270833333333333e-7,40.41273940989142,14,soft coral,r,previati2010,4.270833333333333e-7
2_previati2010,deep,soft,44.3045,clavata,6.354166666666667e-7,40.1332115564597,16,soft coral,r,previati2010,6.354166666666667e-7
2_previati2010,deep,soft,44.3045,clavata,9.479166666666668e-7,39.857524030741274,18,soft coral,r,previati2010,9.479166666666668e-7
2_previati2010,deep,soft,44.3045,clavata,5.625e-7,39.58559823145258,20,soft coral,r,previati2010,5.625e-7
2_previati2010,deep,soft,44.3045,clavata,5.520833333333334e-7,39.31735768778696,22,soft coral,r,previati2010,5.520833333333334e-7
2_previati2010,deep,soft,44.3045,clavata,2.7083333333333337e-7,38.92174449622782,25,soft coral,r,previati2010,2.7083333333333337e-7
3_previati2010,deep,soft,44.3045,cavolinii,2.1875e-7,40.41273940989142,14,soft coral,r,previati2010,2.1875e-7
3_previati2010,deep,soft,44.3045,cavolinii,5.3125e-7,40.1332115564597,16,soft coral,r,previati2010,5.3125e-7
3_previati2010,deep,soft,44.3045,cavolinii,4.270833333333333e-7,39.857524030741274,18,soft coral,r,previati2010,4.270833333333333e-7
3_previati2010,deep,soft,44.3045,cavolinii,6.354166666666667e-7,39.58559823145258,20,soft coral,r,previati2010,6.354166666666667e-7
3_previati2010,deep,soft,44.3045,cavolinii,4.375e-7,39.31735768778696,22,soft coral,r,previati2010,4.375e-7
3_previati2010,deep,soft,44.3045,cavolinii,2.916666666666667e-7,38.92174449622782,25,soft coral,r,previati2010,2.916666666666667e-7
4_previati2010,deep,soft,44.3045,singularis,1.0416666666666669e-7,40.41273940989142,14,soft coral,r,previati2010,1.0416666666666669e-7
4_previati2010,deep,soft,44.3045,singularis,3.75e-7,40.1332115564597,16,soft coral,r,previati2010,3.75e-7
4_previati2010,deep,soft,44.3045,singularis,6.875e-7,39.857524030741274,18,soft coral,r,previati2010,6.875e-7
4_previati2010,deep,soft,44.3045,singularis,4.375e-7,39.58559823145258,20,soft coral,r,previati2010,4.375e-7
4_previati2010,deep,soft,44.3045,singularis,1.666666666666667e-7,39.31735768778696,22,soft coral,r,previati2010,1.666666666666667e-7
4_previati2010,deep,soft,44.3045,singularis,2.1875e-7,38.92174449622782,25,soft coral,r,previati2010,2.1875e-7
2_ezzat2013,shallow,soft,43.19,singularis,4.915374477272727e-11,39.857524030741274,18,soft coral,r,ezzat2013,4.915374477272727e-11
2_ezzat2013,shallow,soft,43.19,singularis,2.1283064772727272e-11,39.05272798771773,24,soft coral,r,ezzat2013,2.1283064772727272e-11
2_ezzat2013,shallow,soft,43.19,singularis,1.6215668409090906e-11,38.79163670917708,26,soft coral,r,ezzat2013,1.6215668409090906e-11
1_aichelman2019,deep,hard,41.4774,poculata,1.2889309772727271e-11,41.570904967043965,6,hermatypic coral,r,aichelman2019,1.2889309772727271e-11
1_aichelman2019,deep,hard,41.4774,poculata,1.6308922575757574e-11,41.12889640811739,9,hermatypic coral,r,aichelman2019,1.6308922575757574e-11
1_aichelman2019,deep,hard,41.4774,poculata,9.469696969696967e-12,40.696188397511214,12,hermatypic coral,r,aichelman2019,9.469696969696967e-12
1_aichelman2019,deep,hard,41.4774,poculata,1.788720537878788e-11,40.27249044438772,15,hermatypic coral,r,aichelman2019,1.788720537878788e-11
1_aichelman2019,deep,hard,41.4774,poculata,3.524831651515151e-11,39.857524030741274,18,hermatypic coral,r,aichelman2019,3.524831651515151e-11
1_aichelman2019,deep,hard,41.4774,poculata,6.891835015151515e-11,39.31735768778696,22,hermatypic coral,r,aichelman2019,6.891835015151515e-11
1_aichelman2019,deep,hard,41.4774,poculata,6.944444446969696e-11,38.79163670917708,26,hermatypic coral,r,aichelman2019,6.944444446969696e-11
1_aichelman2019,deep,hard,41.4774,poculata,6.970749159090909e-11,38.40648062733848,29,hermatypic coral,r,aichelman2019,6.970749159090909e-11
1_aichelman2019,deep,hard,41.4774,poculata,4.1298400681818176e-11,38.028897661970575,32,hermatypic coral,r,aichelman2019,4.1298400681818176e-11
2_aichelman2019,deep,hard,37.8992,poculata,8.417508409090908e-12,41.570904967043965,6,hermatypic coral,r,aichelman2019,8.417508409090908e-12
2_aichelman2019,deep,hard,37.8992,poculata,1.262626265151515e-11,41.12889640811739,9,hermatypic coral,r,aichelman2019,1.262626265151515e-11
2_aichelman2019,deep,hard,37.8992,poculata,7.365319848484848e-12,40.696188397511214,12,hermatypic coral,r,aichelman2019,7.365319848484848e-12
2_aichelman2019,deep,hard,37.8992,poculata,1.0258838409090907e-11,40.27249044438772,15,hermatypic coral,r,aichelman2019,1.0258838409090907e-11
2_aichelman2019,deep,hard,37.8992,poculata,1.4993686893939393e-11,39.857524030741274,18,hermatypic coral,r,aichelman2019,1.4993686893939393e-11
2_aichelman2019,deep,hard,37.8992,poculata,4.208754212121211e-11,39.31735768778696,22,hermatypic coral,r,aichelman2019,4.208754212121211e-11
2_aichelman2019,deep,hard,37.8992,poculata,5.2083333333333334e-11,38.79163670917708,26,hermatypic coral,r,aichelman2019,5.2083333333333334e-11
2_aichelman2019,deep,hard,37.8992,poculata,6.313131310606059e-11,38.40648062733848,29,hermatypic coral,r,aichelman2019,6.313131310606059e-11
2_aichelman2019,deep,hard,37.8992,poculata,4.1298400681818176e-11,38.028897661970575,32,hermatypic coral,r,aichelman2019,4.1298400681818176e-11
