tpc_grp,depth_broad,broad_coral,latitude,species,mol_gCmin,sd_molgCmin,temp,cnidarian_type,metabolic_category,study_id
1_silbiger2019,shallow,hard,9.14,franksi,3.003904050406504e-10,NA,33,hermatypic coral,gpp,silbiger2019
1_silbiger2019,shallow,hard,9.14,franksi,4.468953169105691e-10,NA,34,hermatypic coral,gpp,silbiger2019
1_silbiger2019,shallow,hard,9.14,franksi,1.1490602414634145e-10,NA,36,hermatypic coral,gpp,silbiger2019
2_silbiger2019,shallow,hard,9.14,franksi,2.1109669869918694e-10,NA,22,hermatypic coral,gpp,silbiger2019
2_silbiger2019,shallow,hard,9.14,franksi,2.9150955934959353e-10,NA,26,hermatypic coral,gpp,silbiger2019
2_silbiger2019,shallow,hard,9.14,franksi,3.352355342276423e-10,NA,28,hermatypic coral,gpp,silbiger2019
2_silbiger2019,shallow,hard,9.14,franksi,3.557708806504065e-10,NA,29,hermatypic coral,gpp,silbiger2019
2_silbiger2019,shallow,hard,9.14,franksi,3.4578692105691057e-10,NA,30,hermatypic coral,gpp,silbiger2019
2_silbiger2019,shallow,hard,9.14,franksi,3.592243611382114e-10,NA,31,hermatypic coral,gpp,silbiger2019
2_silbiger2019,shallow,hard,9.14,franksi,3.468196238211382e-10,NA,32,hermatypic coral,gpp,silbiger2019
2_silbiger2019,shallow,hard,9.14,franksi,3.389603217073171e-10,NA,33,hermatypic coral,gpp,silbiger2019
2_silbiger2019,shallow,hard,9.14,franksi,4.8168167699187e-10,NA,34,hermatypic coral,gpp,silbiger2019
2_silbiger2019,shallow,hard,9.14,franksi,1.3000587186991868e-10,NA,36,hermatypic coral,gpp,silbiger2019
3_silbiger2019,shallow,hard,9.14,franksi,2.370614257723577e-10,NA,21,hermatypic coral,gpp,silbiger2019
3_silbiger2019,shallow,hard,9.14,franksi,2.2332944365853657e-10,NA,28,hermatypic coral,gpp,silbiger2019
3_silbiger2019,shallow,hard,9.14,franksi,2.2726564910569103e-10,NA,29,hermatypic coral,gpp,silbiger2019
3_silbiger2019,shallow,hard,9.14,franksi,3.0623300365853657e-10,NA,30,hermatypic coral,gpp,silbiger2019
3_silbiger2019,shallow,hard,9.14,franksi,2.6501384040650405e-10,NA,31,hermatypic coral,gpp,silbiger2019
3_silbiger2019,shallow,hard,9.14,franksi,2.29044977398374e-10,NA,32,hermatypic coral,gpp,silbiger2019
3_silbiger2019,shallow,hard,9.14,franksi,2.40029765203252e-10,NA,33,hermatypic coral,gpp,silbiger2019
3_silbiger2019,shallow,hard,9.14,franksi,3.239769596747967e-10,NA,34,hermatypic coral,gpp,silbiger2019
3_silbiger2019,shallow,hard,9.14,franksi,5.767533040650407e-11,NA,36,hermatypic coral,gpp,silbiger2019
4_silbiger2019,shallow,hard,9.14,franksi,2.0034855479674798e-10,NA,21,hermatypic coral,gpp,silbiger2019
4_silbiger2019,shallow,hard,9.14,franksi,2.648435587804878e-10,NA,26,hermatypic coral,gpp,silbiger2019
4_silbiger2019,shallow,hard,9.14,franksi,2.7458858341463415e-10,NA,28,hermatypic coral,gpp,silbiger2019
4_silbiger2019,shallow,hard,9.14,franksi,3.337550397560975e-10,NA,29,hermatypic coral,gpp,silbiger2019
4_silbiger2019,shallow,hard,9.14,franksi,2.962490969105691e-10,NA,30,hermatypic coral,gpp,silbiger2019
4_silbiger2019,shallow,hard,9.14,franksi,3.35133366097561e-10,NA,32,hermatypic coral,gpp,silbiger2019
4_silbiger2019,shallow,hard,9.14,franksi,2.513001556097561e-10,NA,32,hermatypic coral,gpp,silbiger2019
4_silbiger2019,shallow,hard,9.14,franksi,3.5868961455284557e-10,NA,33,hermatypic coral,gpp,silbiger2019
4_silbiger2019,shallow,hard,9.14,franksi,2.2561941902439025e-10,NA,34,hermatypic coral,gpp,silbiger2019
4_silbiger2019,shallow,hard,9.14,franksi,1.3021497626016258e-10,NA,36,hermatypic coral,gpp,silbiger2019
9_silbiger2019,shallow,hard,32.27,franksi,1.3538915162601625e-10,NA,24,hermatypic coral,gpp,silbiger2019
9_silbiger2019,shallow,hard,32.27,franksi,9.91400830081301e-11,NA,26,hermatypic coral,gpp,silbiger2019
9_silbiger2019,shallow,hard,32.27,franksi,8.900473756097561e-11,NA,27,hermatypic coral,gpp,silbiger2019
9_silbiger2019,shallow,hard,32.27,franksi,1.8178188650406505e-10,NA,29,hermatypic coral,gpp,silbiger2019
9_silbiger2019,shallow,hard,32.27,franksi,1.6136139154471545e-10,NA,31,hermatypic coral,gpp,silbiger2019
9_silbiger2019,shallow,hard,32.27,franksi,1.595385963414634e-10,NA,32,hermatypic coral,gpp,silbiger2019
9_silbiger2019,shallow,hard,32.27,franksi,1.2526586845528454e-10,NA,34,hermatypic coral,gpp,silbiger2019
9_silbiger2019,shallow,hard,32.27,franksi,-8.112429268292682e-12,NA,36,hermatypic coral,gpp,silbiger2019
10_silbiger2019,shallow,hard,32.27,franksi,8.075267365853658e-11,NA,24,hermatypic coral,gpp,silbiger2019
10_silbiger2019,shallow,hard,32.27,franksi,9.62546887804878e-11,NA,26,hermatypic coral,gpp,silbiger2019
10_silbiger2019,shallow,hard,32.27,franksi,1.1697785536585364e-10,NA,27,hermatypic coral,gpp,silbiger2019
10_silbiger2019,shallow,hard,32.27,franksi,2.207183461788618e-10,NA,29,hermatypic coral,gpp,silbiger2019
10_silbiger2019,shallow,hard,32.27,franksi,1.447860325203252e-10,NA,31,hermatypic coral,gpp,silbiger2019
10_silbiger2019,shallow,hard,32.27,franksi,1.406927856097561e-10,NA,32,hermatypic coral,gpp,silbiger2019
10_silbiger2019,shallow,hard,32.27,franksi,9.094840853658537e-11,NA,34,hermatypic coral,gpp,silbiger2019
10_silbiger2019,shallow,hard,32.27,franksi,2.4893861788617884e-13,NA,36,hermatypic coral,gpp,silbiger2019
11_silbiger2019,shallow,hard,32.27,franksi,1.0927195837398374e-10,NA,24,hermatypic coral,gpp,silbiger2019
11_silbiger2019,shallow,hard,32.27,franksi,1.0337784235772357e-10,NA,26,hermatypic coral,gpp,silbiger2019
11_silbiger2019,shallow,hard,32.27,franksi,1.1417408317073171e-10,NA,27,hermatypic coral,gpp,silbiger2019
11_silbiger2019,shallow,hard,32.27,franksi,1.6525679861788617e-10,NA,29,hermatypic coral,gpp,silbiger2019
11_silbiger2019,shallow,hard,32.27,franksi,1.791989156910569e-10,NA,31,hermatypic coral,gpp,silbiger2019
11_silbiger2019,shallow,hard,32.27,franksi,1.3587990203252033e-10,NA,32,hermatypic coral,gpp,silbiger2019
11_silbiger2019,shallow,hard,32.27,franksi,1.0291861585365854e-10,NA,34,hermatypic coral,gpp,silbiger2019
11_silbiger2019,shallow,hard,32.27,franksi,-7.2128639024390235e-12,NA,36,hermatypic coral,gpp,silbiger2019
12_silbiger2019,shallow,hard,32.27,franksi,8.323241959349594e-11,NA,24,hermatypic coral,gpp,silbiger2019
12_silbiger2019,shallow,hard,32.27,franksi,1.358846544715447e-10,NA,26,hermatypic coral,gpp,silbiger2019
12_silbiger2019,shallow,hard,32.27,franksi,1.1071644154471546e-10,NA,27,hermatypic coral,gpp,silbiger2019
12_silbiger2019,shallow,hard,32.27,franksi,1.7009298284552844e-10,NA,29,hermatypic coral,gpp,silbiger2019
12_silbiger2019,shallow,hard,32.27,franksi,1.9382524593495936e-10,NA,31,hermatypic coral,gpp,silbiger2019
12_silbiger2019,shallow,hard,32.27,franksi,1.0656550552845528e-10,NA,32,hermatypic coral,gpp,silbiger2019
12_silbiger2019,shallow,hard,32.27,franksi,1.5915499113821137e-10,NA,34,hermatypic coral,gpp,silbiger2019
12_silbiger2019,shallow,hard,32.27,franksi,-1.9087792682926827e-12,NA,36,hermatypic coral,gpp,silbiger2019
5_hadjioannou2019,shallow,hard,34.58,caespitosa,6.328813008130081e-14,2.7331620926298054e-14,17,hermatypic coral,gpp,hadjioannou2019
5_hadjioannou2019,shallow,hard,34.58,caespitosa,1.9294552845528454e-14,2.85199767608569e-14,24,hermatypic coral,gpp,hadjioannou2019
5_hadjioannou2019,shallow,hard,34.58,caespitosa,9.934959349593496e-14,4.15916093067265e-14,29,hermatypic coral,gpp,hadjioannou2019
6_hadjioannou2019,shallow,hard,34.58,caespitosa,-5.707317073170732e-15,2.376655342262153e-14,17,hermatypic coral,gpp,hadjioannou2019
6_hadjioannou2019,shallow,hard,34.58,caespitosa,1.2602276422764225e-14,3.446161511651228e-14,24,hermatypic coral,gpp,hadjioannou2019
6_hadjioannou2019,shallow,hard,34.58,caespitosa,6.384178861788617e-14,6.773487439846571e-14,29,hermatypic coral,gpp,hadjioannou2019
1_higuchi2015,shallow,hard,33.9481,pruinosa,6.747967479674797e-10,1.126537110613904e-10,23,hermatypic coral,gpp,higuchi2015
1_higuchi2015,shallow,hard,33.9481,pruinosa,9.67479674796748e-10,1.126537110613904e-10,18,hermatypic coral,gpp,higuchi2015
1_higuchi2015,shallow,hard,33.9481,pruinosa,2.4390243902439027e-10,1.4081713882673797e-10,13,hermatypic coral,gpp,higuchi2015
1_jones1998,shallow,hard,-23.31,pistillata,5.572644691519509e-8,1.821942256955103e-8,28,hermatypic coral,gpp,jones1998
1_jones1998,shallow,hard,-23.31,pistillata,7.581456834532371e-8,6.893835617962029e-9,30,hermatypic coral,gpp,jones1998
1_jones1998,shallow,hard,-23.31,pistillata,8.962833300632218e-8,3.7300574605250854e-8,32,hermatypic coral,gpp,jones1998
1_jones1998,shallow,hard,-23.31,pistillata,6.299622204054936e-8,4.923675160057481e-9,33,hermatypic coral,gpp,jones1998
1_jones1998,shallow,hard,-23.31,pistillata,1.5130131022454757e-8,2.4128424496024693e-8,34,hermatypic coral,gpp,jones1998
2_jones1998,shallow,hard,-23.31,pistillata,6.39127156093307e-8,3.028363487317751e-8,28,hermatypic coral,gpp,jones1998
2_jones1998,shallow,hard,-23.31,pistillata,7.048891922825373e-8,1.6989366688467405e-8,30,hermatypic coral,gpp,jones1998
2_jones1998,shallow,hard,-23.31,pistillata,7.416777915849136e-8,3.44691778673536e-8,32,hermatypic coral,gpp,jones1998
2_jones1998,shallow,hard,-23.31,pistillata,4.077970939611945e-8,2.8560175940879935e-8,33,hermatypic coral,gpp,jones1998
2_jones1998,shallow,hard,-23.31,pistillata,-2.25276069326357e-8,2.2281861449615808e-8,34,hermatypic coral,gpp,jones1998
3_jones1998,shallow,hard,-23.31,pistillata,9.204757401351642e-8,2.1627719420011292e-8,28,hermatypic coral,gpp,jones1998
3_jones1998,shallow,hard,-23.31,pistillata,1.0052564006976234e-7,2.5644295991777996e-8,30,hermatypic coral,gpp,jones1998
3_jones1998,shallow,hard,-23.31,pistillata,8.780854109439717e-8,3.522228603017399e-8,32,hermatypic coral,gpp,jones1998
3_jones1998,shallow,hard,-23.31,pistillata,4.84460911270983e-9,3.7076090481974336e-8,34,hermatypic coral,gpp,jones1998
1_simancas-giraldo2021,shallow,soft,29.53,umbellata,4.1204730233739845e-12,3.2520325203252034e-12,26,soft coral,gpp,simancas-giraldo2021
2_simancas-giraldo2021,shallow,soft,29.53,umbellata,4.933481153455285e-12,7.021433851626017e-13,26,soft coral,gpp,simancas-giraldo2021
1_simancas-giraldo2021,shallow,soft,29.53,umbellata,2.7716186255081303e-12,1.0716925355691057e-12,28,soft coral,gpp,simancas-giraldo2021
2_simancas-giraldo2021,shallow,soft,29.53,umbellata,1.1271249075203254e-12,2.9194382855691057e-12,28,soft coral,gpp,simancas-giraldo2021
1_simancas-giraldo2021,shallow,soft,29.53,umbellata,1.4227642276422765e-12,4.508499630081302e-12,30,soft coral,gpp,simancas-giraldo2021
2_simancas-giraldo2021,shallow,soft,29.53,umbellata,1.2379896526930893e-12,2.734663710365854e-12,30,soft coral,gpp,simancas-giraldo2021
1_simancas-giraldo2021,shallow,soft,29.53,umbellata,1.6075388025914635e-12,1.6260162601626017e-12,32,soft coral,gpp,simancas-giraldo2021
2_simancas-giraldo2021,shallow,soft,29.53,umbellata,6.097560975609756e-13,2.0694752398373982e-12,32,soft coral,gpp,simancas-giraldo2021
1_ezzat2013,shallow,soft,43.19,singularis,8.881185260162601e-11,2.2450579837398373e-11,18,soft coral,gpp,ezzat2013
1_ezzat2013,shallow,soft,43.19,singularis,1.6837934878048782e-11,1.056497869918699e-11,24,soft coral,gpp,ezzat2013
1_ezzat2013,shallow,soft,43.19,singularis,2.0139490731707317e-11,5.282489430894308e-12,26,soft coral,gpp,ezzat2013
3_aichelman2019,shallow,hard,41.4774,poculata,2.710027073170731e-12,1.990938746205577e-11,6,hermatypic coral,gpp,aichelman2019
3_aichelman2019,shallow,hard,41.4774,poculata,1.716350495934959e-11,2.8678998502700394e-11,9,hermatypic coral,gpp,aichelman2019
3_aichelman2019,shallow,hard,41.4774,poculata,3.695491463414634e-12,3.223424633920383e-11,12,hermatypic coral,gpp,aichelman2019
3_aichelman2019,shallow,hard,41.4774,poculata,2.8003613333333335e-11,3.4604411485324e-11,15,hermatypic coral,gpp,aichelman2019
3_aichelman2019,shallow,hard,41.4774,poculata,2.4390243902439024e-11,1.990938746205577e-11,18,hermatypic coral,gpp,aichelman2019
3_aichelman2019,shallow,hard,41.4774,poculata,7.23495113821138e-11,3.507844451454803e-11,22,hermatypic coral,gpp,aichelman2019
3_aichelman2019,shallow,hard,41.4774,poculata,8.121869097560976e-11,4.9773468537816257e-11,26,hermatypic coral,gpp,aichelman2019
3_aichelman2019,shallow,hard,41.4774,poculata,6.249486739837399e-11,5.403976591815572e-11,29,hermatypic coral,gpp,aichelman2019
3_aichelman2019,shallow,hard,41.4774,poculata,2.307629138211382e-11,2.0383420491279806e-11,32,hermatypic coral,gpp,aichelman2019
4_aichelman2019,deep,hard,37.8992,poculata,8.294325365853658e-12,1.0665743274863936e-11,6,hermatypic coral,gpp,aichelman2019
4_aichelman2019,deep,hard,37.8992,poculata,6.323396585365853e-12,3.365634542687593e-11,9,hermatypic coral,gpp,aichelman2019
4_aichelman2019,deep,hard,37.8992,poculata,-4.5167118699186985e-12,2.701988290041627e-11,12,hermatypic coral,gpp,aichelman2019
4_aichelman2019,deep,hard,37.8992,poculata,1.1907694796747967e-11,1.564309008171629e-11,15,hermatypic coral,gpp,aichelman2019
4_aichelman2019,deep,hard,37.8992,poculata,1.519257617886179e-11,2.0146403976667786e-11,18,hermatypic coral,gpp,aichelman2019
4_aichelman2019,deep,hard,37.8992,poculata,3.457337601626016e-11,2.0383420491279806e-11,22,hermatypic coral,gpp,aichelman2019
4_aichelman2019,deep,hard,37.8992,poculata,5.231173520325203e-11,3.555247754377206e-11,26,hermatypic coral,gpp,aichelman2019
4_aichelman2019,deep,hard,37.8992,poculata,5.625359284552845e-11,5.04845180816523e-11,29,hermatypic coral,gpp,aichelman2019
4_aichelman2019,deep,hard,37.8992,poculata,2.1762338861788618e-11,2.9864081193083644e-11,32,hermatypic coral,gpp,aichelman2019
3_howe2001,shallow,hard,-38.15,versipora,2.146217073170732e-8,6.94265680487805e-6,10,hermatypic coral,gpp,howe2001
3_howe2001,shallow,hard,-38.15,versipora,3.457939837398375e-8,1.0131240609756101e-5,13,hermatypic coral,gpp,howe2001
3_howe2001,shallow,hard,-38.15,versipora,6.85909593495935e-8,9.690444429009337e-6,16,hermatypic coral,gpp,howe2001
3_howe2001,shallow,hard,-38.15,versipora,5.494230081300814e-8,1.107479364049912e-5,18,hermatypic coral,gpp,howe2001
3_howe2001,shallow,hard,-38.15,versipora,4.617750406504066e-8,1.166808613767225e-5,21,hermatypic coral,gpp,howe2001
3_juillet-leclerc2014,shallow,hard,43.7328,sp.,2.093517e-7,9.39801701589102e-8,22,hermatypic coral,gpp,juillet-leclerc2014
3_juillet-leclerc2014,shallow,hard,43.7328,sp.,3.444711234146341e-7,1.920464347660674e-7,25,hermatypic coral,gpp,juillet-leclerc2014
3_juillet-leclerc2014,shallow,hard,43.7328,sp.,4.921016048780488e-7,3.2995211845132363e-7,28,hermatypic coral,gpp,juillet-leclerc2014
3_rodolfo-metalpa2006,shallow,hard,44.03,caespitosa,7.978315544507575e-5,7.21937966915951e-6,20,hermatypic coral,gpp,rodolfo-metalpa2006
3_rodolfo-metalpa2006,shallow,hard,44.03,caespitosa,7.27575604285038e-5,1.2666196205176515e-5,24,hermatypic coral,gpp,rodolfo-metalpa2006
3_rodolfo-metalpa2006,shallow,hard,44.03,caespitosa,7.865215924479166e-5,9.05063696056904e-6,26,hermatypic coral,gpp,rodolfo-metalpa2006
3_rodolfo-metalpa2006,shallow,hard,44.03,caespitosa,7.72432063565341e-5,9.484973621564357e-6,28,hermatypic coral,gpp,rodolfo-metalpa2006
5_godefroid2023,deep,hard,-17.28,speciosa,2.77160474796748e-11,4.120515719890894e-12,23,hermatypic coral,gpp,godefroid2023
5_godefroid2023,deep,hard,-17.28,speciosa,2.5842770894308944e-11,4.95326470251144e-12,24,hermatypic coral,gpp,godefroid2023
5_godefroid2023,deep,hard,-17.28,speciosa,2.6783988130081294e-11,5.505017930048258e-12,25,hermatypic coral,gpp,godefroid2023
5_godefroid2023,deep,hard,-17.28,speciosa,2.6748374471544716e-11,5.054514405915064e-12,26,hermatypic coral,gpp,godefroid2023
5_godefroid2023,deep,hard,-17.28,speciosa,2.4873062845528455e-11,4.344629723304062e-12,27,hermatypic coral,gpp,godefroid2023
5_godefroid2023,deep,hard,-17.28,speciosa,2.4126194390243898e-11,5.731407450768286e-12,28,hermatypic coral,gpp,godefroid2023
5_godefroid2023,deep,hard,-17.28,speciosa,2.4512347723577235e-11,6.309326127730598e-12,29,hermatypic coral,gpp,godefroid2023
5_godefroid2023,deep,hard,-17.28,speciosa,2.466650382113821e-11,5.151213438293259e-12,30,hermatypic coral,gpp,godefroid2023
5_godefroid2023,deep,hard,-17.28,speciosa,2.587329691056911e-11,4.410612635231335e-12,31,hermatypic coral,gpp,godefroid2023
5_godefroid2023,deep,hard,-17.28,speciosa,2.364795430894309e-11,6.8258125637910664e-12,32,hermatypic coral,gpp,godefroid2023
6_godefroid2023,deep,hard,-17.28,speciosa,4.647151219512195e-13,1.8718734050034856e-12,23,hermatypic coral,gpp,godefroid2023
6_godefroid2023,deep,hard,-17.28,speciosa,1.3237341463414632e-13,2.3238827300356748e-12,24,hermatypic coral,gpp,godefroid2023
6_godefroid2023,deep,hard,-17.28,speciosa,8.518496747967479e-13,2.0493564831727016e-12,25,hermatypic coral,gpp,godefroid2023
6_godefroid2023,deep,hard,-17.28,speciosa,5.891511382113821e-13,2.3238827300356748e-12,26,hermatypic coral,gpp,godefroid2023
6_godefroid2023,deep,hard,-17.28,speciosa,5.891511382113821e-13,1.5641408214980627e-12,27,hermatypic coral,gpp,godefroid2023
6_godefroid2023,deep,hard,-17.28,speciosa,1.4548270731707318e-12,1.6611839901918195e-12,28,hermatypic coral,gpp,godefroid2023
6_godefroid2023,deep,hard,-17.28,speciosa,2.347899268292683e-12,1.982943446299513e-12,29,hermatypic coral,gpp,godefroid2023
6_godefroid2023,deep,hard,-17.28,speciosa,2.258796910569106e-12,2.193632861111179e-12,30,hermatypic coral,gpp,godefroid2023
6_godefroid2023,deep,hard,-17.28,speciosa,2.2564925203252026e-12,2.257469511368341e-12,31,hermatypic coral,gpp,godefroid2023
6_godefroid2023,deep,hard,-17.28,speciosa,2.266734146341463e-12,2.41834933031926e-12,32,hermatypic coral,gpp,godefroid2023
3_hill2014,shallow,hard,-23.27,damicornis,7.603877788617884e-11,3.744175821955311e-11,26,hermatypic coral,gpp,hill2014
3_hill2014,shallow,hard,-23.27,damicornis,6.409253601626015e-11,9.196221247909887e-12,30,hermatypic coral,gpp,hill2014
3_hill2014,shallow,hard,-23.27,damicornis,7.224632016260161e-11,3.5799575924263475e-11,31,hermatypic coral,gpp,hill2014
9_kemp2011,shallow,hard,24.84,siderea,8.455618445121949e-9,NA,20,hermatypic coral,gpp,kemp2011
9_kemp2011,shallow,hard,24.84,siderea,1.3715338719512194e-8,NA,16,hermatypic coral,gpp,kemp2011
9_kemp2011,shallow,hard,24.84,siderea,-4.044172865853659e-9,NA,12,hermatypic coral,gpp,kemp2011
10_kemp2011,shallow,hard,24.84,siderea,1.9940192987804883e-8,NA,20,hermatypic coral,gpp,kemp2011
10_kemp2011,shallow,hard,24.84,siderea,1.688097865853658e-8,NA,16,hermatypic coral,gpp,kemp2011
10_kemp2011,shallow,hard,24.84,siderea,3.039389939024391e-9,NA,12,hermatypic coral,gpp,kemp2011
11_kemp2011,shallow,hard,24.84,astreoides,2.8526756707317072e-8,NA,20,hermatypic coral,gpp,kemp2011
11_kemp2011,shallow,hard,24.84,astreoides,3.378856356707317e-8,NA,16,hermatypic coral,gpp,kemp2011
11_kemp2011,shallow,hard,24.84,astreoides,3.2105057926829268e-9,NA,12,hermatypic coral,gpp,kemp2011
12_kemp2011,shallow,hard,24.84,faveolata,3.966231783536586e-8,NA,20,hermatypic coral,gpp,kemp2011
12_kemp2011,shallow,hard,24.84,faveolata,3.597707057926829e-8,NA,16,hermatypic coral,gpp,kemp2011
12_kemp2011,shallow,hard,24.84,faveolata,1.2531092987804883e-9,NA,12,hermatypic coral,gpp,kemp2011
3_higuchi2015,shallow,hard,33.9481,pruinosa,1.7886178861788625e-10,1.4081713882673809e-11,23,hermatypic coral,gpp,higuchi2015
3_higuchi2015,shallow,hard,33.9481,pruinosa,3.7398373983739836e-10,-1.4081713882673795e-11,18,hermatypic coral,gpp,higuchi2015
3_higuchi2015,shallow,hard,33.9481,pruinosa,2.0325203252032517e-10,9.857199717871657e-11,13,hermatypic coral,gpp,higuchi2015
1_jurriaans2019,shallow,hard,-23.26,spp,9.308779609756097e-11,6.563183918699186e-11,22,hermatypic coral,gpp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,9.373228471544715e-11,6.718388845528455e-11,23,hermatypic coral,gpp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,8.905698097560975e-11,5.897988097560975e-11,24,hermatypic coral,gpp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,9.598468723577234e-11,6.415356902439024e-11,25,hermatypic coral,gpp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,8.650449308943089e-11,5.498877471544715e-11,26,hermatypic coral,gpp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,9.284082276422764e-11,5.6319143414634146e-11,27,hermatypic coral,gpp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,8.572567772357723e-11,5.2180078536585356e-11,28,hermatypic coral,gpp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,9.193410349593497e-11,5.5432192845528456e-11,28,hermatypic coral,gpp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,7.9571491300813e-11,4.5454398455284547e-11,29,hermatypic coral,gpp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,8.923382861788617e-11,5.4101795365853644e-11,30,hermatypic coral,gpp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,8.49273225203252e-11,4.951942682926829e-11,31,hermatypic coral,gpp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,8.72727174796748e-11,5.4988717479674804e-11,32,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,4.039418195121951e-11,7.686503902439024e-12,33,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,2.743012276422764e-11,1.9374629430894308e-11,23,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,3.008288707317073e-11,2.1878217886178864e-11,24,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,3.1699520813008125e-11,2.4464494308943084e-11,25,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,3.09698418699187e-11,2.2914348455284553e-11,26,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,2.9792635528455285e-11,2.151337845528455e-11,27,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,3.043793902439025e-11,1.954810536585366e-11,28,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,4.4048712357723573e-11,2.8385252926829265e-11,29,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,2.949428390243902e-11,2.248302113821138e-11,29,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,4.758843138211382e-11,3.1029917154471545e-11,30,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,4.671767666666666e-11,3.075586569105691e-11,31,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,4.35046593495935e-11,2.4484744390243903e-11,32,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,4.1178596910569095e-11,2.0816099674796747e-11,33,hermatypic coral,gpp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,2.272602243902439e-11,6.61503569105691e-12,34,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,3.425474260162601e-11,2.6016260162601627e-11,22,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,3.334811528455284e-11,2.6755358455284547e-11,23,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,3.5102241951219513e-11,2.542498154471545e-11,24,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,3.537817195121951e-11,2.5055432357723576e-11,25,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,3.1515151463414636e-11,1.6999260894308942e-11,26,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,2.972160634146341e-11,2.261640796747967e-11,27,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,3.265829024390244e-11,2.0768662276422764e-11,28,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,3.1160384308943093e-11,1.8625277154471545e-11,29,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,3.409886e-11,1.9807834471544713e-11,30,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,2.4045331382113822e-11,1.3451589105691057e-11,30,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,3.6146834227642276e-11,1.951219512195122e-11,31,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,3.0509977804878046e-11,1.7590539512195123e-11,32,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,1.3638827317073169e-11,3.7694013008130075e-12,33,hermatypic coral,gpp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,2.9761025203252026e-12,-8.573540243902439e-12,34,hermatypic coral,gpp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,1.0790991853658537e-10,3.074171894308943e-11,22,hermatypic coral,gpp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,1.157679387804878e-10,3.510283739837398e-11,23,hermatypic coral,gpp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,1.1413673479674796e-10,2.825274593495935e-11,24,hermatypic coral,gpp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,1.1648978227642276e-10,3.025899756097561e-11,25,hermatypic coral,gpp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,1.1276757951219513e-10,2.8258936341463415e-11,26,hermatypic coral,gpp,jurriaans2019
