tpc_grp,lichen_type,elevation_broad,latitude,species,mol_gCmin,inv_T,temp,metabolic_category,study_id,paper_unit
6_sancho1997,green algae,high,40.8509,grisea,8.0722285716e-7,37.65866662842876,35,npp,sancho1997,6
12_sancho1997,green algae,high,40.8509,freyi,7.1171461452e-7,42.4840495022893,0,npp,sancho1997,12
12_sancho1997,green algae,high,40.8509,freyi,1.0740621404399998e-6,41.42251694288889,7,npp,sancho1997,12
12_sancho1997,green algae,high,40.8509,freyi,1.16906789412e-6,40.41273940989142,14,npp,sancho1997,12
12_sancho1997,green algae,high,40.8509,freyi,1.2198849251999997e-6,39.451022000851,21,npp,sancho1997,12
12_sancho1997,green algae,high,40.8509,freyi,1.0608055235999997e-6,38.53401335397749,28,npp,sancho1997,12
12_sancho1997,green algae,high,40.8509,freyi,8.884695051599998e-7,37.65866662842876,35,npp,sancho1997,12
1_schroeter1995,green algae,neutral,-77,aprina,1.5946843799999997e-8,43.765861291911456,-8,npp,schroeter1995,1
1_schroeter1995,green algae,neutral,-77,aprina,5.421926916e-8,43.42195742394882,-5.9,npp,schroeter1995,1
1_schroeter1995,green algae,neutral,-77,aprina,1.499003322e-7,43.11543050919681,-4,npp,schroeter1995,1
1_schroeter1995,green algae,neutral,-77,aprina,2.3122923587999996e-7,42.79741147538382,-2,npp,schroeter1995,1
1_schroeter1995,green algae,neutral,-77,aprina,3.843189368399999e-7,42.4840495022893,0,npp,schroeter1995,1
1_schroeter1995,green algae,neutral,-77,aprina,3.9867109631999996e-7,42.17524303670842,2,npp,schroeter1995,1
1_schroeter1995,green algae,neutral,-77,aprina,4.1302325579999994e-7,41.87089345679351,4,npp,schroeter1995,1
2_smith2001,green algae,neutral,-46.8964,complicatulum,1.8665766576666668e-6,38.92174449622782,25,npp,smith2001,2
2_smith2001,green algae,neutral,-46.8964,complicatulum,2.114091409e-6,38.92174449622782,25,npp,smith2001,2
2_smith2001,green algae,neutral,-46.8964,complicatulum,2.391319132e-6,38.92174449622782,25,npp,smith2001,2
2_smith2001,green algae,neutral,-46.8964,complicatulum,2.965156515666667e-6,39.58559823145258,20,npp,smith2001,2
2_smith2001,green algae,neutral,-46.8964,complicatulum,2.8463446343333334e-6,39.58559823145258,20,npp,smith2001,2
2_smith2001,green algae,neutral,-46.8964,complicatulum,3.0644264426666664e-6,40.27249044438772,15,npp,smith2001,2
2_smith2001,green algae,neutral,-46.8964,complicatulum,2.8268026803333335e-6,40.27249044438772,15,npp,smith2001,2
2_smith2001,green algae,neutral,-46.8964,complicatulum,2.9059905989999997e-6,40.9836416088657,10,npp,smith2001,2
2_smith2001,green algae,neutral,-46.8964,complicatulum,2.648264826333333e-6,41.720359955241136,5,npp,smith2001,2
2_smith2001,green algae,neutral,-46.8964,complicatulum,2.8264426443333336e-6,41.720359955241136,5,npp,smith2001,2
1_smith2001,green algae,neutral,-46.8964,complicatulum,-1.3161316133333333e-8,42.329083062375794,1,npp,smith2001,1
2_smith2001,green algae,neutral,-46.8964,complicatulum,2.688728873e-6,42.329083062375794,1,npp,smith2001,2
2_smith2001,green algae,neutral,-46.8964,complicatulum,2.8075407539999996e-6,42.329083062375794,1,npp,smith2001,2
1_uchida2006,green algae,neutral,79,delisei,1.5396401575399531e-7,41.87089345679351,4,npp,uchida2006,1
1_uchida2006,green algae,neutral,79,delisei,1.514807240778611e-7,41.42251694288889,7,npp,uchida2006,1
1_uchida2006,green algae,neutral,79,delisei,1.4403084904945845e-7,40.696188397511214,12,npp,uchida2006,1
1_uchida2006,green algae,neutral,79,delisei,1.2788946451564042e-7,40.27249044438772,15,npp,uchida2006,1
1_uchida2006,green algae,neutral,79,delisei,1.0491902597894418e-7,39.58559823145258,20,npp,uchida2006,1
2_zotz2003,green algae,neutral,9,endosulphureum,4.898936172e-7,40.9836416088657,10,npp,zotz2003,2
2_zotz2003,green algae,neutral,9,endosulphureum,7.35638298e-7,40.27249044438772,15,npp,zotz2003,2
2_zotz2003,green algae,neutral,9,endosulphureum,1.1489361708e-6,39.58559823145258,20,npp,zotz2003,2
2_zotz2003,green algae,neutral,9,endosulphureum,1.0260638292000001e-6,38.92174449622782,25,npp,zotz2003,2
2_zotz2003,green algae,neutral,9,endosulphureum,5.56914894e-7,38.27978928434875,30,npp,zotz2003,2
