tpc_grp,depth_broad,broad_coral,latitude,species,mol_gCmin,sd_molgCmin,temp,cnidarian_type,metabolic_category,study_id
7_silbiger2019,shallow,hard,9.14,franksi,1.9038012512195122e-10,NA,30,hermatypic coral,npp,silbiger2019
7_silbiger2019,shallow,hard,9.14,franksi,1.6033577853658536e-10,NA,31,hermatypic coral,npp,silbiger2019
7_silbiger2019,shallow,hard,9.14,franksi,1.201086649593496e-10,NA,32,hermatypic coral,npp,silbiger2019
7_silbiger2019,shallow,hard,9.14,franksi,1.5086605463414633e-10,NA,33,hermatypic coral,npp,silbiger2019
7_silbiger2019,shallow,hard,9.14,franksi,1.6763932723577236e-10,NA,34,hermatypic coral,npp,silbiger2019
8_silbiger2019,shallow,hard,9.14,franksi,1.2763217487804879e-10,NA,21,hermatypic coral,npp,silbiger2019
8_silbiger2019,shallow,hard,9.14,franksi,1.6441812747967477e-10,NA,26,hermatypic coral,npp,silbiger2019
8_silbiger2019,shallow,hard,9.14,franksi,1.5405112317073172e-10,NA,28,hermatypic coral,npp,silbiger2019
8_silbiger2019,shallow,hard,9.14,franksi,1.803636044715447e-10,NA,29,hermatypic coral,npp,silbiger2019
8_silbiger2019,shallow,hard,9.14,franksi,1.6218472495934956e-10,NA,30,hermatypic coral,npp,silbiger2019
8_silbiger2019,shallow,hard,9.14,franksi,1.745386831707317e-10,NA,32,hermatypic coral,npp,silbiger2019
8_silbiger2019,shallow,hard,9.14,franksi,1.36872091300813e-10,NA,32,hermatypic coral,npp,silbiger2019
8_silbiger2019,shallow,hard,9.14,franksi,1.8028839097560977e-10,NA,33,hermatypic coral,npp,silbiger2019
8_silbiger2019,shallow,hard,9.14,franksi,9.760742439024391e-11,NA,34,hermatypic coral,npp,silbiger2019
1_silbiger2019,shallow,hard,32.27,franksi,9.219416032520324e-11,NA,24,hermatypic coral,npp,silbiger2019
1_silbiger2019,shallow,hard,32.27,franksi,6.306662447154471e-11,NA,26,hermatypic coral,npp,silbiger2019
1_silbiger2019,shallow,hard,32.27,franksi,4.124435341463414e-11,NA,27,hermatypic coral,npp,silbiger2019
1_silbiger2019,shallow,hard,32.27,franksi,1.059610081300813e-10,NA,29,hermatypic coral,npp,silbiger2019
1_silbiger2019,shallow,hard,32.27,franksi,8.684122138211382e-11,NA,31,hermatypic coral,npp,silbiger2019
1_silbiger2019,shallow,hard,32.27,franksi,8.985053691056911e-11,NA,32,hermatypic coral,npp,silbiger2019
1_silbiger2019,shallow,hard,32.27,franksi,3.4274417804878045e-11,NA,34,hermatypic coral,npp,silbiger2019
1_silbiger2019,shallow,hard,32.27,franksi,-4.64148281300813e-11,NA,36,hermatypic coral,npp,silbiger2019
2_silbiger2019,shallow,hard,32.27,franksi,5.0266400813008134e-11,NA,24,hermatypic coral,npp,silbiger2019
2_silbiger2019,shallow,hard,32.27,franksi,5.4878247886178854e-11,NA,26,hermatypic coral,npp,silbiger2019
2_silbiger2019,shallow,hard,32.27,franksi,5.631331243902439e-11,NA,27,hermatypic coral,npp,silbiger2019
2_silbiger2019,shallow,hard,32.27,franksi,1.3477649235772358e-10,NA,29,hermatypic coral,npp,silbiger2019
2_silbiger2019,shallow,hard,32.27,franksi,6.755831105691055e-11,NA,31,hermatypic coral,npp,silbiger2019
2_silbiger2019,shallow,hard,32.27,franksi,6.46661975609756e-11,NA,32,hermatypic coral,npp,silbiger2019
2_silbiger2019,shallow,hard,32.27,franksi,7.539406016260163e-12,NA,34,hermatypic coral,npp,silbiger2019
2_silbiger2019,shallow,hard,32.27,franksi,-5.108464528455285e-11,NA,36,hermatypic coral,npp,silbiger2019
3_silbiger2019,shallow,hard,32.27,franksi,7.454377975609757e-11,NA,24,hermatypic coral,npp,silbiger2019
3_silbiger2019,shallow,hard,32.27,franksi,8.671977398373984e-11,NA,26,hermatypic coral,npp,silbiger2019
3_silbiger2019,shallow,hard,32.27,franksi,7.292475495934958e-11,NA,27,hermatypic coral,npp,silbiger2019
3_silbiger2019,shallow,hard,32.27,franksi,1.0658518642276422e-10,NA,29,hermatypic coral,npp,silbiger2019
3_silbiger2019,shallow,hard,32.27,franksi,1.0248412089430893e-10,NA,31,hermatypic coral,npp,silbiger2019
3_silbiger2019,shallow,hard,32.27,franksi,8.365554300813008e-11,NA,32,hermatypic coral,npp,silbiger2019
3_silbiger2019,shallow,hard,32.27,franksi,5.1798312845528454e-11,NA,34,hermatypic coral,npp,silbiger2019
3_silbiger2019,shallow,hard,32.27,franksi,-4.1902569430894306e-11,NA,36,hermatypic coral,npp,silbiger2019
4_silbiger2019,shallow,hard,32.27,franksi,7.172090024390243e-11,NA,24,hermatypic coral,npp,silbiger2019
4_silbiger2019,shallow,hard,32.27,franksi,9.740313772357723e-11,NA,26,hermatypic coral,npp,silbiger2019
4_silbiger2019,shallow,hard,32.27,franksi,6.174606666666666e-11,NA,27,hermatypic coral,npp,silbiger2019
4_silbiger2019,shallow,hard,32.27,franksi,1.0791543634146342e-10,NA,29,hermatypic coral,npp,silbiger2019
4_silbiger2019,shallow,hard,32.27,franksi,1.0443343073170732e-10,NA,31,hermatypic coral,npp,silbiger2019
4_silbiger2019,shallow,hard,32.27,franksi,6.157471707317072e-11,NA,32,hermatypic coral,npp,silbiger2019
4_silbiger2019,shallow,hard,32.27,franksi,9.222627479674796e-11,NA,34,hermatypic coral,npp,silbiger2019
4_silbiger2019,shallow,hard,32.27,franksi,-3.2020255934959346e-11,NA,36,hermatypic coral,npp,silbiger2019
3_hadjioannou2019,shallow,hard,34.58,caespitosa,3.872539414634146e-11,3.475127287310182e-11,17,hermatypic coral,npp,hadjioannou2019
3_hadjioannou2019,shallow,hard,34.58,caespitosa,-5.630192032520325e-12,1.4350791214423814e-11,24,hermatypic coral,npp,hadjioannou2019
3_hadjioannou2019,shallow,hard,34.58,caespitosa,-2.0854675447154467e-11,6.267032122467823e-11,29,hermatypic coral,npp,hadjioannou2019
4_hadjioannou2019,shallow,hard,34.58,caespitosa,3.758614715447154e-11,5.381546775817501e-12,17,hermatypic coral,npp,hadjioannou2019
4_hadjioannou2019,shallow,hard,34.58,caespitosa,6.469242203252032e-11,1.5247715700529588e-11,24,hermatypic coral,npp,hadjioannou2019
4_hadjioannou2019,shallow,hard,34.58,caespitosa,1.7493971707317073e-11,3.6773902522165306e-11,29,hermatypic coral,npp,hadjioannou2019
1_juillet-leclerc2014,shallow,hard,43.7328,sp.,8.750157980487806e-8,6.12914152898578e-8,22,hermatypic coral,npp,juillet-leclerc2014
1_juillet-leclerc2014,shallow,hard,43.7328,sp.,1.3420952868292682e-7,6.742055696222834e-8,25,hermatypic coral,npp,juillet-leclerc2014
1_juillet-leclerc2014,shallow,hard,43.7328,sp.,2.059395930731707e-7,2.0839081184213176e-7,28,hermatypic coral,npp,juillet-leclerc2014
2_rodolfo-metalpa2006,shallow,hard,44.03,caespitosa,2.2217365968276514e-5,4.014679416441562e-6,20,hermatypic coral,npp,rodolfo-metalpa2006
2_rodolfo-metalpa2006,shallow,hard,44.03,caespitosa,1.9303613056344694e-5,5.798981398634417e-6,24,hermatypic coral,npp,rodolfo-metalpa2006
2_rodolfo-metalpa2006,shallow,hard,44.03,caespitosa,2.2581585085227272e-5,4.014679416441562e-6,26,hermatypic coral,npp,rodolfo-metalpa2006
2_rodolfo-metalpa2006,shallow,hard,44.03,caespitosa,1.9303613056344694e-5,4.90683040753799e-6,28,hermatypic coral,npp,rodolfo-metalpa2006
3_godefroid2023,deep,hard,-17.28,speciosa,2.0757654390243903e-11,2.997669458341617e-12,23,hermatypic coral,npp,godefroid2023
3_godefroid2023,deep,hard,-17.28,speciosa,1.902784983739837e-11,2.707572361207031e-12,24,hermatypic coral,npp,godefroid2023
3_godefroid2023,deep,hard,-17.28,speciosa,1.7816986666666665e-11,4.061358632707619e-12,25,hermatypic coral,npp,godefroid2023
3_godefroid2023,deep,hard,-17.28,speciosa,1.6346652845528454e-11,3.771261535573035e-12,26,hermatypic coral,npp,godefroid2023
3_godefroid2023,deep,hard,-17.28,speciosa,1.4184397154471545e-11,2.9009704259634216e-12,27,hermatypic coral,npp,godefroid2023
3_godefroid2023,deep,hard,-17.28,speciosa,1.4011416747967477e-11,4.4481545804262555e-12,28,hermatypic coral,npp,godefroid2023
3_godefroid2023,deep,hard,-17.28,speciosa,1.375194601626016e-11,4.544853612804451e-12,29,hermatypic coral,npp,godefroid2023
3_godefroid2023,deep,hard,-17.28,speciosa,1.2973533983739837e-11,3.867960567951229e-12,30,hermatypic coral,npp,godefroid2023
3_godefroid2023,deep,hard,-17.28,speciosa,1.331949487804878e-11,3.287766373682058e-12,31,hermatypic coral,npp,godefroid2023
3_godefroid2023,deep,hard,-17.28,speciosa,9.946376097560976e-12,5.221746657657672e-12,32,hermatypic coral,npp,godefroid2023
4_godefroid2023,deep,hard,-17.28,speciosa,-1.9095564227642275e-12,1.067474492043035e-12,23,hermatypic coral,npp,godefroid2023
4_godefroid2023,deep,hard,-17.28,speciosa,-2.1699504878048778e-12,1.358603998124305e-12,24,hermatypic coral,npp,godefroid2023
4_godefroid2023,deep,hard,-17.28,speciosa,-2.1699504878048778e-12,1.1645176607367917e-12,25,hermatypic coral,npp,godefroid2023
4_godefroid2023,deep,hard,-17.28,speciosa,-2.864334715447154e-12,1.358603998124305e-12,26,hermatypic coral,npp,godefroid2023
4_godefroid2023,deep,hard,-17.28,speciosa,-2.864334715447154e-12,6.793019990621525e-13,27,hermatypic coral,npp,godefroid2023
4_godefroid2023,deep,hard,-17.28,speciosa,-2.4303445528455285e-12,7.763451677559093e-13,28,hermatypic coral,npp,godefroid2023
4_godefroid2023,deep,hard,-17.28,speciosa,-2.2567485365853657e-12,7.763451677559093e-13,29,hermatypic coral,npp,godefroid2023
4_godefroid2023,deep,hard,-17.28,speciosa,-2.7775366666666663e-12,1.067474492043035e-12,30,hermatypic coral,npp,godefroid2023
4_godefroid2023,deep,hard,-17.28,speciosa,-3.2115267479674794e-12,9.704313233492782e-13,31,hermatypic coral,npp,godefroid2023
4_godefroid2023,deep,hard,-17.28,speciosa,-3.992708943089431e-12,9.704313233492782e-13,32,hermatypic coral,npp,godefroid2023
1_graham2016,shallow,hard,25.0115,sp.,5.353737128219631e-9,3.815709221392048e-9,27,hermatypic coral,npp,graham2016
1_graham2016,shallow,hard,25.0115,sp.,8.864269231294899e-10,6.331619712669095e-10,31,hermatypic coral,npp,graham2016
1_graham2016,shallow,hard,25.0115,sp.,4.4321346156474496e-10,2.35965636218627e-10,33,hermatypic coral,npp,graham2016
2_graham2016,shallow,hard,24.771,sp.,4.533246057765846e-9,5.756484292704442e-9,27,hermatypic coral,npp,graham2016
2_graham2016,shallow,hard,24.771,sp.,3.6090542647511695e-9,1.835845181161849e-9,31,hermatypic coral,npp,graham2016
2_graham2016,shallow,hard,24.771,sp.,4.5192266800995955e-9,2.281380843098284e-9,33,hermatypic coral,npp,graham2016
1_hill2014,shallow,hard,-23.27,damicornis,5.262035130081301e-11,2.8822678861788617e-11,26,hermatypic coral,npp,hill2014
1_hill2014,shallow,hard,-23.27,damicornis,4.560430447154471e-11,6.067932357723578e-12,30,hermatypic coral,npp,hill2014
1_hill2014,shallow,hard,-23.27,damicornis,4.465619e-11,2.9201924715447155e-11,31,hermatypic coral,npp,hill2014
1_jurriaans2019,shallow,hard,-23.26,spp,6.237989650406505e-11,2.172949e-11,22,hermatypic coral,npp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,6.186252772357723e-11,1.6038433089430894e-11,23,hermatypic coral,npp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,5.306725796747967e-11,2.172949e-11,24,hermatypic coral,npp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,5.824094601626016e-11,2.6385809349593494e-11,25,hermatypic coral,npp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,4.996304512195122e-11,2.069475243902439e-11,26,hermatypic coral,npp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,5.0997782682926825e-11,2.3281596422764227e-11,27,hermatypic coral,npp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,4.271988170731707e-11,2.017738357723577e-11,28,hermatypic coral,npp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,4.89283074796748e-11,2.535107170731707e-11,28,hermatypic coral,npp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,4.013303772357724e-11,1.5003695528455285e-11,29,hermatypic coral,npp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,4.6858832195121946e-11,2.2246858861788618e-11,30,hermatypic coral,npp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,4.3754619349593496e-11,1.4486326666666664e-11,31,hermatypic coral,npp,jurriaans2019
1_jurriaans2019,shallow,hard,-23.26,spp,4.789356983739838e-11,1.655580195121951e-11,32,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,3.3998521951219515e-12,9.830007398373984e-12,33,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,1.758451975609756e-11,3.2373174796747966e-12,23,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,1.993893243902439e-11,4.414523821138211e-12,24,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,2.170474195121951e-11,5.5917301626016254e-12,25,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,2.05275356097561e-11,4.414523821138211e-12,26,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,1.9350329268292683e-11,4.414523821138211e-12,27,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,1.581871024390244e-11,2.795865040650406e-12,28,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,2.4059154634146344e-11,1.0300555528455286e-11,29,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,1.9350329268292683e-11,6.768936504065041e-12,29,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,2.700217048780488e-11,1.0006253902439025e-11,30,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,2.5236360975609754e-11,8.97619837398374e-12,31,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,2.0233233983739836e-11,7.798992032520324e-12,32,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,1.581871024390244e-11,5.297428536585366e-12,33,hermatypic coral,npp,jurriaans2019
2_jurriaans2019,shallow,hard,-18.37,spp,1.6922341463414633e-12,4.708825365853658e-12,34,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,2.453806357723577e-11,4.434589837398374e-12,22,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,2.453806357723577e-11,3.5476718699186992e-12,23,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,2.2764227642276424e-11,3.99113081300813e-12,24,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,2.158167032520325e-11,5.321507723577236e-12,25,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,1.4486326666666664e-11,4.730229105691057e-12,26,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,1.714708056910569e-11,5.9127864227642276e-12,27,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,1.7442719918699187e-11,4.1389504878048776e-12,28,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,1.5077605284552843e-11,4.1389504878048776e-12,29,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,1.6260162601626015e-11,5.025868455284552e-12,30,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,9.164818943089431e-12,3.5476718699186992e-12,30,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,1.6260162601626015e-11,6.060606097560975e-12,31,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,1.2712490731707316e-11,5.617147073170732e-12,32,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,-3.2520325203252034e-12,8.277900975609755e-12,33,hermatypic coral,npp,jurriaans2019
3_jurriaans2019,shallow,hard,-14.4,spp,-1.5077605284552843e-11,4.434589837398374e-12,34,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,7.380323032520325e-11,2.3935041869918696e-11,22,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,7.765403756097561e-11,2.6594490975609756e-11,23,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,7.314657617886178e-11,1.7476379837398375e-11,24,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,7.319582528455285e-11,2.2034262764227643e-11,25,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,6.716633349593496e-11,1.8616143739837396e-11,26,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,7.937540934959348e-11,2.6594490975609756e-11,27,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,9.158448520325203e-11,3.571260219512195e-11,28,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,8.246637406504064e-11,3.115354658536585e-11,28,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,1.1747072788617885e-10,3.8751972601626014e-11,29,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,1.0232077975609756e-10,3.723346e-11,30,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,9.021489243902439e-11,3.533268089430894e-11,31,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-23.26,cylindrica,9.17861718699187e-11,3.34330743902439e-11,32,hermatypic coral,npp,jurriaans2019
7_jurriaans2019,shallow,hard,-18.37,cylindrica,3.864878406504065e-11,2.963386138211382e-11,33,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,1.8150879186991868e-11,1.796180731707317e-12,23,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,1.9285309105691056e-11,3.0251465040650405e-12,24,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,2.004159577235772e-11,1.8907165853658537e-12,25,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,1.8529022520325202e-11,2.9306107317073174e-12,26,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,1.8339950813008128e-11,2.83607487804878e-12,27,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,1.588201926829268e-11,3.403289837398374e-12,28,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,1.550387593495935e-11,2.83607487804878e-12,29,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,1.4369446016260162e-11,2.9306107317073174e-12,29,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,1.134429951219512e-11,3.2142182113821137e-12,30,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,1.2100586097560975e-11,3.0251465040650405e-12,31,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,1.1722442845528456e-11,2.83607487804878e-12,32,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,1.1722442845528456e-11,2.83607487804878e-12,33,hermatypic coral,npp,jurriaans2019
8_jurriaans2019,shallow,hard,-18.37,cylindrica,7.941009674796747e-12,1.8907165853658537e-12,34,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,4.678022967479674e-11,1.83582481300813e-11,22,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,5.2002316422764225e-11,2.2104829349593493e-11,23,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,4.5235343089430894e-11,1.686077195121951e-11,24,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,4.595921959349593e-11,1.7234273739837396e-11,25,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,3.769130113821138e-11,1.6110299349593495e-11,26,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,4.515902390243902e-11,1.3487692520325202e-11,27,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,5.112811414634146e-11,2.0231538699186992e-11,28,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,5.110383073170732e-11,2.5477330650406505e-11,29,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,4.958091479674796e-11,1.892081349593496e-11,30,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,4.208543959349594e-11,1.8545577154471546e-11,30,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,5.4051372601626005e-11,1.8170919024390245e-11,31,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,4.128755658536585e-11,1.498632495934959e-11,32,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,3.1895663739837395e-11,8.991794959349593e-12,33,hermatypic coral,npp,jurriaans2019
9_jurriaans2019,shallow,hard,-14.4,cylindrica,6.768129674796748e-12,1.498632495934959e-11,34,hermatypic coral,npp,jurriaans2019
1_jurriaans2021,shallow,hard,42.5,caespitosa,5.908248593495934e-11,1.1676180569105692e-11,12,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,6.299984910569106e-11,9.730150487804877e-12,13,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,6.043044528455284e-11,9.730150487804877e-12,14,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,5.786334178861789e-11,1.2324857317073171e-11,15,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,5.59403143902439e-11,1.0378827154471543e-11,16,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,5.856262447154472e-11,1.4270887398373984e-11,17,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,5.859022772357723e-11,1.2324857317073171e-11,18,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,7.026640829268292e-11,1.2974684146341464e-11,18,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,6.31562675609756e-11,2.237819601626016e-11,19,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,4.307259292682926e-11,1.556824081300813e-11,20,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,5.607373016260163e-11,1.7839759349593494e-11,21,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,5.7394086260162605e-11,1.9459150813008127e-11,22,hermatypic coral,npp,jurriaans2021
1_jurriaans2021,shallow,hard,42.5,caespitosa,3.2123298292682924e-11,2.3028022845528453e-11,23,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,2.4475375609756096e-11,4.469416422764227e-12,12,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,2.5326693089430892e-11,3.0860256097560975e-12,13,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,2.2134252764227642e-11,3.830928373983739e-12,14,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,2.468820495934959e-11,6.597709918699186e-12,15,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,2.5752351788617884e-11,4.3630017073170725e-12,16,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,2.468820495934959e-11,3.6180990243902434e-12,17,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,2.4262546260162602e-11,4.256587073170731e-12,18,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,2.702932788617886e-11,5.533563170731707e-12,18,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,2.1495764715447153e-11,3.192440325203252e-12,19,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,2.234708211382114e-11,5.746392520325203e-12,20,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,9.577320894308943e-12,4.256587073170731e-12,21,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,1.2769761219512195e-11,3.298854959349593e-12,22,hermatypic coral,npp,jurriaans2021
2_jurriaans2021,shallow,hard,42.5,singularis,6.8105393495934955e-12,4.256587073170731e-12,23,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,6.321031796747966e-11,2.1708594065040647e-11,22,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,6.19333418699187e-11,1.5962201544715445e-11,23,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,5.299450902439024e-11,2.1708594065040647e-11,24,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,5.810241349593495e-11,2.6178010487804875e-11,25,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,5.044055674796748e-11,2.1070106016260162e-11,26,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,5.171753284552845e-11,2.362405821138211e-11,27,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,4.150172390243902e-11,2.1708594065040647e-11,28,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,4.788660455284552e-11,2.553952243902439e-11,28,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,4.0224747804878044e-11,1.5323713414634143e-11,29,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,4.724811642276422e-11,2.2027838048780488e-11,30,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,4.405567617886179e-11,1.4685225365853658e-11,31,hermatypic coral,npp,jurriaans2021
3_jurriaans2021,shallow,hard,-25,intermedia,4.788660455284552e-11,1.6600689593495934e-11,32,hermatypic coral,npp,jurriaans2021
