tpc_grp,depth_broad,broad_coral,latitude,species,mol_gCmin,inv_T,temp,cnidarian_type,metabolic_category,study_id
11_jurriaans2019,shallow,hard,-18.37,cylindrica,1.564027371212121e-11,38.40648062733848,29,hermatypic coral,r,jurriaans2019
11_jurriaans2019,shallow,hard,-18.37,cylindrica,9.495880454545454e-12,38.40648062733848,29,hermatypic coral,r,jurriaans2019
11_jurriaans2019,shallow,hard,-18.37,cylindrica,1.4523111287878788e-11,38.27978928434875,30,hermatypic coral,r,jurriaans2019
11_jurriaans2019,shallow,hard,-18.37,cylindrica,1.3964530075757574e-11,38.15393102597508,31,hermatypic coral,r,jurriaans2019
11_jurriaans2019,shallow,hard,-18.37,cylindrica,1.5360983106060605e-11,38.028897661970575,32,hermatypic coral,r,jurriaans2019
11_jurriaans2019,shallow,hard,-18.37,cylindrica,1.6198854924242422e-11,37.9046811090979,33,hermatypic coral,r,jurriaans2019
11_jurriaans2019,shallow,hard,-18.37,cylindrica,1.2568077121212121e-11,37.781273389387344,34,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,1.6835016818181817e-11,39.31735768778696,22,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,1.8939393939393937e-11,39.18459605453426,23,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,2.2727272727272728e-11,39.052727987717724,24,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,2.5252525227272727e-11,38.92174449622782,25,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,2.9040404015151514e-11,38.79163670917708,26,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,2.2727272727272728e-11,38.66239587389746,27,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,2.9040404015151514e-11,38.53401335397749,28,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,3.009259257575758e-11,38.40648062733848,29,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,2.8619528636363635e-11,38.27978928434875,30,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,2.188552189393939e-11,38.27978928434875,30,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,3.3670033636363634e-11,38.15393102597508,31,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,2.946127946969697e-11,38.028897661970575,32,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,1.9360269393939395e-11,37.9046811090979,33,hermatypic coral,r,jurriaans2019
12_jurriaans2019,shallow,hard,-14.4,cylindrica,1.725589227272727e-11,37.781273389387344,34,hermatypic coral,r,jurriaans2019
5_jurriaans2021,shallow,hard,42.5,caespitosa,1.818181818181818e-11,40.696188397511214,12,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,2.009569378787879e-11,40.55396862327563,13,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,2.2488038257575758e-11,40.41273940989142,14,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,2.5837320606060606e-11,40.27249044438772,15,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,2.7751196136363635e-11,40.1332115564597,16,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,2.7751196136363635e-11,39.99489271601007,17,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,2.679425840909091e-11,39.857524030741274,18,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,2.7751196136363635e-11,39.857524030741274,18,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,3.636363636363636e-11,39.7210957437971,19,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,3.7320574166666665e-11,39.58559823145258,20,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,3.9234449772727273e-11,39.451022000851,21,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,4.7846889924242414e-11,39.31735768778696,22,hermatypic coral,r,jurriaans2021
5_jurriaans2021,shallow,hard,42.5,caespitosa,4.7846889924242414e-11,39.18459605453426,23,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,1.2851023333333332e-11,40.55396862327563,13,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,1.4754878636363635e-11,40.41273940989142,14,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,1.427891477272727e-11,40.27249044438772,15,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,1.761066159090909e-11,40.1332115564597,16,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,1.9990480757575758e-11,39.99489271601007,17,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,2.189433606060606e-11,39.857524030741274,18,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,1.9990480757575758e-11,39.857524030741274,18,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,2.3798191363636366e-11,39.7210957437971,19,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,2.950975727272727e-11,39.58559823145258,20,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,2.950975727272727e-11,39.451022000851,21,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,2.9033793409090907e-11,39.31735768778696,22,hermatypic coral,r,jurriaans2021
6_jurriaans2021,shallow,hard,42.5,singularis,2.855782962121212e-11,39.18459605453426,23,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,42.5,singularis,2.855782962121212e-11,39.31735768778696,22,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,2.950975727272727e-11,39.18459605453426,23,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,3.2365540227272724e-11,39.052727987717724,24,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,3.522132318181818e-11,38.92174449622782,25,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,3.426939553030303e-11,38.79163670917708,26,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,3.9029033787878784e-11,38.66239587389746,27,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,3.9504997651515143e-11,38.53401335397749,28,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,3.9980961439393934e-11,38.53401335397749,28,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,3.6649214696969695e-11,38.40648062733848,29,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,3.9029033787878784e-11,38.27978928434875,30,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,3.8077106136363634e-11,38.15393102597508,31,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,3.712517848484849e-11,38.028897661970575,32,hermatypic coral,r,jurriaans2021
7_jurriaans2021,shallow,hard,-25,intermedia,3.522132318181818e-11,37.9046811090979,33,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,3.2365540227272724e-11,39.31735768778696,22,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,3.6173250833333335e-11,39.18459605453426,23,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,3.8077106136363634e-11,39.052727987717724,24,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,4.093288909090909e-11,38.92174449622782,25,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,4.188481674242424e-11,38.79163670917708,26,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,4.4740599696969694e-11,38.66239587389746,27,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,4.569252734848485e-11,38.53401335397749,28,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,5.330794856060606e-11,38.53401335397749,28,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,5.616373159090909e-11,38.40648062733848,29,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,6.80628271969697e-11,38.27978928434875,30,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,7.044264636363636e-11,38.15393102597508,31,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,5.99714421969697e-11,38.028897661970575,32,hermatypic coral,r,jurriaans2021
8_jurriaans2021,shallow,hard,-25,cylindrica,4.093288909090909e-11,37.9046811090979,33,hermatypic coral,r,jurriaans2021
5_jurriaans2020,shallow,hard,-18,valenciennesi,1.1623080151515151e-11,39.7210957437971,19,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,1.466722015151515e-11,39.58559823145258,20,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,1.771136015151515e-11,39.451022000851,21,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,1.881832015151515e-11,39.31735768778696,22,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,1.743462015151515e-11,39.18459605453426,23,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,2.2139200227272724e-11,39.052727987717724,24,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,1.549744015151515e-11,39.052727987717724,24,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,2.601356022727273e-11,38.92174449622782,25,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,3.09948803030303e-11,38.79163670917708,26,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,2.76740003030303e-11,38.66239587389746,27,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,3.0718140303030306e-11,38.53401335397749,28,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,3.26553203030303e-11,38.40648062733848,29,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,3.2932060303030305e-11,38.27978928434875,30,hermatypic coral,r,jurriaans2020
5_jurriaans2020,shallow,hard,-18,valenciennesi,4.2064480454545456e-11,38.15393102597508,31,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,9.409160075757575e-12,39.18459605453426,23,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,9.409160075757575e-12,39.052727987717724,24,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,9.409160075757575e-12,38.92174449622782,25,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,9.685900075757575e-12,38.79163670917708,26,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,9.962640075757575e-12,38.66239587389746,27,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,1.383700015151515e-11,38.53401335397749,28,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,1.8541580151515153e-11,38.40648062733848,29,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,9.409160075757575e-12,38.40648062733848,29,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,1.9095060227272725e-11,38.27978928434875,30,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,2.0202020227272728e-11,38.15393102597508,31,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,2.1585720227272724e-11,38.028897661970575,32,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,2.379964022727273e-11,37.9046811090979,33,hermatypic coral,r,jurriaans2020
6_jurriaans2020,shallow,hard,-18,valenciennesi,1.9648540227272728e-11,37.781273389387344,34,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,1.1570247954545454e-11,39.7210957437971,19,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,1.515151515151515e-11,39.58559823145258,20,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,1.818181818181818e-11,39.451022000851,21,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,2.479338840909091e-11,39.31735768778696,22,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,2.3140495833333332e-11,39.18459605453426,23,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,2.01101928030303e-11,39.052727987717724,24,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,2.2865013787878784e-11,39.052727987717724,24,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,2.231404962121212e-11,38.92174449622782,25,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,2.4517906363636364e-11,38.79163670917708,26,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,2.534435265151515e-11,38.66239587389746,27,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,2.8650137727272728e-11,38.53401335397749,28,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,2.8925619848484848e-11,38.40648062733848,29,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,3.112947659090909e-11,38.27978928434875,30,hermatypic coral,r,jurriaans2020
7_jurriaans2020,shallow,hard,-18,cylindrica,3.774104681818182e-11,38.15393102597508,31,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,9.641873257575757e-12,39.18459605453426,23,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,1.1845729999999999e-11,39.052727987717724,24,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,1.2121212121212122e-11,38.92174449622782,25,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,1.3223140530303029e-11,38.79163670917708,26,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,1.3223140530303029e-11,38.66239587389746,27,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,1.4600550984848482e-11,38.53401335397749,28,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,1.542699727272727e-11,38.40648062733848,29,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,9.91735537878788e-12,38.40648062733848,29,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,1.4600550984848482e-11,38.27978928434875,30,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,1.404958674242424e-11,38.15393102597508,31,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,1.542699727272727e-11,38.028897661970575,32,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,1.597796143939394e-11,37.9046811090979,33,hermatypic coral,r,jurriaans2020
8_jurriaans2020,shallow,hard,-18,cylindrica,1.2396694242424242e-11,37.781273389387344,34,hermatypic coral,r,jurriaans2020
4_zelli2023,shallow,soft,0,flava,6.165954015151515e-11,38.79163670917708,26,soft coral,r,zelli2023
4_zelli2023,shallow,soft,0,flava,6.661709113636362e-11,38.53401335397749,28,soft coral,r,zelli2023
4_zelli2023,shallow,soft,0,flava,3.68717853030303e-11,38.27978928434875,30,soft coral,r,zelli2023
4_zelli2023,shallow,soft,0,flava,1.0875627439393939e-10,38.028897661970575,32,soft coral,r,zelli2023
4_simancas-giraldo2021,shallow,soft,29.53,umbellata,8.780991735321971e-6,38.79163670917708,26,soft coral,r,simancas-giraldo2021
4_simancas-giraldo2021,shallow,soft,29.53,umbellata,7.489669421164774e-6,38.53401335397749,28,soft coral,r,simancas-giraldo2021
4_simancas-giraldo2021,shallow,soft,29.53,umbellata,7.747933889678032e-7,38.27978928434875,30,soft coral,r,simancas-giraldo2021
4_simancas-giraldo2021,shallow,soft,29.53,umbellata,1.8939393939393941e-6,38.028897661970575,32,soft coral,r,simancas-giraldo2021
2_puntin2023,shallow,hard,22.3054,fascicularis,1.365611268939394e-11,39.46578057934405,20.89,hermatypic coral,r,puntin2023
2_puntin2023,shallow,hard,22.3054,fascicularis,3.179882339015152e-11,39.27477619233873,22.32,hermatypic coral,r,puntin2023
2_puntin2023,shallow,hard,22.3054,fascicularis,2.4331569602272727e-11,39.09219512060072,23.7,hermatypic coral,r,puntin2023
2_puntin2023,shallow,hard,22.3054,fascicularis,2.304824100378788e-11,39.0593003081465,23.95,hermatypic coral,r,puntin2023
2_puntin2023,shallow,hard,22.3054,fascicularis,3.917352509469697e-11,38.9334970192254,24.91,hermatypic coral,r,puntin2023
2_puntin2023,shallow,hard,22.3054,fascicularis,4.327327414772727e-11,38.80850151010073,25.87,hermatypic coral,r,puntin2023
2_puntin2023,shallow,hard,22.3054,fascicularis,5.5879576231060606e-11,38.68043772391027,26.86,hermatypic coral,r,puntin2023
2_puntin2023,shallow,hard,22.3054,fascicularis,4.791338304924242e-11,38.55193555546434,27.86,hermatypic coral,r,puntin2023
2_puntin2023,shallow,hard,22.3054,fascicularis,5.386572206439393e-11,38.30126781157279,29.83,hermatypic coral,r,puntin2023
2_puntin2023,shallow,hard,22.3054,fascicularis,6.083576231060606e-11,38.05134315358993,31.82,hermatypic coral,r,puntin2023
2_rodolfo-metalpa2014,shallow,hard,44.19,patagonica,3.5975331204545456e-4,39.58559823145258,20,hermatypic coral,r,rodolfo-metalpa2014
2_rodolfo-metalpa2014,shallow,hard,44.19,patagonica,7.02375513939394e-4,39.31735768778696,22,hermatypic coral,r,rodolfo-metalpa2014
2_rodolfo-metalpa2014,shallow,hard,44.19,patagonica,9.307903151515152e-4,39.052727987717724,24,hermatypic coral,r,rodolfo-metalpa2014
2_rodolfo-metalpa2014,shallow,hard,44.19,patagonica,8.908177249999999e-4,38.79163670917708,26,hermatypic coral,r,rodolfo-metalpa2014
2_rodolfo-metalpa2014,shallow,hard,44.19,patagonica,7.480584741666667e-4,38.53401335397749,28,hermatypic coral,r,rodolfo-metalpa2014
2_rodolfo-metalpa2014,shallow,hard,44.19,patagonica,4.7967108265151517e-4,38.27978928434875,30,hermatypic coral,r,rodolfo-metalpa2014
2_rodolfo-metalpa2014,shallow,hard,44.19,patagonica,4.2827775242424245e-4,38.028897661970575,32,hermatypic coral,r,rodolfo-metalpa2014
4_rodolfo-metalpa2014,shallow,hard,38.2,patagonica,1.893939393939394e-4,39.58559823145258,20,hermatypic coral,r,rodolfo-metalpa2014
4_rodolfo-metalpa2014,shallow,hard,38.2,patagonica,6.026170799242424e-4,39.31735768778696,22,hermatypic coral,r,rodolfo-metalpa2014
4_rodolfo-metalpa2014,shallow,hard,38.2,patagonica,7.059228649999999e-4,39.052727987717724,24,hermatypic coral,r,rodolfo-metalpa2014
4_rodolfo-metalpa2014,shallow,hard,38.2,patagonica,7.69054178030303e-4,38.79163670917708,26,hermatypic coral,r,rodolfo-metalpa2014
4_rodolfo-metalpa2014,shallow,hard,38.2,patagonica,5.567033975757576e-4,38.53401335397749,28,hermatypic coral,r,rodolfo-metalpa2014
4_rodolfo-metalpa2014,shallow,hard,38.2,patagonica,5.050505050757576e-4,38.27978928434875,30,hermatypic coral,r,rodolfo-metalpa2014
4_rodolfo-metalpa2014,shallow,hard,38.2,patagonica,4.878328741666667e-4,38.028897661970575,32,hermatypic coral,r,rodolfo-metalpa2014
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,2.1808999083333333e-4,39.58559823145258,20,hermatypic coral,r,rodolfo-metalpa2014
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,3.787878787878788e-4,39.31735768778696,22,hermatypic coral,r,rodolfo-metalpa2014
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,4.5913682280303026e-4,39.052727987717724,24,hermatypic coral,r,rodolfo-metalpa2014
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,6.829660238636363e-4,38.79163670917708,26,hermatypic coral,r,rodolfo-metalpa2014
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,3.673094581818182e-4,38.53401335397749,28,hermatypic coral,r,rodolfo-metalpa2014
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,6.829660238636363e-4,38.27978928434875,30,hermatypic coral,r,rodolfo-metalpa2014
6_rodolfo-metalpa2014,shallow,hard,37.34,patagonica,4.3617998166666666e-4,38.028897661970575,32,hermatypic coral,r,rodolfo-metalpa2014
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,3.445824781818182e-4,39.58559823145258,20,hermatypic coral,r,rodolfo-metalpa2014
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,4.02261476969697e-4,39.31735768778696,22,hermatypic coral,r,rodolfo-metalpa2014
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,6.712028596212122e-4,39.052727987717724,24,hermatypic coral,r,rodolfo-metalpa2014
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,6.375159378787878e-4,38.79163670917708,26,hermatypic coral,r,rodolfo-metalpa2014
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,6.609327165151515e-4,38.53401335397749,28,hermatypic coral,r,rodolfo-metalpa2014
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,5.872732045454545e-4,38.27978928434875,30,hermatypic coral,r,rodolfo-metalpa2014
8_rodolfo-metalpa2014,shallow,hard,32.3,patagonica,3.8798555189393944e-4,38.028897661970575,32,hermatypic coral,r,rodolfo-metalpa2014
1_previati2010,deep,soft,44.3045,rubrum,3.2291666666666666e-7,40.41273940989142,14,soft coral,r,previati2010
1_previati2010,deep,soft,44.3045,rubrum,3.541666666666667e-7,40.1332115564597,16,soft coral,r,previati2010
1_previati2010,deep,soft,44.3045,rubrum,8.125000000000001e-7,39.857524030741274,18,soft coral,r,previati2010
1_previati2010,deep,soft,44.3045,rubrum,9.583333333333334e-7,39.58559823145258,20,soft coral,r,previati2010
1_previati2010,deep,soft,44.3045,rubrum,8.75e-7,39.31735768778696,22,soft coral,r,previati2010
1_previati2010,deep,soft,44.3045,rubrum,2.0833333333333333e-7,38.92174449622782,25,soft coral,r,previati2010
2_previati2010,deep,soft,44.3045,clavata,4.270833333333333e-7,40.41273940989142,14,soft coral,r,previati2010
2_previati2010,deep,soft,44.3045,clavata,6.354166666666667e-7,40.1332115564597,16,soft coral,r,previati2010
2_previati2010,deep,soft,44.3045,clavata,9.479166666666667e-7,39.857524030741274,18,soft coral,r,previati2010
2_previati2010,deep,soft,44.3045,clavata,5.625e-7,39.58559823145258,20,soft coral,r,previati2010
2_previati2010,deep,soft,44.3045,clavata,5.520833333333334e-7,39.31735768778696,22,soft coral,r,previati2010
2_previati2010,deep,soft,44.3045,clavata,2.7083333333333337e-7,38.92174449622782,25,soft coral,r,previati2010
3_previati2010,deep,soft,44.3045,cavolinii,2.1875e-7,40.41273940989142,14,soft coral,r,previati2010
3_previati2010,deep,soft,44.3045,cavolinii,5.3125e-7,40.1332115564597,16,soft coral,r,previati2010
3_previati2010,deep,soft,44.3045,cavolinii,4.270833333333333e-7,39.857524030741274,18,soft coral,r,previati2010
3_previati2010,deep,soft,44.3045,cavolinii,6.354166666666667e-7,39.58559823145258,20,soft coral,r,previati2010
3_previati2010,deep,soft,44.3045,cavolinii,4.375e-7,39.31735768778696,22,soft coral,r,previati2010
3_previati2010,deep,soft,44.3045,cavolinii,2.916666666666667e-7,38.92174449622782,25,soft coral,r,previati2010
4_previati2010,deep,soft,44.3045,singularis,1.0416666666666667e-7,40.41273940989142,14,soft coral,r,previati2010
4_previati2010,deep,soft,44.3045,singularis,3.7499999999999996e-7,40.1332115564597,16,soft coral,r,previati2010
4_previati2010,deep,soft,44.3045,singularis,6.875e-7,39.857524030741274,18,soft coral,r,previati2010
4_previati2010,deep,soft,44.3045,singularis,4.375e-7,39.58559823145258,20,soft coral,r,previati2010
4_previati2010,deep,soft,44.3045,singularis,1.6666666666666668e-7,39.31735768778696,22,soft coral,r,previati2010
4_previati2010,deep,soft,44.3045,singularis,2.1875e-7,38.92174449622782,25,soft coral,r,previati2010
2_ezzat2013,shallow,soft,43.19,singularis,4.915374477272727e-11,39.857524030741274,18,soft coral,r,ezzat2013
2_ezzat2013,shallow,soft,43.19,singularis,2.1283064772727272e-11,39.052727987717724,24,soft coral,r,ezzat2013
2_ezzat2013,shallow,soft,43.19,singularis,1.6215668409090906e-11,38.79163670917708,26,soft coral,r,ezzat2013
1_aichelman2019,deep,hard,41.4774,poculata,1.2889309772727271e-11,41.570904967043965,6,hermatypic coral,r,aichelman2019
1_aichelman2019,deep,hard,41.4774,poculata,1.6308922575757574e-11,41.12889640811739,9,hermatypic coral,r,aichelman2019
1_aichelman2019,deep,hard,41.4774,poculata,9.469696969696969e-12,40.696188397511214,12,hermatypic coral,r,aichelman2019
1_aichelman2019,deep,hard,41.4774,poculata,1.788720537878788e-11,40.27249044438772,15,hermatypic coral,r,aichelman2019
1_aichelman2019,deep,hard,41.4774,poculata,3.524831651515151e-11,39.857524030741274,18,hermatypic coral,r,aichelman2019
1_aichelman2019,deep,hard,41.4774,poculata,6.891835015151515e-11,39.31735768778696,22,hermatypic coral,r,aichelman2019
1_aichelman2019,deep,hard,41.4774,poculata,6.944444446969696e-11,38.79163670917708,26,hermatypic coral,r,aichelman2019
1_aichelman2019,deep,hard,41.4774,poculata,6.970749159090909e-11,38.40648062733848,29,hermatypic coral,r,aichelman2019
1_aichelman2019,deep,hard,41.4774,poculata,4.1298400681818176e-11,38.028897661970575,32,hermatypic coral,r,aichelman2019
2_aichelman2019,deep,hard,37.8992,poculata,8.417508409090908e-12,41.570904967043965,6,hermatypic coral,r,aichelman2019
2_aichelman2019,deep,hard,37.8992,poculata,1.262626265151515e-11,41.12889640811739,9,hermatypic coral,r,aichelman2019
2_aichelman2019,deep,hard,37.8992,poculata,7.365319848484848e-12,40.696188397511214,12,hermatypic coral,r,aichelman2019
2_aichelman2019,deep,hard,37.8992,poculata,1.0258838409090907e-11,40.27249044438772,15,hermatypic coral,r,aichelman2019
2_aichelman2019,deep,hard,37.8992,poculata,1.4993686893939393e-11,39.857524030741274,18,hermatypic coral,r,aichelman2019
