tpc_grp,response_id,study_id,depth_broad,broad_coral,latitude,species,mol_gCmin,metabolic_category
1_juillet-leclerc2014,1,juillet,shallow,hard,43.7328,sp.,1.9189825718181818e-7,npp
2_rodolfo-metalpa2006,2,rodolfo,shallow,hard,44.03,caespitosa,2.221736596827651e-5,npp
2_rodolfo-metalpa2006,2,rodolfo,shallow,hard,44.03,caespitosa,1.9303613056344698e-5,npp
2_rodolfo-metalpa2006,2,rodolfo,shallow,hard,44.03,caespitosa,2.2581585085227272e-5,npp
2_rodolfo-metalpa2006,2,rodolfo,shallow,hard,44.03,caespitosa,1.9303613056344698e-5,npp
3_godefroid2023,3,godefroid2023,deep,hard,-17.28,speciosa,1.934235977272727e-11,npp
3_godefroid2023,3,godefroid2023,deep,hard,-17.28,speciosa,1.7730496439393936e-11,npp
3_godefroid2023,3,godefroid2023,deep,hard,-17.28,speciosa,1.6602192121212118e-11,npp
3_godefroid2023,3,godefroid2023,deep,hard,-17.28,speciosa,1.5232108333333334e-11,npp
3_godefroid2023,3,godefroid2023,deep,hard,-17.28,speciosa,1.3217279166666664e-11,npp
3_godefroid2023,3,godefroid2023,deep,hard,-17.28,speciosa,1.3056092878787875e-11,npp
3_godefroid2023,3,godefroid2023,deep,hard,-17.28,speciosa,1.2814313333333333e-11,npp
3_godefroid2023,3,godefroid2023,deep,hard,-17.28,speciosa,1.2088974848484847e-11,npp
3_godefroid2023,3,godefroid2023,deep,hard,-17.28,speciosa,1.24113475e-11,npp
3_godefroid2023,3,godefroid2023,deep,hard,-17.28,speciosa,9.268214090909092e-12,npp
4_godefroid2023,4,godefroid2023,deep,hard,-17.28,speciosa,-1.779359393939394e-12,npp
4_godefroid2023,4,godefroid2023,deep,hard,-17.28,speciosa,-2.021999318181818e-12,npp
4_godefroid2023,4,godefroid2023,deep,hard,-17.28,speciosa,-2.021999318181818e-12,npp
4_godefroid2023,4,godefroid2023,deep,hard,-17.28,speciosa,-2.669039166666667e-12,npp
4_godefroid2023,4,godefroid2023,deep,hard,-17.28,speciosa,-2.669039166666667e-12,npp
4_godefroid2023,4,godefroid2023,deep,hard,-17.28,speciosa,-2.2646392424242424e-12,npp
4_godefroid2023,4,godefroid2023,deep,hard,-17.28,speciosa,-2.102879318181818e-12,npp
4_godefroid2023,4,godefroid2023,deep,hard,-17.28,speciosa,-2.5881591666666663e-12,npp
4_godefroid2023,4,godefroid2023,deep,hard,-17.28,speciosa,-2.992559015151515e-12,npp
4_godefroid2023,4,godefroid2023,deep,hard,-17.28,speciosa,-3.720478787878787e-12,npp
1_graham2016,1,graham2016,shallow,hard,25.0115,sp.,5.3537371282196315e-9,npp
1_graham2016,1,graham2016,shallow,hard,25.0115,sp.,8.864269231294898e-10,npp
1_graham2016,1,graham2016,shallow,hard,25.0115,sp.,4.4321346156474496e-10,npp
2_graham2016,2,graham2016,shallow,hard,24.771,sp.,4.533246057765846e-9,npp
2_graham2016,2,graham2016,shallow,hard,24.771,sp.,3.609054264751169e-9,npp
2_graham2016,2,graham2016,shallow,hard,24.771,sp.,4.519226680099595e-9,npp
1_hill2014,1,hill2014,shallow,hard,-23.27,damicornis,4.9032600075757575e-11,npp
1_hill2014,1,hill2014,shallow,hard,-23.27,damicornis,4.2494920075757566e-11,npp
1_hill2014,1,hill2014,shallow,hard,-23.27,damicornis,4.161144977272727e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,5.812672174242424e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,5.764462810606061e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,4.944903583333333e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,5.4269972424242415e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,4.655647386363637e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,4.7520661136363633e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,3.9807162499999996e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,4.5592286515151505e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,3.7396694242424245e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,4.366391181818181e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,4.0771349848484845e-11,npp
1_jurriaans2019,1,jurriaans2019,shallow,hard,-23.26,spp,4.462809916666667e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,3.168044090909091e-12,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,1.6385575227272726e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,1.857945977272727e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,2.022487318181818e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,1.912793090909091e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,1.8030988636363635e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,1.4740161818181816e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,2.241875772727273e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,1.8030988636363635e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,2.5161113409090912e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,2.35157e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,1.8853695303030304e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,1.4740161818181816e-11,npp
2_jurriaans2019,2,jurriaans2019,shallow,hard,-18.37,spp,1.5768545454545453e-12,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,2.2865013787878784e-11,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,2.2865013787878784e-11,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,2.1212121212121217e-11,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,2.01101928030303e-11,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,1.3498622575757574e-11,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,1.597796143939394e-11,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,1.625344356060606e-11,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,1.404958674242424e-11,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,1.515151515151515e-11,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,8.539944924242424e-12,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,1.515151515151515e-11,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,1.184573e-11,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,-3.0303030303030305e-12,npp
3_jurriaans2019,3,jurriaans2019,shallow,hard,-14.4,spp,-1.404958674242424e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,6.87711918939394e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,7.235944409090909e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,6.815930962121212e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,6.820520083333332e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,6.258681075757576e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,7.396344962121209e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,8.534008848484849e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,7.684366674242424e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,1.0946136007575756e-10,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,9.534436295454544e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,8.406387704545453e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-23.26,cylindrica,8.55280237878788e-11,npp
7_jurriaans2019,7,jurriaans2019,shallow,hard,-18.37,cylindrica,3.6013639696969686e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.6913319242424242e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.7970401666666666e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.8675123333333333e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.7265680075757575e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.708949962121212e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.4799154318181817e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.4446793484848486e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.338971106060606e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.0570824545454544e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.1275546136363637e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.0923185378787879e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,1.0923185378787879e-11,npp
8_jurriaans2019,8,jurriaans2019,shallow,hard,-18.37,cylindrica,7.399577196969696e-12,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,4.359066856060606e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,4.845670393939394e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,4.2151115151515146e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,4.282563643939393e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,3.5121439696969686e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,4.207999954545454e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,4.764210636363635e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,4.761947863636364e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,4.620039787878787e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,3.9215977803030305e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,5.0366051742424234e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,3.8472495909090896e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,2.972095939393939e-11,npp
9_jurriaans2019,9,jurriaans2019,shallow,hard,-14.4,cylindrica,6.306666287878788e-12,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,5.5054134621212105e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,5.870440484848485e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,5.6310187651515144e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,5.391811393939394e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,5.212620204545455e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,5.456971825757575e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,5.4595439469696973e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,6.547551681818182e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,5.885015840909089e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,4.013582522727272e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,5.225052128787879e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,5.348085310606061e-11,npp
1_jurriaans2021,1,jurriaans2021,shallow,hard,42.5,caespitosa,2.9933073409090906e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,2.28066e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,2.359987310606061e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,2.0625099166666662e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,2.3004918257575755e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,2.399650962121212e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,2.3004918257575755e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,2.260828174242424e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,2.5186419166666667e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,2.0030144393939393e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,2.0823417424242425e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,8.924321742424242e-12,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,1.1899095681818184e-11,npp
2_jurriaans2021,2,jurriaans2021,shallow,hard,42.5,singularis,6.3461843939393935e-12,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,5.890052356060606e-11,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,5.7710614015151505e-11,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,4.9381247045454535e-11,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,5.4140885303030296e-11,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,4.700142787878788e-11,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,4.8191337424242415e-11,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,3.867206090909091e-11,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,4.4621608787878775e-11,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,3.748215136363635e-11,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,4.4026653939393933e-11,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,4.105188007575758e-11,npp
3_jurriaans2021,3,jurriaans2021,shallow,hard,-25,intermedia,4.4621608787878775e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,6.863476045454545e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,7.336111454545456e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,6.698164598484847e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,6.853768159090909e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,6.216098674242423e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,7.323352515151515e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,7.558283378787879e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,8.431161098484848e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,1.0807651810606059e-10,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,9.376431916666666e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,8.262521234848485e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,8.418402159090909e-11,npp
4_jurriaans2021,4,jurriaans2021,shallow,hard,-25,cylindrica,3.4967808636363633e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,1.1623080151515151e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,1.4667220151515148e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,2.546008022727273e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,3.4869240378787876e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,3.4315760378787877e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,3.5422720378787876e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,3.985056037878788e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,4.0404040378787874e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,3.2932060303030305e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,2.8780960303030297e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,1.826484015151515e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,1.3560260151515152e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,1.771136015151515e-11,npp
1_jurriaans2020,1,jurriaans2020,shallow,hard,-18,valenciennesi,1.1069600075757576e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,1.881832015151515e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,1.881832015151515e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,1.9925280227272728e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,1.881832015151515e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,1.798810015151515e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,1.439048015151515e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,1.881832015151515e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,2.2692680227272724e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,2.546008022727273e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,2.3522900227272724e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,1.9648540227272728e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,1.6050920151515148e-11,npp
2_jurriaans2020,2,jurriaans2020,shallow,hard,-18,valenciennesi,1.93718e-12,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,2.769779242424242e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,2.8520499090909087e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,2.7423556818181816e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,2.7423556818181816e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,3.373097492424242e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,3.3182503787878786e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,2.8794734696969693e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,2.5229672272727268e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,1.5082956287878788e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,2.2761552196969697e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,1.892225424242424e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,1.5905662954545453e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,1.2340600606060604e-11,npp
3_jurriaans2020,3,jurriaans2020,shallow,hard,-18,cylindrica,7.678595909090909e-12,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,1.7825311969696968e-11,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,1.8373783106060604e-11,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,1.8648018636363637e-11,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,1.7276840833333333e-11,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,1.7002605227272727e-11,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,1.4534485151515148e-11,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,1.3437542878787878e-11,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,1.6728369696969697e-11,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,9.598244924242424e-12,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,1.1517893863636363e-11,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,1.1243658333333332e-11,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,1.1243658333333332e-11,npp
4_jurriaans2020,4,jurriaans2020,shallow,hard,-18,cylindrica,7.678595909090909e-12,npp
2_zelli2023,2,zelli2023,shallow,soft,0,flava,8.025035628787879e-11,npp
2_zelli2023,2,zelli2023,shallow,soft,0,flava,7.033525439393939e-11,npp
2_zelli2023,2,zelli2023,shallow,soft,0,flava,3.4393009848484845e-11,npp
2_zelli2023,2,zelli2023,shallow,soft,0,flava,5.887091742424242e-12,npp
6_simancas-giraldo2021,6,simancas,shallow,soft,29.53,umbellata,1.4264156853693182e-5,npp
6_simancas-giraldo2021,6,simancas,shallow,soft,29.53,umbellata,3.1508883806818183e-6,npp
6_simancas-giraldo2021,6,simancas,shallow,soft,29.53,umbellata,2.576064148910985e-6,npp
6_simancas-giraldo2021,6,simancas,shallow,soft,29.53,umbellata,5.961140175189394e-7,npp
1_puntin2023,1,puntin2023,shallow,hard,22.3054,fascicularis,2.4809152462121217e-11,npp
1_puntin2023,1,puntin2023,shallow,hard,22.3054,fascicularis,3.089282433712121e-11,npp
1_puntin2023,1,puntin2023,shallow,hard,22.3054,fascicularis,2.247419981060606e-11,npp
1_puntin2023,1,puntin2023,shallow,hard,22.3054,fascicularis,2.293956912878788e-11,npp
1_puntin2023,1,puntin2023,shallow,hard,22.3054,fascicularis,2.3050572916666667e-11,npp
1_puntin2023,1,puntin2023,shallow,hard,22.3054,fascicularis,2.007644176136364e-11,npp
1_puntin2023,1,puntin2023,shallow,hard,22.3054,fascicularis,2.0777485795454547e-11,npp
1_puntin2023,1,puntin2023,shallow,hard,22.3054,fascicularis,2.365453598484849e-11,npp
1_puntin2023,1,puntin2023,shallow,hard,22.3054,fascicularis,1.4483667140151515e-11,npp
1_puntin2023,1,puntin2023,shallow,hard,22.3054,fascicularis,7.707445549242424e-12,npp
1_rodolfo-metalpa2014,1,rodolfo,shallow,hard,44.19,patagonica,8.936770303030303e-5,npp
1_rodolfo-metalpa2014,1,rodolfo,shallow,hard,44.19,patagonica,8.034894401515153e-5,npp
1_rodolfo-metalpa2014,1,rodolfo,shallow,hard,44.19,patagonica,1.2544273909090908e-4,npp
1_rodolfo-metalpa2014,1,rodolfo,shallow,hard,44.19,patagonica,5.1652892575757574e-5,npp
1_rodolfo-metalpa2014,1,rodolfo,shallow,hard,44.19,patagonica,5.1652892575757574e-5,npp
1_rodolfo-metalpa2014,1,rodolfo,shallow,hard,44.19,patagonica,4.591368227272727e-5,npp
1_rodolfo-metalpa2014,1,rodolfo,shallow,hard,44.19,patagonica,2.4596615151515153e-6,npp
3_rodolfo-metalpa2014,3,rodolfo,shallow,hard,38.2,patagonica,5.2742616060606064e-5,npp
3_rodolfo-metalpa2014,3,rodolfo,shallow,hard,38.2,patagonica,5.913566037878788e-5,npp
3_rodolfo-metalpa2014,3,rodolfo,shallow,hard,38.2,patagonica,7.112261856060607e-5,npp
3_rodolfo-metalpa2014,3,rodolfo,shallow,hard,38.2,patagonica,8.151131568181818e-5,npp
3_rodolfo-metalpa2014,3,rodolfo,shallow,hard,38.2,patagonica,3.8358266212121216e-5,npp
3_rodolfo-metalpa2014,3,rodolfo,shallow,hard,38.2,patagonica,5.5939138181818175e-5,npp
5_rodolfo-metalpa2014,5,rodolfo,shallow,hard,37.34,patagonica,3.978864272727273e-5,npp
5_rodolfo-metalpa2014,5,rodolfo,shallow,hard,37.34,patagonica,4.695059840909091e-5,npp
5_rodolfo-metalpa2014,5,rodolfo,shallow,hard,37.34,patagonica,5.570409984848485e-5,npp
5_rodolfo-metalpa2014,5,rodolfo,shallow,hard,37.34,patagonica,5.490832696969697e-5,npp
5_rodolfo-metalpa2014,5,rodolfo,shallow,hard,37.34,patagonica,4.3767506969696966e-5,npp
5_rodolfo-metalpa2014,5,rodolfo,shallow,hard,37.34,patagonica,4.217596128787879e-5,npp
5_rodolfo-metalpa2014,5,rodolfo,shallow,hard,37.34,patagonica,1.034504712121212e-5,npp
7_rodolfo-metalpa2014,7,rodolfo,shallow,hard,32.3,patagonica,7.347178681818182e-5,npp
7_rodolfo-metalpa2014,7,rodolfo,shallow,hard,32.3,patagonica,5.877742946969697e-5,npp
7_rodolfo-metalpa2014,7,rodolfo,shallow,hard,32.3,patagonica,1.1102403340909092e-4,npp
7_rodolfo-metalpa2014,7,rodolfo,shallow,hard,32.3,patagonica,7.673719954545454e-5,npp
7_rodolfo-metalpa2014,7,rodolfo,shallow,hard,32.3,patagonica,4.734848484848485e-5,npp
7_rodolfo-metalpa2014,7,rodolfo,shallow,hard,32.3,patagonica,4.734848484848485e-5,npp
7_rodolfo-metalpa2014,7,rodolfo,shallow,hard,32.3,patagonica,2.285788924242424e-5,npp
3_ezzat2013,3,ezzat2013,shallow,soft,43.19,singularis,3.3878724393939394e-11,npp
3_ezzat2013,3,ezzat2013,shallow,soft,43.19,singularis,-4.5287240151515145e-12,npp
3_ezzat2013,3,ezzat2013,shallow,soft,43.19,singularis,2.782398030303031e-12,npp
1_aichelman2019,1,aichelman2019,shallow,hard,41.4774,poculata,-1.0364057272727272e-11,npp
1_aichelman2019,1,aichelman2019,shallow,hard,41.4774,poculata,-3.1565659090909185e-13,npp
1_aichelman2019,1,aichelman2019,shallow,hard,41.4774,poculata,-6.026170833333333e-12,npp
1_aichelman2019,1,aichelman2019,shallow,hard,41.4774,poculata,8.207070681818181e-12,npp
1_aichelman2019,1,aichelman2019,shallow,hard,41.4774,poculata,-1.2521043787878784e-11,npp
1_aichelman2019,1,aichelman2019,shallow,hard,41.4774,poculata,-1.5017600000000017e-12,npp
1_aichelman2019,1,aichelman2019,shallow,hard,41.4774,poculata,6.236608484848486e-12,npp
1_aichelman2019,1,aichelman2019,shallow,hard,41.4774,poculata,-1.1473637878787872e-11,npp
1_aichelman2019,1,aichelman2019,shallow,hard,41.4774,poculata,-1.9795492803030297e-11,npp
