tpc_grp,response_id,study_id,elevation_broad,lichen_type,latitude,species,inv_T,mol_gCmin,metabolic_category
10_lechowiczadams1974,10,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,41.87089345679351,1.1146765962281301e-7,npp
10_lechowiczadams1974,10,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,41.12889640811739,5.319866780277209e-7,npp
10_lechowiczadams1974,10,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,40.27249044438772,9.61863134136181e-7,npp
10_lechowiczadams1974,10,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,39.857524030741274,1.2367172498674542e-6,npp
10_lechowiczadams1974,10,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,39.451022000851,1.4539418041354236e-6,npp
10_lechowiczadams1974,10,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,39.18459605453426,1.5707565712338105e-6,npp
10_lechowiczadams1974,10,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,38.79163670917708,1.6013037741422405e-6,npp
10_lechowiczadams1974,10,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,38.15393102597508,1.2943232409300916e-6,npp
10_lechowiczadams1974,10,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,37.53685305369666,4.12319896235704e-7,npp
11_lechowiczadams1974,11,lechowiczadams1974,neutral,green algae,43.7972,mitis,41.570904967043965,-1.811551162614557e-9,npp
11_lechowiczadams1974,11,lechowiczadams1974,neutral,green algae,43.7972,mitis,40.9836416088657,2.7895872756191773e-7,npp
11_lechowiczadams1974,11,lechowiczadams1974,neutral,green algae,43.7972,mitis,40.27249044438772,6.559904082405513e-7,npp
11_lechowiczadams1974,11,lechowiczadams1974,neutral,green algae,43.7972,mitis,39.857524030741274,7.82374746648489e-7,npp
11_lechowiczadams1974,11,lechowiczadams1974,neutral,green algae,43.7972,mitis,39.451022000851,9.3732637658108e-7,npp
11_lechowiczadams1974,11,lechowiczadams1974,neutral,green algae,43.7972,mitis,39.18459605453426,7.954798735135953e-7,npp
11_lechowiczadams1974,11,lechowiczadams1974,neutral,green algae,43.7972,mitis,38.79163670917708,8.55018635158676e-7,npp
11_lechowiczadams1974,11,lechowiczadams1974,neutral,green algae,43.7972,mitis,38.028897661970575,8.207001726880254e-7,npp
11_lechowiczadams1974,11,lechowiczadams1974,neutral,green algae,43.7972,mitis,37.4158249929077,3.367532810724835e-7,npp
12_lechowiczadams1974,12,lechowiczadams1974,neutral,green algae,43.7972,uncialis,41.720359955241136,2.744216019086571e-7,npp
12_lechowiczadams1974,12,lechowiczadams1974,neutral,green algae,43.7972,uncialis,40.9836416088657,4.665167227145345e-7,npp
12_lechowiczadams1974,12,lechowiczadams1974,neutral,green algae,43.7972,uncialis,40.27249044438772,7.162403802166175e-7,npp
12_lechowiczadams1974,12,lechowiczadams1974,neutral,green algae,43.7972,uncialis,39.99489271601007,8.699164773157616e-7,npp
12_lechowiczadams1974,12,lechowiczadams1974,neutral,green algae,43.7972,uncialis,39.58559823145258,8.987307452851624e-7,npp
12_lechowiczadams1974,12,lechowiczadams1974,neutral,green algae,43.7972,uncialis,39.31735768778696,8.891259887904264e-7,npp
12_lechowiczadams1974,12,lechowiczadams1974,neutral,green algae,43.7972,uncialis,38.92174449622782,8.603117208210254e-7,npp
12_lechowiczadams1974,12,lechowiczadams1974,neutral,green algae,43.7972,uncialis,38.27978928434875,6.874261122472166e-7,npp
12_lechowiczadams1974,12,lechowiczadams1974,neutral,green algae,43.7972,uncialis,37.65866662842876,3.704691623115958e-7,npp
13_lechowiczadams1974,13,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,41.720359955241136,4.377024547451337e-7,npp
13_lechowiczadams1974,13,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,40.9836416088657,8.314974528516246e-7,npp
13_lechowiczadams1974,13,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,40.41273940989142,1.426992328258729e-6,npp
13_lechowiczadams1974,13,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,39.99489271601007,1.6767159857608118e-6,npp
13_lechowiczadams1974,13,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,39.7210957437971,1.7727635461637506e-6,npp
13_lechowiczadams1974,13,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,39.31735768778696,1.7631587904264183e-6,npp
13_lechowiczadams1974,13,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,38.92174449622782,1.830392082859956e-6,npp
13_lechowiczadams1974,13,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,38.27978928434875,1.4894232424448989e-6,npp
13_lechowiczadams1974,13,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,37.65866662842876,9.947783056881011e-7,npp
14_lechowiczadams1974,14,lechowiczadams1974,neutral,green algae,43.7972,mitis,41.87089345679351,3.704691623115958e-7,npp
14_lechowiczadams1974,14,lechowiczadams1974,neutral,green algae,43.7972,mitis,40.9836416088657,7.738689161554192e-7,npp
14_lechowiczadams1974,14,lechowiczadams1974,neutral,green algae,43.7972,mitis,40.41273940989142,1.100430622585776e-6,npp
14_lechowiczadams1974,14,lechowiczadams1974,neutral,green algae,43.7972,mitis,39.99489271601007,1.5518541566310688e-6,npp
14_lechowiczadams1974,14,lechowiczadams1974,neutral,green algae,43.7972,mitis,39.58559823145258,1.7823683026584869e-6,npp
14_lechowiczadams1974,14,lechowiczadams1974,neutral,green algae,43.7972,mitis,39.31735768778696,1.7823683026584869e-6,npp
14_lechowiczadams1974,14,lechowiczadams1974,neutral,green algae,43.7972,mitis,38.92174449622782,1.7631587904264183e-6,npp
14_lechowiczadams1974,14,lechowiczadams1974,neutral,green algae,43.7972,mitis,38.27978928434875,1.6286922055593426e-6,npp
14_lechowiczadams1974,14,lechowiczadams1974,neutral,green algae,43.7972,mitis,37.65866662842876,1.0716163538589712e-6,npp
15_lechowiczadams1974,15,lechowiczadams1974,neutral,green algae,43.7972,uncialis,41.87089345679351,8.07122328258729e-8,npp
15_lechowiczadams1974,15,lechowiczadams1974,neutral,green algae,43.7972,uncialis,40.9836416088657,5.024809588729834e-7,npp
15_lechowiczadams1974,15,lechowiczadams1974,neutral,green algae,43.7972,uncialis,40.27249044438772,8.379948504127849e-7,npp
15_lechowiczadams1974,15,lechowiczadams1974,neutral,green algae,43.7972,uncialis,39.99489271601007,1.020057017344543e-6,npp
15_lechowiczadams1974,15,lechowiczadams1974,neutral,green algae,43.7972,uncialis,39.58559823145258,1.020715810043172e-6,npp
15_lechowiczadams1974,15,lechowiczadams1974,neutral,green algae,43.7972,uncialis,39.31735768778696,1.1263579822767553e-6,npp
15_lechowiczadams1974,15,lechowiczadams1974,neutral,green algae,43.7972,uncialis,38.92174449622782,1.1365692744073318e-6,npp
15_lechowiczadams1974,15,lechowiczadams1974,neutral,green algae,43.7972,uncialis,38.27978928434875,9.467898182231312e-7,npp
15_lechowiczadams1974,15,lechowiczadams1974,neutral,green algae,43.7972,uncialis,37.53685305369666,6.137228713171249e-7,npp
16_lechowiczadams1974,16,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,42.022517188304626,2.333169385745664e-7,npp
16_lechowiczadams1974,16,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,41.12889640811739,5.788068393546921e-7,npp
16_lechowiczadams1974,16,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,40.27249044438772,1.105558944179353e-6,npp
16_lechowiczadams1974,16,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,39.857524030741274,1.4405552132091194e-6,npp
16_lechowiczadams1974,16,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,39.58559823145258,1.7659519260774067e-6,npp
16_lechowiczadams1974,16,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,39.18459605453426,1.8811465977429373e-6,npp
16_lechowiczadams1974,16,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,38.92174449622782,1.9295678868438992e-6,npp
16_lechowiczadams1974,16,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,38.27978928434875,1.5868072718321597e-6,npp
16_lechowiczadams1974,16,lechowiczadams1974,neutral,green algae,43.7972,rangiferina,37.65866662842876,9.575657903506775e-7,npp
17_lechowiczadams1974,17,lechowiczadams1974,neutral,green algae,43.7972,mitis,41.720359955241136,1.9567162084374766e-7,npp
17_lechowiczadams1974,17,lechowiczadams1974,neutral,green algae,43.7972,mitis,40.9836416088657,5.789009528137544e-7,npp
17_lechowiczadams1974,17,lechowiczadams1974,neutral,green algae,43.7972,mitis,40.27249044438772,1.0196805642656973e-6,npp
17_lechowiczadams1974,17,lechowiczadams1974,neutral,green algae,43.7972,mitis,39.99489271601007,1.230306115276831e-6,npp
17_lechowiczadams1974,17,lechowiczadams1974,neutral,green algae,43.7972,mitis,39.58559823145258,1.4411198932060896e-6,npp
17_lechowiczadams1974,17,lechowiczadams1974,neutral,green algae,43.7972,mitis,39.18459605453426,1.604124118003484e-6,npp
17_lechowiczadams1974,17,lechowiczadams1974,neutral,green algae,43.7972,mitis,38.92174449622782,1.70021379080512e-6,npp
17_lechowiczadams1974,17,lechowiczadams1974,neutral,green algae,43.7972,mitis,38.15393102597508,1.6157000530182537e-6,npp
17_lechowiczadams1974,17,lechowiczadams1974,neutral,green algae,43.7972,mitis,37.65866662842876,1.2344470999015377e-6,npp
1_macfarlane1983,1,macfarlane1983,neutral,green algae,45.1166,rangiferina,41.720359955241136,1.400911959403166e-6,npp
1_macfarlane1983,1,macfarlane1983,neutral,green algae,45.1166,rangiferina,40.27249044438772,1.6737988972203286e-6,npp
1_macfarlane1983,1,macfarlane1983,neutral,green algae,45.1166,rangiferina,38.92174449622782,2.293912529728092e-6,npp
1_macfarlane1983,1,macfarlane1983,neutral,green algae,45.1166,rangiferina,37.65866662842876,5.965650140119671e-7,npp
3_macfarlane1983,3,macfarlane1983,neutral,green algae,45.1166,rangiferina,41.720359955241136,7.951121934408847e-7,npp
3_macfarlane1983,3,macfarlane1983,neutral,green algae,45.1166,rangiferina,40.27249044438772,2.27959866318261e-6,npp
3_macfarlane1983,3,macfarlane1983,neutral,green algae,45.1166,rangiferina,38.92174449622782,2.3322367530106795e-6,npp
5_macfarlane1983,5,macfarlane1983,neutral,green algae,45.1166,rangiferina,41.720359955241136,1.5519001635991818e-6,npp
5_macfarlane1983,5,macfarlane1983,neutral,green algae,45.1166,rangiferina,40.27249044438772,3.6431098750284025e-6,npp
5_macfarlane1983,5,macfarlane1983,neutral,green algae,45.1166,rangiferina,38.92174449622782,3.468111314095281e-6,npp
5_macfarlane1983,5,macfarlane1983,neutral,green algae,45.1166,rangiferina,37.65866662842876,2.1877128751041427e-6,npp
7_macfarlane1983,7,macfarlane1983,neutral,green algae,45.1166,rangiferina,40.27249044438772,1.8548000469590244e-6,npp
7_macfarlane1983,7,macfarlane1983,neutral,green algae,45.1166,rangiferina,38.92174449622782,4.3768109641748095e-6,npp
9_macfarlane1983,9,macfarlane1983,neutral,green algae,45.1166,rangiferina,40.27249044438772,3.529522419147164e-6,npp
9_macfarlane1983,9,macfarlane1983,neutral,green algae,45.1166,rangiferina,38.92174449622782,2.712246819662198e-6,npp
9_macfarlane1983,9,macfarlane1983,neutral,green algae,45.1166,rangiferina,37.65866662842876,1.5627509975005682e-6,npp
11_macfarlane1983,11,macfarlane1983,neutral,green algae,45.1166,rangiferina,41.720359955241136,1.044694648943422e-6,npp
11_macfarlane1983,11,macfarlane1983,neutral,green algae,45.1166,rangiferina,40.27249044438772,1.3319856774975386e-6,npp
11_macfarlane1983,11,macfarlane1983,neutral,green algae,45.1166,rangiferina,38.92174449622782,2.4550324244489885e-6,npp
11_macfarlane1983,11,macfarlane1983,neutral,green algae,45.1166,rangiferina,37.65866662842876,2.193858762402484e-6,npp
13_macfarlane1983,13,macfarlane1983,neutral,green algae,45.1166,rangiferina,41.720359955241136,1.828215635082936e-6,npp
13_macfarlane1983,13,macfarlane1983,neutral,green algae,45.1166,rangiferina,40.27249044438772,1.436455142013179e-6,npp
13_macfarlane1983,13,macfarlane1983,neutral,green algae,45.1166,rangiferina,38.92174449622782,2.03715456487162e-6,npp
13_macfarlane1983,13,macfarlane1983,neutral,green algae,45.1166,rangiferina,37.65866662842876,1.096929381201242e-6,npp
15_macfarlane1983,15,macfarlane1983,neutral,green algae,45.1166,rangiferina,41.720359955241136,2.298328227675528e-6,npp
15_macfarlane1983,15,macfarlane1983,neutral,green algae,45.1166,rangiferina,40.27249044438772,3.0818492138150413e-6,npp
15_macfarlane1983,15,macfarlane1983,neutral,green algae,45.1166,rangiferina,38.92174449622782,5.43241217374839e-6,npp
15_macfarlane1983,15,macfarlane1983,neutral,green algae,45.1166,rangiferina,37.65866662842876,2.193858762402484e-6,npp
17_macfarlane1983,17,macfarlane1983,neutral,green algae,45.1166,rangiferina,40.27249044438772,6.268167892903128e-6,npp
17_macfarlane1983,17,macfarlane1983,neutral,green algae,45.1166,rangiferina,38.92174449622782,4.126543862758464e-6,npp
17_macfarlane1983,17,macfarlane1983,neutral,green algae,45.1166,rangiferina,37.65866662842876,4.439952257820192e-6,npp
19_macfarlane1983,19,macfarlane1983,neutral,green algae,45.1166,rangiferina,41.720359955241136,2.141624030144664e-6,npp
19_macfarlane1983,19,macfarlane1983,neutral,green algae,45.1166,rangiferina,40.27249044438772,3.813135468454139e-6,npp
19_macfarlane1983,19,macfarlane1983,neutral,green algae,45.1166,rangiferina,38.92174449622782,5.066769046428842e-6,npp
19_macfarlane1983,19,macfarlane1983,neutral,green algae,45.1166,rangiferina,37.65866662842876,2.872910284026358e-6,npp
1_sanchokappen1989,1,sanchokappen1989,high,green algae,40.2997,decussata,43.276218987694655,5.6663870332500185e-8,npp
1_sanchokappen1989,1,sanchokappen1989,high,green algae,40.2997,decussata,42.95583239515203,1.4811653866545486e-7,npp
1_sanchokappen1989,1,sanchokappen1989,high,green algae,40.2997,decussata,42.4840495022893,3.769230939937893e-7,npp
1_sanchokappen1989,1,sanchokappen1989,high,green algae,40.2997,decussata,41.570904967043965,5.806571142922064e-7,npp
1_sanchokappen1989,1,sanchokappen1989,high,green algae,40.2997,decussata,40.9836416088657,7.318035188972204e-7,npp
1_sanchokappen1989,1,sanchokappen1989,high,green algae,40.2997,decussata,40.27249044438772,6.923788373854427e-7,npp
1_sanchokappen1989,1,sanchokappen1989,high,green algae,40.2997,decussata,39.58559823145258,5.258834484586836e-7,npp
1_sanchokappen1989,1,sanchokappen1989,high,green algae,40.2997,decussata,39.05272798771773,3.631072589562978e-7,npp
1_sanchokappen1989,1,sanchokappen1989,high,green algae,40.2997,decussata,38.79163670917708,2.994319980307506e-7,npp
1_sanchokappen1989,1,sanchokappen1989,high,green algae,40.2997,decussata,38.028897661970575,-3.6456025145800195e-8,npp
3_sanchokappen1989,3,sanchokappen1989,high,green algae,40.2997,subglabra,43.276218987694655,7.944793228811634e-8,npp
3_sanchokappen1989,3,sanchokappen1989,high,green algae,40.2997,subglabra,42.95583239515203,1.1828914337650537e-7,npp
3_sanchokappen1989,3,sanchokappen1989,high,green algae,40.2997,subglabra,42.640154773287975,3.58398449594789e-7,npp
3_sanchokappen1989,3,sanchokappen1989,high,green algae,40.2997,subglabra,41.720359955241136,5.631975641899569e-7,npp
3_sanchokappen1989,3,sanchokappen1989,high,green algae,40.2997,subglabra,40.9836416088657,5.985077558130728e-7,npp
3_sanchokappen1989,3,sanchokappen1989,high,green algae,40.2997,subglabra,40.41273940989142,5.667285828978263e-7,npp
3_sanchokappen1989,3,sanchokappen1989,high,green algae,40.2997,subglabra,39.7210957437971,5.879146981746573e-7,npp
3_sanchokappen1989,3,sanchokappen1989,high,green algae,40.2997,subglabra,39.05272798771773,3.972396606831781e-7,npp
3_sanchokappen1989,3,sanchokappen1989,high,green algae,40.2997,subglabra,38.53401335397749,2.5246787321063396e-7,npp
5_sanchokappen1989,5,sanchokappen1989,high,green algae,40.2997,havaasii,43.276218987694655,6.48311027796713e-8,npp
5_sanchokappen1989,5,sanchokappen1989,high,green algae,40.2997,havaasii,42.640154773287975,1.6889338483677953e-7,npp
5_sanchokappen1989,5,sanchokappen1989,high,green algae,40.2997,havaasii,41.12889640811739,2.500590850564266e-7,npp
5_sanchokappen1989,5,sanchokappen1989,high,green algae,40.2997,havaasii,40.41273940989142,2.83166835567674e-7,npp
5_sanchokappen1989,5,sanchokappen1989,high,green algae,40.2997,havaasii,39.7210957437971,2.379496864349012e-7,npp
5_sanchokappen1989,5,sanchokappen1989,high,green algae,40.2997,havaasii,39.05272798771773,1.367674770885405e-7,npp
5_sanchokappen1989,5,sanchokappen1989,high,green algae,40.2997,havaasii,38.27978928434875,-1.3101060365068544e-8,npp
7_sanchokappen1989,7,sanchokappen1989,high,green algae,40.2997,cinereorufescens,43.11543050919681,1.4025135953949858e-8,npp
7_sanchokappen1989,7,sanchokappen1989,high,green algae,40.2997,cinereorufescens,42.4840495022893,4.744223737029464e-8,npp
7_sanchokappen1989,7,sanchokappen1989,high,green algae,40.2997,cinereorufescens,41.570904967043965,7.311312731954859e-8,npp
7_sanchokappen1989,7,sanchokappen1989,high,green algae,40.2997,cinereorufescens,40.839409190745464,6.893598954783005e-8,npp
7_sanchokappen1989,7,sanchokappen1989,high,green algae,40.2997,cinereorufescens,40.1332115564597,6.088574642126789e-8,npp
7_sanchokappen1989,7,sanchokappen1989,high,green algae,40.2997,cinereorufescens,39.58559823145258,3.046931076270545e-8,npp
7_sanchokappen1989,7,sanchokappen1989,high,green algae,40.2997,cinereorufescens,38.92174449622782,1.877068166325835e-8,npp
7_sanchokappen1989,7,sanchokappen1989,high,green algae,40.2997,cinereorufescens,38.15393102597508,-5.68540157539953e-8,npp
9_sanchokappen1989,9,sanchokappen1989,high,green algae,40.5926,pustulata,42.95583239515203,1.110635961523896e-7,npp
9_sanchokappen1989,9,sanchokappen1989,high,green algae,40.5926,pustulata,42.4840495022893,3.983258289782625e-7,npp
9_sanchokappen1989,9,sanchokappen1989,high,green algae,40.5926,pustulata,41.720359955241136,7.156503885480572e-7,npp
9_sanchokappen1989,9,sanchokappen1989,high,green algae,40.5926,pustulata,40.839409190745464,9.227464174808756e-7,npp
9_sanchokappen1989,9,sanchokappen1989,high,green algae,40.5926,pustulata,40.27249044438772,9.060451245928956e-7,npp
9_sanchokappen1989,9,sanchokappen1989,high,green algae,40.5926,pustulata,39.58559823145258,9.69510036355374e-7,npp
9_sanchokappen1989,9,sanchokappen1989,high,green algae,40.5926,pustulata,38.92174449622782,7.991568522305537e-7,npp
9_sanchokappen1989,9,sanchokappen1989,high,green algae,40.5926,pustulata,38.27978928434875,2.981180731651897e-7,npp
11_sanchokappen1989,11,sanchokappen1989,high,green algae,40.5926,hispanica,42.95583239515203,7.64047511929107e-8,npp
11_sanchokappen1989,11,sanchokappen1989,high,green algae,40.5926,hispanica,42.4840495022893,3.554481905627509e-7,npp
11_sanchokappen1989,11,sanchokappen1989,high,green algae,40.5926,hispanica,41.570904967043965,5.34833258350375e-7,npp
11_sanchokappen1989,11,sanchokappen1989,high,green algae,40.5926,hispanica,40.9836416088657,7.009305430583958e-7,npp
11_sanchokappen1989,11,sanchokappen1989,high,green algae,40.5926,hispanica,40.41273940989142,7.806572400212074e-7,npp
11_sanchokappen1989,11,sanchokappen1989,high,green algae,40.5926,hispanica,39.58559823145258,9.135350685450275e-7,npp
11_sanchokappen1989,11,sanchokappen1989,high,green algae,40.5926,hispanica,38.92174449622782,5.215454752707717e-7,npp
11_sanchokappen1989,11,sanchokappen1989,high,green algae,40.5926,hispanica,38.27978928434875,3.9863348481405745e-8,npp
13_sanchokappen1989,13,sanchokappen1989,high,green algae,40.2997,spodochroa,43.276218987694655,1.4293993031886693e-8,npp
13_sanchokappen1989,13,sanchokappen1989,high,green algae,40.2997,spodochroa,42.4840495022893,2.429289729606908e-7,npp
13_sanchokappen1989,13,sanchokappen1989,high,green algae,40.2997,spodochroa,41.720359955241136,5.278440392335075e-7,npp
13_sanchokappen1989,13,sanchokappen1989,high,green algae,40.2997,spodochroa,40.9836416088657,7.038226812088161e-7,npp
13_sanchokappen1989,13,sanchokappen1989,high,green algae,40.2997,spodochroa,40.27249044438772,5.915668802544877e-7,npp
13_sanchokappen1989,13,sanchokappen1989,high,green algae,40.2997,spodochroa,39.451022000851,6.199194092251761e-7,npp
13_sanchokappen1989,13,sanchokappen1989,high,green algae,40.2997,spodochroa,38.92174449622782,6.306585685071575e-7,npp
13_sanchokappen1989,13,sanchokappen1989,high,green algae,40.2997,spodochroa,38.27978928434875,3.286096621979854e-7,npp
15_sanchokappen1989,15,sanchokappen1989,high,green algae,40.2997,grisea,43.276218987694655,2.3596281905627512e-8,npp
15_sanchokappen1989,15,sanchokappen1989,high,green algae,40.2997,grisea,42.4840495022893,1.576119101719306e-7,npp
15_sanchokappen1989,15,sanchokappen1989,high,green algae,40.2997,grisea,41.87089345679351,3.01882547905779e-7,npp
15_sanchokappen1989,15,sanchokappen1989,high,green algae,40.2997,grisea,40.839409190745464,6.708676505339694e-7,npp
15_sanchokappen1989,15,sanchokappen1989,high,green algae,40.2997,grisea,40.1332115564597,6.541817291524654e-7,npp
15_sanchokappen1989,15,sanchokappen1989,high,green algae,40.2997,grisea,39.58559823145258,6.969243308339013e-7,npp
15_sanchokappen1989,15,sanchokappen1989,high,green algae,40.2997,grisea,39.58559823145258,7.35498323865788e-7,npp
15_sanchokappen1989,15,sanchokappen1989,high,green algae,40.2997,grisea,38.79163670917708,7.154706241005832e-7,npp
15_sanchokappen1989,15,sanchokappen1989,high,green algae,40.2997,grisea,38.27978928434875,3.887170953571158e-7,npp
1_sonesson1989,1,sonesson1989,neutral,green algae,68.2,olivacea,43.276218987694655,7.886438839657655e-8,npp
1_sonesson1989,1,sonesson1989,neutral,green algae,68.2,olivacea,42.4840495022893,4.839622525183671e-7,npp
1_sonesson1989,1,sonesson1989,neutral,green algae,68.2,olivacea,41.720359955241136,6.333751639778838e-7,npp
1_sonesson1989,1,sonesson1989,neutral,green algae,68.2,olivacea,40.9836416088657,7.891767916382639e-7,npp
1_sonesson1989,1,sonesson1989,neutral,green algae,68.2,olivacea,40.27249044438772,7.979016329622056e-7,npp
1_sonesson1989,1,sonesson1989,neutral,green algae,68.2,olivacea,39.58559823145258,1.0624477527834585e-6,npp
1_sonesson1989,1,sonesson1989,neutral,green algae,68.2,olivacea,38.92174449622782,4.767493857456638e-7,npp
1_sonesson1989,1,sonesson1989,neutral,green algae,68.2,olivacea,38.27978928434875,-2.3033457774748165e-7,npp
2_sonesson1989,2,sonesson1989,neutral,green algae,68.2,ambigua,43.276218987694655,6.595063091721578e-8,npp
2_sonesson1989,2,sonesson1989,neutral,green algae,68.2,ambigua,42.4840495022893,2.6035720366583354e-7,npp
2_sonesson1989,2,sonesson1989,neutral,green algae,68.2,ambigua,41.720359955241136,3.201917708096645e-7,npp
2_sonesson1989,2,sonesson1989,neutral,green algae,68.2,ambigua,40.9836416088657,3.162755070817239e-7,npp
2_sonesson1989,2,sonesson1989,neutral,green algae,68.2,ambigua,40.27249044438772,8.044266742407028e-7,npp
2_sonesson1989,2,sonesson1989,neutral,green algae,68.2,ambigua,39.58559823145258,4.871906915095054e-7,npp
2_sonesson1989,2,sonesson1989,neutral,green algae,68.2,ambigua,38.92174449622782,-2.773917132469894e-7,npp
1_harrisson1989,1,harrisson1989,neutral,green algae,-60.43,antarctica,40.55396862327563,-1.626691683708248e-7,npp
1_harrisson1989,1,harrisson1989,neutral,green algae,-60.43,antarctica,41.42251694288889,1.2911573127319549e-8,npp
1_harrisson1989,1,harrisson1989,neutral,green algae,-60.43,antarctica,42.4840495022893,5.939017798985079e-8,npp
1_harrisson1989,1,harrisson1989,neutral,green algae,-60.43,antarctica,39.7210957437971,8.004733545406347e-8,npp
1_harrisson1989,1,harrisson1989,neutral,green algae,-60.43,antarctica,43.276218987694655,1.0586878209497841e-7,npp
1_harrisson1989,1,harrisson1989,neutral,green algae,-60.43,antarctica,38.92174449622782,1.824698591229266e-7,npp
1_kappen1983,1,kappen1983,neutral,green algae,-70.47,sulphurea,42.95583239515203,3.9075665332854e-8,npp
1_kappen1983,1,kappen1983,neutral,green algae,-70.47,sulphurea,42.640154773287975,1.2113456253184741e-7,npp
1_kappen1983,1,kappen1983,neutral,green algae,-70.47,sulphurea,41.570904967043965,2.4422290815254324e-7,npp
1_kappen1983,1,kappen1983,neutral,green algae,-70.47,sulphurea,40.839409190745464,2.3836155817482086e-7,npp
1_kappen1983,1,kappen1983,neutral,green algae,-70.47,sulphurea,39.857524030741274,1.56302661331416e-7,npp
1_kappen1983,1,kappen1983,neutral,green algae,-70.47,sulphurea,39.7210957437971,5.665971455484402e-8,npp
3_kappen1983,3,kappen1983,neutral,green algae,-70.47,sulphurea,43.4382111980173,8.611910296386615e-8,npp
3_kappen1983,3,kappen1983,neutral,green algae,-70.47,sulphurea,43.11543050919681,1.6946017034825277e-7,npp
3_kappen1983,3,kappen1983,neutral,green algae,-70.47,sulphurea,41.87089345679351,3.861469455476579e-7,npp
3_kappen1983,3,kappen1983,neutral,green algae,-70.47,sulphurea,41.275184497778135,6.070007741162824e-7,npp
3_kappen1983,3,kappen1983,neutral,green algae,-70.47,sulphurea,41.12889640811739,7.65348802146617e-7,npp
3_kappen1983,3,kappen1983,neutral,green algae,-70.47,sulphurea,40.839409190745464,8.111863892080296e-7,npp
3_kappen1983,3,kappen1983,neutral,green algae,-70.47,sulphurea,40.55396862327563,7.695158555158363e-7,npp
3_kappen1983,3,kappen1983,neutral,green algae,-70.47,sulphurea,40.27249044438772,7.736829088850557e-7,npp
3_kappen1983,3,kappen1983,neutral,green algae,-70.47,sulphurea,39.99489271601007,6.986759482391077e-7,npp
3_kappen1983,3,kappen1983,neutral,green algae,-70.47,sulphurea,39.7210957437971,6.570054145469144e-7,npp
3_kappen1983,3,kappen1983,neutral,green algae,-70.47,sulphurea,39.451022000851,5.069914932550186e-7,npp
6_kappen1988,6,kappen1988,high,green algae,47,ochroleuca,43.276218987694655,1.2030980332752657e-7,npp
6_kappen1988,6,kappen1988,high,green algae,47,ochroleuca,42.4840495022893,1.838378768660843e-7,npp
6_kappen1988,6,kappen1988,high,green algae,47,ochroleuca,41.720359955241136,2.096988627211272e-7,npp
6_kappen1988,6,kappen1988,high,green algae,47,ochroleuca,41.275184497778135,2.2600252787903162e-7,npp
6_kappen1988,6,kappen1988,high,green algae,47,ochroleuca,40.839409190745464,1.8440007232671194e-7,npp
6_kappen1988,6,kappen1988,high,green algae,47,ochroleuca,40.55396862327563,1.5797689136662994e-7,npp
6_kappen1988,6,kappen1988,high,green algae,47,ochroleuca,40.1332115564597,1.073793105777994e-7,npp
7_kappen1988,7,kappen1988,neutral,green algae,75,ochroleuca,42.4840495022893,4.6100018170575126e-8,npp
7_kappen1988,7,kappen1988,neutral,green algae,75,ochroleuca,41.570904967043965,5.397075284141925e-8,npp
7_kappen1988,7,kappen1988,neutral,green algae,75,ochroleuca,40.696188397511214,4.6100018170575126e-8,npp
7_kappen1988,7,kappen1988,neutral,green algae,75,ochroleuca,39.58559823145258,1.6865860262943513e-8,npp
1_zotz2003,1,zotz2003,neutral,green algae,9,endosulphureum,40.9836416088657,7.35638298e-7,gpp
1_zotz2003,1,zotz2003,neutral,green algae,9,endosulphureum,40.27249044438772,9.590425536e-7,gpp
1_zotz2003,1,zotz2003,neutral,green algae,9,endosulphureum,39.58559823145258,1.551063828e-6,gpp
1_zotz2003,1,zotz2003,neutral,green algae,9,endosulphureum,38.92174449622782,1.4952127680000005e-6,gpp
1_zotz2003,1,zotz2003,neutral,green algae,9,endosulphureum,38.27978928434875,1.316489364e-6,gpp
1_zotz2003,1,zotz2003,neutral,green algae,9,endosulphureum,37.65866662842876,1.0707446808e-6,gpp
