tpc_grp,lichen_type,elevation_broad,latitude,species,mol_gCmin,inv_T,temp,metabolic_category,study_id,paper_unit
1_lange_1991,green algae,neutral,53.728189,portentosa,2.80822436988e-6,38.27978928434875,30,gpp,lange_1991,1
2_coxson_2003,green algae,neutral,53.37,sarmentosa,5.907748239036583e-7,42.4840495022893,0,gpp,coxson_2003,2
2_coxson_2003,green algae,neutral,53.37,sarmentosa,1.0527910323411345e-6,41.720359955241136,5,gpp,coxson_2003,2
2_coxson_2003,green algae,neutral,53.37,sarmentosa,1.3633265167007497e-6,40.27249044438772,15,gpp,coxson_2003,2
2_coxson_2003,green algae,neutral,53.37,sarmentosa,1.401196697720215e-6,38.92174449622782,25,gpp,coxson_2003,2
4_coxson_2003,green algae,neutral,53.37,sarmentosa,9.391804892827387e-7,41.720359955241136,5,gpp,coxson_2003,4
4_coxson_2003,green algae,neutral,53.37,sarmentosa,1.5602514580019691e-6,40.27249044438772,15,gpp,coxson_2003,4
4_coxson_2003,green algae,neutral,53.37,sarmentosa,2.098008028478376e-6,38.92174449622782,25,gpp,coxson_2003,4
6_coxson_2003,green algae,neutral,53.37,spp,5.756267514958721e-7,42.4840495022893,0,gpp,coxson_2003,6
6_coxson_2003,green algae,neutral,53.37,spp,1.3557524804968568e-6,41.720359955241136,5,gpp,coxson_2003,6
6_coxson_2003,green algae,neutral,53.37,spp,1.6132697114292204e-6,40.27249044438772,15,gpp,coxson_2003,6
6_coxson_2003,green algae,neutral,53.37,spp,1.5905476028175415e-6,38.92174449622782,25,gpp,coxson_2003,6
8_coxson_2003,green algae,neutral,53.37,spp,1.3330303718851775e-6,41.720359955241136,5,gpp,coxson_2003,8
8_coxson_2003,green algae,neutral,53.37,spp,2.211618571536772e-6,40.27249044438772,15,gpp,coxson_2003,8
8_coxson_2003,green algae,neutral,53.37,spp,1.8783609785654775e-6,38.92174449622782,25,gpp,coxson_2003,8
2_lange_1980,green algae,neutral,30.7141,maciformis,1.0756625107930014e-6,38.92174449622782,25,gpp,lange_1980,2
2_lange_1980,green algae,neutral,30.7141,maciformis,8.164684783761267e-7,40.27249044438772,15,gpp,lange_1980,2
2_lange_1980,green algae,neutral,30.7141,maciformis,6.654738241308793e-7,41.720359955241136,5,gpp,lange_1980,2
1_lange_1980,green algae,neutral,30.7141,maciformis,NA,38.92174449622782,25,gpp,lange_1980,1
1_lange_1980,green algae,neutral,30.7141,maciformis,NA,40.27249044438772,15,gpp,lange_1980,1
1_lange_1980,green algae,neutral,30.7141,maciformis,NA,41.720359955241136,5,gpp,lange_1980,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,1.0888708475346511e-7,42.4840495022893,0,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,2.1887470877830798e-7,42.17524303670842,2,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,2.9806816481102783e-7,41.720359955241136,5,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,3.8232197455123836e-7,41.42251694288889,7,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,4.386241392107854e-7,40.9836416088657,10,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,4.906267643717337e-7,40.696188397511214,12,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,5.451333356055442e-7,40.27249044438772,15,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,5.741568401120957e-7,39.99489271601007,17,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,5.815056593198516e-7,39.58559823145258,20,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,5.671952525941074e-7,39.31735768778696,22,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,5.584004112701658e-7,38.92174449622782,25,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,5.357260228735894e-7,38.66239587389746,27,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,5.343578815420738e-7,38.27978928434875,30,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,5.329127274104369e-7,38.028897661970575,32,gpp,adams_1971,1
1_adams_1971,green algae,neutral,44.0197,rangiferina,5.248634340680148e-7,37.65866662842876,35,gpp,adams_1971,1
1_brownkershaw1984,green algae,neutral,58.7679,rufescens,1.3938521775354086e-6,41.720359955241136,5,gpp,brownkershaw1984,1
1_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.303185277588427e-6,40.27249044438772,15,gpp,brownkershaw1984,1
1_brownkershaw1984,green algae,neutral,58.7679,rufescens,3.9642973203059906e-6,38.92174449622782,25,gpp,brownkershaw1984,1
1_brownkershaw1984,green algae,neutral,58.7679,rufescens,4.680603409073695e-6,37.65866662842876,35,gpp,brownkershaw1984,1
1_brownkershaw1984,green algae,neutral,58.7679,rufescens,4.1193645323032645e-6,36.47499016674626,45,gpp,brownkershaw1984,1
3_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.104893515867606e-6,41.720359955241136,5,gpp,brownkershaw1984,3
3_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.730835710065894e-6,40.27249044438772,15,gpp,brownkershaw1984,3
3_brownkershaw1984,green algae,neutral,58.7679,rufescens,3.9642973203059906e-6,38.92174449622782,25,gpp,brownkershaw1984,3
3_brownkershaw1984,green algae,neutral,58.7679,rufescens,4.680603409073695e-6,37.65866662842876,35,gpp,brownkershaw1984,3
3_brownkershaw1984,green algae,neutral,58.7679,rufescens,4.437474052866773e-6,36.47499016674626,45,gpp,brownkershaw1984,3
5_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.2641846436415963e-6,40.27249044438772,15,gpp,brownkershaw1984,5
5_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.884205780504431e-6,38.92174449622782,25,gpp,brownkershaw1984,5
5_brownkershaw1984,green algae,neutral,58.7679,rufescens,4.808792921305764e-6,37.65866662842876,35,gpp,brownkershaw1984,5
5_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.8724389934105888e-6,36.47499016674626,45,gpp,brownkershaw1984,5
7_brownkershaw1984,green algae,neutral,45.1166,rufescens,1.7883141036128153e-6,41.720359955241136,5,gpp,brownkershaw1984,7
7_brownkershaw1984,green algae,neutral,45.1166,rufescens,2.8460014829962886e-6,40.27249044438772,15,gpp,brownkershaw1984,7
7_brownkershaw1984,green algae,neutral,45.1166,rufescens,6.724826084223283e-6,38.92174449622782,25,gpp,brownkershaw1984,7
7_brownkershaw1984,green algae,neutral,45.1166,rufescens,6.321260013633265e-6,37.65866662842876,35,gpp,brownkershaw1984,7
7_brownkershaw1984,green algae,neutral,45.1166,rufescens,6.376726440202984e-6,36.47499016674626,45,gpp,brownkershaw1984,7
9_brownkershaw1984,green algae,neutral,45.1166,rufescens,1.4057870226463684e-6,41.720359955241136,5,gpp,brownkershaw1984,9
9_brownkershaw1984,green algae,neutral,45.1166,rufescens,4.911647720215103e-6,40.27249044438772,15,gpp,brownkershaw1984,9
9_brownkershaw1984,green algae,neutral,45.1166,rufescens,5.19663039536469e-6,38.92174449622782,25,gpp,brownkershaw1984,9
9_brownkershaw1984,green algae,neutral,45.1166,rufescens,9.993519987881542e-6,37.65866662842876,35,gpp,brownkershaw1984,9
9_brownkershaw1984,green algae,neutral,45.1166,rufescens,7.600813099295615e-6,36.47499016674626,45,gpp,brownkershaw1984,9
11_brownkershaw1984,green algae,neutral,45.1166,rufescens,1.7883141036128153e-6,41.720359955241136,5,gpp,brownkershaw1984,11
11_brownkershaw1984,green algae,neutral,45.1166,rufescens,3.4580448125426035e-6,40.27249044438772,15,gpp,brownkershaw1984,11
11_brownkershaw1984,green algae,neutral,45.1166,rufescens,7.184814898886616e-6,38.92174449622782,25,gpp,brownkershaw1984,11
11_brownkershaw1984,green algae,neutral,45.1166,rufescens,8.616422499431947e-6,37.65866662842876,35,gpp,brownkershaw1984,11
11_brownkershaw1984,green algae,neutral,45.1166,rufescens,8.901405174581535e-6,36.47499016674626,45,gpp,brownkershaw1984,11
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.1812598273119744e-7,42.4840495022893,0,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.5678539574339165e-7,42.17524303670842,2,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.9329706278876012e-7,41.720359955241136,5,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,2.201826925698705e-7,41.42251694288889,7,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,2.792327463455275e-7,40.9836416088657,10,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,3.307656911308036e-7,40.696188397511214,12,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,3.554647602817541e-7,40.27249044438772,15,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,3.737335325304855e-7,39.99489271601007,17,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,4.016283428008786e-7,39.58559823145258,20,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,4.1130613421192156e-7,39.31735768778696,22,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,4.112802575172309e-7,38.92174449622782,25,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,4.059367711883662e-7,38.66239587389746,27,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,3.8231157464212676e-7,38.27978928434875,30,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,3.5546476028175417e-7,38.028897661970575,32,gpp,eickmeieradams1973,1
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,3.3397437021888966e-7,37.65866662842876,35,gpp,eickmeieradams1973,1
1_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,2.150494832992502e-6,41.720359955241136,5,gpp,kershaw1977,1
1_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,4.526498703325002e-6,40.27249044438772,15,gpp,kershaw1977,1
1_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,5.914061421646595e-6,38.92174449622782,25,gpp,kershaw1977,1
1_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,4.472863398470045e-6,37.65866662842876,35,gpp,kershaw1977,1
3_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,1.989990181019465e-6,41.720359955241136,5,gpp,kershaw1977,3
3_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,2.5782397311217148e-6,40.27249044438772,15,gpp,kershaw1977,3
3_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,5.2525147466484884e-06,38.92174449622782,25,gpp,kershaw1977,3
3_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,3.883410062864501e-6,37.65866662842876,35,gpp,kershaw1977,3
5_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,1.7107120858895708e-6,41.720359955241136,5,gpp,kershaw1977,5
5_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,3.9066832371430735e-6,40.27249044438772,15,gpp,kershaw1977,5
5_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,4.394884888282966e-6,38.92174449622782,25,gpp,kershaw1977,5
5_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,6.139302950844504e-6,37.65866662842876,35,gpp,kershaw1977,5
7_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,3.913562195713095e-6,41.720359955241136,5,gpp,kershaw1977,7
7_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,5.8112769764447474e-6,40.27249044438772,15,gpp,kershaw1977,7
7_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,7.010468360221162e-6,38.92174449622782,25,gpp,kershaw1977,7
7_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,6.468264136938575e-6,37.65866662842876,35,gpp,kershaw1977,7
9_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,1.9082104976141786e-6,41.720359955241136,5,gpp,kershaw1977,9
9_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,6.55178323865788e-6,40.27249044438772,15,gpp,kershaw1977,9
9_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,5.073450472619858e-6,38.92174449622782,25,gpp,kershaw1977,9
9_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,4.162332996288722e-6,37.65866662842876,35,gpp,kershaw1977,9
11_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,2.679533968037567e-6,41.720359955241136,5,gpp,kershaw1977,11
11_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,4.2717564189956826e-6,40.27249044438772,15,gpp,kershaw1977,11
11_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,3.965370836931001e-6,38.92174449622782,25,gpp,kershaw1977,11
11_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,4.722848894948118e-6,37.65866662842876,35,gpp,kershaw1977,11
13_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,3.044874210406726e-6,41.720359955241136,5,gpp,kershaw1977,13
13_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,5.7800131417102175e-6,40.27249044438772,15,gpp,kershaw1977,13
13_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,7.072102778156479e-6,38.92174449622782,25,gpp,kershaw1977,13
13_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,7.210110277967128e-6,37.65866662842876,35,gpp,kershaw1977,13
15_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,4.433435108687419e-6,40.27249044438772,15,gpp,kershaw1977,15
15_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,4.224860666515185e-6,38.92174449622782,25,gpp,kershaw1977,15
15_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,4.936112911459516e-6,37.65866662842876,35,gpp,kershaw1977,15
1_kershaw1983,green algae,neutral,47.9885,stellaris,5.083269317579337e-7,41.720359955241136,5,gpp,kershaw1983,1
1_kershaw1983,green algae,neutral,47.9885,stellaris,9.417395046580323e-7,40.27249044438772,15,gpp,kershaw1983,1
1_kershaw1983,green algae,neutral,47.9885,stellaris,9.629158070135574e-7,38.92174449622782,25,gpp,kershaw1983,1
1_kershaw1983,green algae,neutral,47.9885,stellaris,1.8045462569113083e-6,37.65866662842876,35,gpp,kershaw1983,1
3_kershaw1983,green algae,neutral,47.9885,stellaris,7.500046709081268e-7,41.720359955241136,5,gpp,kershaw1983,3
3_kershaw1983,green algae,neutral,47.9885,stellaris,1.5020185397258198e-6,40.27249044438772,15,gpp,kershaw1983,3
3_kershaw1983,green algae,neutral,47.9885,stellaris,1.6933068855563129e-6,38.92174449622782,25,gpp,kershaw1983,3
5_kershaw1983,green algae,neutral,47.9885,stellaris,9.20563202302507e-7,41.720359955241136,5,gpp,kershaw1983,5
5_kershaw1983,green algae,neutral,47.9885,stellaris,1.6248666068317805e-6,40.27249044438772,15,gpp,kershaw1983,5
5_kershaw1983,green algae,neutral,47.9885,stellaris,2.060958110277967e-6,38.92174449622782,25,gpp,kershaw1983,5
5_kershaw1983,green algae,neutral,47.9885,stellaris,2.2887947125653258e-6,37.65866662842876,35,gpp,kershaw1983,5
7_kershaw1983,green algae,neutral,47.9885,stellaris,9.94361340604408e-7,41.720359955241136,5,gpp,kershaw1983,7
7_kershaw1983,green algae,neutral,47.9885,stellaris,1.81928037037037e-6,40.27249044438772,15,gpp,kershaw1983,7
7_kershaw1983,green algae,neutral,47.9885,stellaris,2.4921382420661967e-6,38.92174449622782,25,gpp,kershaw1983,7
9_kershaw1983,green algae,neutral,47.9885,stellaris,9.489158509429675e-7,41.720359955241136,5,gpp,kershaw1983,9
9_kershaw1983,green algae,neutral,47.9885,stellaris,1.5027789949253958e-6,40.27249044438772,15,gpp,kershaw1983,9
9_kershaw1983,green algae,neutral,47.9885,stellaris,2.614452051049004e-6,38.92174449622782,25,gpp,kershaw1983,9
9_kershaw1983,green algae,neutral,47.9885,stellaris,1.5944943709762934e-6,37.65866662842876,35,gpp,kershaw1983,9
11_kershaw1983,green algae,neutral,47.9885,stellaris,9.485399681890479e-7,41.720359955241136,5,gpp,kershaw1983,11
11_kershaw1983,green algae,neutral,47.9885,stellaris,2.0848333401499657e-6,40.27249044438772,15,gpp,kershaw1983,11
11_kershaw1983,green algae,neutral,47.9885,stellaris,2.494545472241157e-6,38.92174449622782,25,gpp,kershaw1983,11
13_kershaw1983,green algae,neutral,47.9885,stellaris,1.151516620465046e-6,41.720359955241136,5,gpp,kershaw1983,13
13_kershaw1983,green algae,neutral,47.9885,stellaris,2.3175047254411876e-6,40.27249044438772,15,gpp,kershaw1983,13
13_kershaw1983,green algae,neutral,47.9885,stellaris,3.630650902825115e-6,38.92174449622782,25,gpp,kershaw1983,13
13_kershaw1983,green algae,neutral,47.9885,stellaris,2.498680181776869e-6,37.65866662842876,35,gpp,kershaw1983,13
15_kershaw1983,green algae,neutral,47.9885,stellaris,1.2389093463606757e-6,41.720359955241136,5,gpp,kershaw1983,15
15_kershaw1983,green algae,neutral,47.9885,stellaris,3.1933113928652575e-6,40.27249044438772,15,gpp,kershaw1983,15
15_kershaw1983,green algae,neutral,47.9885,stellaris,4.0551164311141414e-6,38.92174449622782,25,gpp,kershaw1983,15
15_kershaw1983,green algae,neutral,47.9885,stellaris,3.2136090585473e-6,37.65866662842876,35,gpp,kershaw1983,15
1_larson1980,green algae,neutral,44.55,vellea,1.3879011285313944e-7,42.4840495022893,0,gpp,larson1980,1
1_larson1980,green algae,neutral,44.55,vellea,3.258807892145724e-7,40.41273940989142,14,gpp,larson1980,1
1_larson1980,green algae,neutral,44.55,vellea,7.022709566007724e-7,38.53401335397749,28,gpp,larson1980,1
3_larson1980,green algae,neutral,44.55,vellea,4.974062962962962e-7,42.4840495022893,0,gpp,larson1980,3
3_larson1980,green algae,neutral,44.55,vellea,3.81657093084905e-7,40.41273940989142,14,gpp,larson1980,3
3_larson1980,green algae,neutral,44.55,vellea,1.9455293054608805e-6,38.53401335397749,28,gpp,larson1980,3
5_larson1980,green algae,neutral,44.55,mammulata,2.5700514807240774e-7,42.4840495022893,0,gpp,larson1980,5
5_larson1980,green algae,neutral,44.55,mammulata,7.065038763917291e-7,40.41273940989142,14,gpp,larson1980,5
5_larson1980,green algae,neutral,44.55,mammulata,1.7485219003256834e-6,38.53401335397749,28,gpp,larson1980,5
7_larson1980,green algae,neutral,44.55,mammulata,2.765938385215481e-7,42.4840495022893,0,gpp,larson1980,7
7_larson1980,green algae,neutral,44.55,mammulata,6.604241831401955e-7,40.41273940989142,14,gpp,larson1980,7
7_larson1980,green algae,neutral,44.55,mammulata,9.296144224797395e-7,38.53401335397749,28,gpp,larson1980,7
9_larson1980,green algae,neutral,44.55,papulosa,1.2806146481860185e-7,42.4840495022893,0,gpp,larson1980,9
9_larson1980,green algae,neutral,44.55,papulosa,8.046858895705521e-7,40.41273940989142,14,gpp,larson1980,9
9_larson1980,green algae,neutral,44.55,papulosa,1.3186266113762023e-6,38.53401335397749,28,gpp,larson1980,9
11_larson1980,green algae,neutral,44.55,papulosa,1.4782057335454065e-7,42.4840495022893,0,gpp,larson1980,11
11_larson1980,green algae,neutral,44.55,papulosa,8.2487141634477e-7,40.41273940989142,14,gpp,larson1980,11
11_larson1980,green algae,neutral,44.55,papulosa,1.4076890896008483e-6,38.53401335397749,28,gpp,larson1980,11
13_larson1980,green algae,neutral,44.55,muhlenbergii,1.5154086874195257e-7,42.4840495022893,0,gpp,larson1980,13
13_larson1980,green algae,neutral,44.55,muhlenbergii,3.28014026357646e-7,40.41273940989142,14,gpp,larson1980,13
13_larson1980,green algae,neutral,44.55,muhlenbergii,9.735128508672272e-7,38.53401335397749,28,gpp,larson1980,13
15_larson1980,green algae,neutral,44.55,muhlenbergii,1.6112276603802167e-7,42.4840495022893,0,gpp,larson1980,15
15_larson1980,green algae,neutral,44.55,muhlenbergii,4.1236365901689006e-07,40.41273940989142,14,gpp,larson1980,15
15_larson1980,green algae,neutral,44.55,muhlenbergii,8.33635316973415e-7,38.53401335397749,28,gpp,larson1980,15
17_larson1980,green algae,neutral,44.55,deusta,6.547866568204195e-7,42.4840495022893,0,gpp,larson1980,17
17_larson1980,green algae,neutral,44.55,deusta,1.7021847428614707e-6,40.41273940989142,14,gpp,larson1980,17
17_larson1980,green algae,neutral,44.55,deusta,1.7022613799893963e-6,38.53401335397749,28,gpp,larson1980,17
19_larson1980,green algae,neutral,44.55,deusta,4.67792340377187e-7,42.4840495022893,0,gpp,larson1980,19
19_larson1980,green algae,neutral,44.55,deusta,1.3098032257820192e-6,40.41273940989142,14,gpp,larson1980,19
19_larson1980,green algae,neutral,44.55,deusta,1.4873711898810874e-6,38.53401335397749,28,gpp,larson1980,19
1_lechowicz1973,green algae,neutral,43.8673,uncialis,1.0429449140346891e-7,42.17524303670842,2,gpp,lechowicz1973,1
1_lechowicz1973,green algae,neutral,43.8673,uncialis,4.365753389381201e-7,41.12889640811739,9,gpp,lechowicz1973,1
1_lechowicz1973,green algae,neutral,43.8673,uncialis,5.755686351586761e-7,40.27249044438772,15,gpp,lechowicz1973,1
1_lechowicz1973,green algae,neutral,43.8673,uncialis,6.124560917973187e-7,39.99489271601007,17,gpp,lechowicz1973,1
1_lechowicz1973,green algae,neutral,43.8673,uncialis,7.357616443232599e-7,39.58559823145258,20,gpp,lechowicz1973,1
1_lechowicz1973,green algae,neutral,43.8673,uncialis,9.678772604711049e-7,39.18459605453426,23,gpp,lechowicz1973,1
1_lechowicz1973,green algae,neutral,43.8673,uncialis,9.257764750435506e-7,38.92174449622782,25,gpp,lechowicz1973,1
1_lechowicz1973,green algae,neutral,43.8673,uncialis,8.523483178065591e-7,38.27978928434875,30,gpp,lechowicz1973,1
1_lechowicz1973,green algae,neutral,43.8673,uncialis,5.516288404150571e-7,37.53685305369666,36,gpp,lechowicz1973,1
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,2.2646777626297053e-7,42.022517188304626,3,gpp,lechowicz1973,2
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,6.892864053624177e-7,41.12889640811739,9,gpp,lechowicz1973,2
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,1.1775115042035898e-6,40.27249044438772,15,gpp,lechowicz1973,2
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,1.53429529500871e-6,39.857524030741274,18,gpp,lechowicz1973,2
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,1.762667627054457e-6,39.58559823145258,20,gpp,lechowicz1973,2
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,1.9448734545179126e-6,39.31735768778696,22,gpp,lechowicz1973,2
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,1.9354125047337725e-6,38.92174449622782,25,gpp,lechowicz1973,2
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,1.8423071718548813e-6,38.27978928434875,30,gpp,lechowicz1973,2
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,1.0423744898886615e-6,37.65866662842876,35,gpp,lechowicz1973,2
3_lechowicz1973,green algae,neutral,43.8673,mitis,1.0998562372188138e-7,41.87089345679351,4,gpp,lechowicz1973,3
3_lechowicz1973,green algae,neutral,43.8673,mitis,3.6280150571839734e-7,41.12889640811739,9,gpp,lechowicz1973,3
3_lechowicz1973,green algae,neutral,43.8673,mitis,7.880951238354918e-7,40.41273940989142,14,gpp,lechowicz1973,3
3_lechowicz1973,green algae,neutral,43.8673,mitis,1.0691875710065893e-6,39.857524030741274,18,gpp,lechowicz1973,3
3_lechowicz1973,green algae,neutral,43.8673,mitis,1.2302495758539725e-6,39.58559823145258,20,gpp,lechowicz1973,3
3_lechowicz1973,green algae,neutral,43.8673,mitis,1.1031828478376125e-6,39.18459605453426,23,gpp,lechowicz1973,3
3_lechowicz1973,green algae,neutral,43.8673,mitis,1.3192447572521397e-6,38.92174449622782,25,gpp,lechowicz1973,3
3_lechowicz1973,green algae,neutral,43.8673,mitis,1.302481458001969e-6,38.15393102597508,31,gpp,lechowicz1973,3
3_lechowicz1973,green algae,neutral,43.8673,mitis,8.618689987124139e-7,37.53685305369666,36,gpp,lechowicz1973,3
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,7.228353480269635e-8,41.720359955241136,5,gpp,lechowicz1973,4
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,3.8817283268954026e-7,40.9836416088657,10,gpp,lechowicz1973,4
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,6.324691729152466e-7,40.27249044438772,15,gpp,lechowicz1973,4
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,8.902666681814738e-7,39.857524030741274,18,gpp,lechowicz1973,4
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,1.022029521320912e-6,39.58559823145258,20,gpp,lechowicz1973,4
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,1.132590345376051e-6,39.18459605453426,23,gpp,lechowicz1973,4
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,1.264395838067106e-6,38.92174449622782,25,gpp,lechowicz1973,4
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,1.313158645762327e-6,38.27978928434875,30,gpp,lechowicz1973,4
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,1.221968260243884e-6,37.53685305369666,36,gpp,lechowicz1973,4
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,4.312384170264334e-7,40.9836416088657,10,gpp,lechowiczadams1974,9
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,5.837001211845793e-7,40.27249044438772,15,gpp,lechowiczadams1974,9
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,6.316400219647049e-7,39.857524030741274,18,gpp,lechowiczadams1974,9
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,7.634403620389304e-7,39.58559823145258,20,gpp,lechowiczadams1974,9
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,9.88280059834886e-7,39.31735768778696,22,gpp,lechowiczadams1974,9
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,9.47059373627206e-7,38.79163670917708,26,gpp,lechowiczadams1974,9
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,8.774091161099749e-7,38.15393102597508,31,gpp,lechowiczadams1974,9
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,5.839543565856245e-7,37.4158249929077,37,gpp,lechowiczadams1974,9
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,2.2511321593577217e-7,41.87089345679351,4,gpp,lechowiczadams1974,10
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,6.988829622055592e-7,41.12889640811739,9,gpp,lechowiczadams1974,10
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.1900666727258957e-6,40.27249044438772,15,gpp,lechowiczadams1974,10
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.5429817352116943e-6,39.857524030741274,18,gpp,lechowiczadams1974,10
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.775271023252291e-6,39.451022000851,21,gpp,lechowiczadams1974,10
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.95832402711505e-6,39.18459605453426,23,gpp,lechowiczadams1974,10
