tpc_grp,lichen_type,elevation_broad,latitude,species,mol_gCmin,sd_molgCmin,temp,metabolic_category,study_id,paper_unit,mol_grammin
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.1149487958333334e-7,NA,10,r,scholander1952,12,1.1149487958333334e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.39450769375e-7,NA,10,r,scholander1952,12,1.39450769375e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.5595665458333334e-7,NA,10,r,scholander1952,12,1.5595665458333334e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.744162346875e-7,NA,10,r,scholander1952,12,1.744162346875e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.9506075583333334e-7,NA,10,r,scholander1952,12,1.9506075583333334e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.6188188125e-7,NA,10,r,scholander1952,12,1.6188188125e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.7119447354166668e-7,NA,10,r,scholander1952,12,1.7119447354166668e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,2.8321302479166666e-7,NA,10,r,scholander1952,12,2.8321302479166666e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.649283859375e-7,NA,20,r,scholander1952,12,1.649283859375e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.8792111072916668e-7,NA,20,r,scholander1952,12,1.8792111072916668e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,2.1016411656250002e-7,NA,20,r,scholander1952,12,2.1016411656250002e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,2.26436915625e-7,NA,20,r,scholander1952,12,2.26436915625e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,2.7284681625e-7,NA,20,r,scholander1952,12,2.7284681625e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.0514192833333335e-7,NA,20,r,scholander1952,12,3.0514192833333335e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.287687651041667e-7,NA,20,r,scholander1952,12,3.287687651041667e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.60891273125e-7,NA,20,r,scholander1952,12,3.60891273125e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.4125960395833336e-7,NA,30,r,scholander1952,12,3.4125960395833336e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.816522951041667e-7,NA,30,r,scholander1952,12,3.816522951041667e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.816522951041667e-7,NA,30,r,scholander1952,12,3.816522951041667e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.816522951041667e-7,NA,30,r,scholander1952,12,3.816522951041667e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.4125960395833336e-7,NA,30,r,scholander1952,12,3.4125960395833336e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,6.197181191666667e-7,NA,30,r,scholander1952,12,6.197181191666667e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,6.677022782291667e-7,NA,30,r,scholander1952,12,6.677022782291667e-7
12_scholander1952,green algae,neutral,9.369,nigrociliata,7.467338764583334e-7,NA,30,r,scholander1952,12,7.467338764583334e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,4.911361419791667e-8,NA,0,r,scholander1952,13,4.911361419791667e-8
13_scholander1952,green algae,neutral,20.0117,dendrescoides,5.1957968260416664e-8,NA,0,r,scholander1952,13,5.1957968260416664e-8
13_scholander1952,green algae,neutral,20.0117,dendrescoides,5.0964669479166674e-8,NA,0,r,scholander1952,13,5.0964669479166674e-8
13_scholander1952,green algae,neutral,20.0117,dendrescoides,5.492687490625e-8,NA,0,r,scholander1952,13,5.492687490625e-8
13_scholander1952,green algae,neutral,20.0117,dendrescoides,5.702203725e-8,NA,0,r,scholander1952,13,5.702203725e-8
13_scholander1952,green algae,neutral,20.0117,dendrescoides,6.141923164583333e-8,NA,0,r,scholander1952,13,6.141923164583333e-8
13_scholander1952,green algae,neutral,20.0117,dendrescoides,5.699286041666667e-8,NA,0,r,scholander1952,13,5.699286041666667e-8
13_scholander1952,green algae,neutral,20.0117,dendrescoides,1.0790984458333333e-7,NA,10,r,scholander1952,13,1.0790984458333333e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,1.2066478843749998e-7,NA,10,r,scholander1952,13,1.2066478843749998e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,1.3004577114583333e-7,NA,10,r,scholander1952,13,1.3004577114583333e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,1.2073538875e-7,NA,10,r,scholander1952,13,1.2073538875e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.2858274510416669e-7,NA,20,r,scholander1952,13,2.2858274510416669e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.462456689583333e-7,NA,20,r,scholander1952,13,2.462456689583333e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.8589689312500003e-7,NA,20,r,scholander1952,13,2.8589689312500003e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.5569468500000004e-7,NA,20,r,scholander1952,13,2.5569468500000004e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,1.6724777343750002e-7,NA,30,r,scholander1952,13,1.6724777343750002e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.296548776041667e-7,NA,30,r,scholander1952,13,2.296548776041667e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.6659561500000005e-7,NA,30,r,scholander1952,13,2.6659561500000005e-7
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.8723784895833334e-7,NA,30,r,scholander1952,13,2.8723784895833334e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,4.491959091666667e-8,NA,0,r,scholander1952,14,4.491959091666667e-8
14_scholander1952,green algae,neutral,20.0117,leptosperma,5.120900784375e-8,NA,0,r,scholander1952,14,5.120900784375e-8
14_scholander1952,green algae,neutral,20.0117,leptosperma,5.729633585416667e-8,NA,0,r,scholander1952,14,5.729633585416667e-8
14_scholander1952,green algae,neutral,20.0117,leptosperma,5.729633585416667e-8,NA,0,r,scholander1952,14,5.729633585416667e-8
14_scholander1952,green algae,neutral,20.0117,leptosperma,1.1453543177083334e-7,NA,10,r,scholander1952,14,1.1453543177083334e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,1.2577382364583334e-7,NA,10,r,scholander1952,14,1.2577382364583334e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,1.4609350697916666e-7,NA,10,r,scholander1952,14,1.4609350697916666e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,1.6345996520833335e-7,NA,10,r,scholander1952,14,1.6345996520833335e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,2.0849827166666667e-7,NA,20,r,scholander1952,14,2.0849827166666667e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,2.4218269604166666e-7,NA,20,r,scholander1952,14,2.4218269604166666e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,2.8662485052083333e-7,NA,20,r,scholander1952,14,2.8662485052083333e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,3.2675663156249997e-7,NA,20,r,scholander1952,14,3.2675663156249997e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,1.7616990791666665e-7,NA,30,r,scholander1952,14,1.7616990791666665e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,2.20542708125e-7,NA,30,r,scholander1952,14,2.20542708125e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,2.3769115895833334e-7,NA,30,r,scholander1952,14,2.3769115895833334e-7
14_scholander1952,green algae,neutral,20.0117,leptosperma,3.2675663156249997e-7,NA,30,r,scholander1952,14,3.2675663156249997e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,4.387388592708333e-8,NA,0,r,scholander1952,15,4.387388592708333e-8
15_scholander1952,green algae,neutral,20.0117,flavicans,5.4878704072916675e-8,NA,0,r,scholander1952,15,5.4878704072916675e-8
15_scholander1952,green algae,neutral,20.0117,flavicans,6.490977365625e-8,NA,0,r,scholander1952,15,6.490977365625e-8
15_scholander1952,green algae,neutral,20.0117,flavicans,7.53507228125e-8,NA,0,r,scholander1952,15,7.53507228125e-8
15_scholander1952,green algae,neutral,20.0117,flavicans,1.2643610291666666e-7,NA,10,r,scholander1952,15,1.2643610291666666e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,1.7038280239583334e-7,NA,10,r,scholander1952,15,1.7038280239583334e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,2.4738255864583334e-7,NA,10,r,scholander1952,15,2.4738255864583334e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,2.7666363135416664e-7,NA,10,r,scholander1952,15,2.7666363135416664e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,2.556199151041667e-7,NA,20,r,scholander1952,15,2.556199151041667e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,4.309653445833333e-7,NA,20,r,scholander1952,15,4.309653445833333e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,4.641987835416667e-7,NA,20,r,scholander1952,15,4.641987835416667e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,4.3074482979166664e-7,NA,20,r,scholander1952,15,4.3074482979166664e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,3.4288529937500003e-7,NA,30,r,scholander1952,15,3.4288529937500003e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,3.834704135416667e-7,NA,30,r,scholander1952,15,3.834704135416667e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,4.0541176291666675e-7,NA,30,r,scholander1952,15,4.0541176291666675e-7
15_scholander1952,green algae,neutral,20.0117,flavicans,4.289220420833333e-7,NA,30,r,scholander1952,15,4.289220420833333e-7
2_schroeter1995,green algae,neutral,-77,aprina,-7.97342196e-9,NA,-8,r,schroeter1995,2,7.97342196e-9
2_schroeter1995,green algae,neutral,-77,aprina,-3.189368772e-8,NA,-5.9,r,schroeter1995,2,3.189368772e-8
2_schroeter1995,green algae,neutral,-77,aprina,-2.1129568079999998e-8,NA,-4,r,schroeter1995,2,2.1129568079999998e-8
2_schroeter1995,green algae,neutral,-77,aprina,-4.62458472e-8,NA,-2,r,schroeter1995,2,4.62458472e-8
2_schroeter1995,green algae,neutral,-77,aprina,-6.179401992e-8,NA,0,r,schroeter1995,2,6.179401992e-8
2_schroeter1995,green algae,neutral,-77,aprina,-1.2159468444e-7,NA,2,r,schroeter1995,2,1.2159468444e-7
2_schroeter1995,green algae,neutral,-77,aprina,-1.8019933559999998e-7,NA,4,r,schroeter1995,2,1.8019933559999998e-7
1_shelyakin2019,green algae,neutral,-69,decussata,6.624e-7,NA,5,r,shelyakin2019,1,6.624e-7
1_shelyakin2019,green algae,neutral,-69,decussata,1.3728e-6,NA,15,r,shelyakin2019,1,1.3728e-6
1_shelyakin2019,green algae,neutral,-69,decussata,2.4288000000000004e-6,NA,25,r,shelyakin2019,1,2.4288000000000004e-6
1_shelyakin2019,green algae,neutral,-69,decussata,3.2064000000000003e-6,NA,35,r,shelyakin2019,1,3.2064000000000003e-6
2_shelyakin2019,green algae,neutral,-68,sphacelata,5.472e-7,NA,5,r,shelyakin2019,2,5.472e-7
2_shelyakin2019,green algae,neutral,-68,sphacelata,1.1520000000000002e-6,NA,15,r,shelyakin2019,2,1.1520000000000002e-6
2_shelyakin2019,green algae,neutral,-68,sphacelata,1.8432000000000002e-6,NA,25,r,shelyakin2019,2,1.8432000000000002e-6
2_shelyakin2019,green algae,neutral,-68,sphacelata,2.9136e-6,NA,35,r,shelyakin2019,2,2.9136e-6
3_shelyakin2019,green algae,neutral,-62,aurantiaco-atra,3.552e-7,NA,5,r,shelyakin2019,3,3.552e-7
3_shelyakin2019,green algae,neutral,-62,aurantiaco-atra,8.832000000000001e-7,NA,15,r,shelyakin2019,3,8.832000000000001e-7
3_shelyakin2019,green algae,neutral,-62,aurantiaco-atra,1.2960000000000002e-6,NA,25,r,shelyakin2019,3,1.2960000000000002e-6
3_shelyakin2019,green algae,neutral,-62,aurantiaco-atra,1.5696e-6,NA,35,r,shelyakin2019,3,1.5696e-6
1_shelyakin2020,green algae,neutral,-62,terebrata,4.2512077300000004e-7,NA,5,r,shelyakin2020,1,4.2512077300000004e-7
1_shelyakin2020,green algae,neutral,-62,terebrata,6.95652174e-7,NA,15,r,shelyakin2020,1,6.95652174e-7
1_shelyakin2020,green algae,neutral,-62,terebrata,1.2753623188e-6,NA,25,r,shelyakin2020,1,1.2753623188e-6
1_shelyakin2020,green algae,neutral,-62,terebrata,1.6038647342000001e-6,NA,35,r,shelyakin2020,1,1.6038647342000001e-6
2_shelyakin2020,green algae,neutral,-69,decussata,6.376811594e-7,NA,5,r,shelyakin2020,2,6.376811594e-7
2_shelyakin2020,green algae,neutral,-69,decussata,1.3526570048000003e-6,NA,15,r,shelyakin2020,2,1.3526570048000003e-6
2_shelyakin2020,green algae,neutral,-69,decussata,2.4154589380000003e-6,NA,25,r,shelyakin2020,2,2.4154589380000003e-6
2_shelyakin2020,green algae,neutral,-69,decussata,3.188405798e-6,NA,35,r,shelyakin2020,2,3.188405798e-6
3_shelyakin2020,green algae,neutral,-68,sphacelata,3.4798097360000003e-7,NA,5,r,shelyakin2020,3,3.4798097360000003e-7
3_shelyakin2020,green algae,neutral,-68,sphacelata,8.682522012e-7,NA,15,r,shelyakin2020,3,8.682522012e-7
3_shelyakin2020,green algae,neutral,-68,sphacelata,1.2715312216000001e-6,NA,25,r,shelyakin2020,3,1.2715312216000001e-6
3_shelyakin2020,green algae,neutral,-68,sphacelata,1.4992004858000001e-6,NA,35,r,shelyakin2020,3,1.4992004858000001e-6
4_shelyakin2020,green algae,neutral,-62,aurantiaco-atra,5.311173172000001e-7,NA,5,r,shelyakin2020,4,5.311173172000001e-7
4_shelyakin2020,green algae,neutral,-62,aurantiaco-atra,1.1758508730000002e-6,NA,15,r,shelyakin2020,4,1.1758508730000002e-6
4_shelyakin2020,green algae,neutral,-62,aurantiaco-atra,1.8424721296000002e-6,NA,25,r,shelyakin2020,4,1.8424721296000002e-6
4_shelyakin2020,green algae,neutral,-62,aurantiaco-atra,2.926776106e-6,NA,35,r,shelyakin2020,4,2.926776106e-6
1_smith2001,green algae,neutral,-46.8964,complicatulum,-2.5280128013333332e-6,NA,25,r,smith2001,1,2.5280128013333332e-6
1_smith2001,green algae,neutral,-46.8964,complicatulum,-2.3695969596666664e-6,NA,25,r,smith2001,1,2.3695969596666664e-6
1_smith2001,green algae,neutral,-46.8964,complicatulum,-1.7557555756666665e-6,NA,20,r,smith2001,1,1.7557555756666665e-6
1_smith2001,green algae,neutral,-46.8964,complicatulum,-1.5379337933333333e-6,NA,20,r,smith2001,1,1.5379337933333333e-6
1_smith2001,green algae,neutral,-46.8964,complicatulum,-1.1616961696666666e-6,NA,15,r,smith2001,1,1.1616961696666666e-6
1_smith2001,green algae,neutral,-46.8964,complicatulum,-1.0428842883333335e-6,NA,15,r,smith2001,1,1.0428842883333335e-6
1_smith2001,green algae,neutral,-46.8964,complicatulum,-9.438743873333333e-7,NA,15,r,smith2001,1,9.438743873333333e-7
1_smith2001,green algae,neutral,-46.8964,complicatulum,-8.646464646666666e-7,NA,10,r,smith2001,1,8.646464646666666e-7
1_smith2001,green algae,neutral,-46.8964,complicatulum,-7.458345833333334e-7,NA,10,r,smith2001,1,7.458345833333334e-7
1_smith2001,green algae,neutral,-46.8964,complicatulum,-6.270227023333333e-7,NA,10,r,smith2001,1,6.270227023333333e-7
1_smith2001,green algae,neutral,-46.8964,complicatulum,-2.903890389e-7,NA,5,r,smith2001,1,2.903890389e-7
2_uchida2006,green algae,neutral,79,delisei,2.0628826781792014e-8,2.897174884495948e-9,4,r,uchida2006,2,2.0628826781792014e-8
2_uchida2006,green algae,neutral,79,delisei,2.6373369688707113e-8,3.31105051882148e-9,7,r,uchida2006,2,2.6373369688707113e-8
2_uchida2006,green algae,neutral,79,delisei,4.1189820495341965e-8,4.345754752707718e-9,12,r,uchida2006,2,4.1189820495341965e-8
2_uchida2006,green algae,neutral,79,delisei,5.355647201393622e-8,7.2429296372036655e-9,15,r,uchida2006,2,5.355647201393622e-8
2_uchida2006,green algae,neutral,79,delisei,7.954858744224798e-8,5.794342194955692e-9,20,r,uchida2006,2,7.954858744224798e-8
3_zotz2003,green algae,neutral,9,endosulphureum,-2.36170212e-7,1.2488677482526412e-7,10,r,zotz2003,3,2.36170212e-7
3_zotz2003,green algae,neutral,9,endosulphureum,-2.2500000000000004e-7,9.990942147018025e-8,15,r,zotz2003,3,2.2500000000000004e-7
3_zotz2003,green algae,neutral,9,endosulphureum,-3.9255319200000004e-7,1.2488677482526412e-7,20,r,zotz2003,3,3.9255319200000004e-7
3_zotz2003,green algae,neutral,9,endosulphureum,-4.59574464e-7,1.2488677482526412e-7,25,r,zotz2003,3,4.59574464e-7
3_zotz2003,green algae,neutral,9,endosulphureum,-7.61170212e-7,5.24524455339422e-7,30,r,zotz2003,3,7.61170212e-7
3_zotz2003,green algae,neutral,9,endosulphureum,-1.1409574440000002e-6,4.7456974594597266e-7,35,r,zotz2003,3,1.1409574440000002e-6
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-4.6887001548387094e-4,NA,2,r,lange2005oecologia,1,4.6887001548387094e-4
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-5.455227406451613e-4,NA,2,r,lange2005oecologia,1,5.455227406451613e-4
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-6.605018264516128e-4,NA,2,r,lange2005oecologia,1,6.605018264516128e-4
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-6.03012284516129e-4,NA,2,r,lange2005oecologia,1,6.03012284516129e-4
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0011092241458064516,NA,7,r,lange2005oecologia,1,0.0011092241458064516
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.001195458460645161,NA,7,r,lange2005oecologia,1,0.001195458460645161
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0013487794122580645,NA,7,r,lange2005oecologia,1,0.0013487794122580645
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.001502069357419355,NA,7,r,lange2005oecologia,1,0.001502069357419355
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0016745069787096774,NA,7.1,r,lange2005oecologia,1,0.0016745069787096774
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.001615467015483871,NA,12,r,lange2005oecologia,1,0.001615467015483871
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0017496092845161288,NA,12,r,lange2005oecologia,1,0.0017496092845161288
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0018262620077419355,NA,12,r,lange2005oecologia,1,0.0018262620077419355
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0019795674561290323,NA,12,r,lange2005oecologia,1,0.0019795674561290323
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0021328574012903223,NA,12,r,lange2005oecologia,1,0.0021328574012903223
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.002228673305806452,NA,12,r,lange2005oecologia,1,0.002228673305806452
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0018055018954838708,NA,17,r,lange2005oecologia,1,0.0018055018954838708
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0021312604683870963,NA,17,r,lange2005oecologia,1,0.0021312604683870963
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0022654027354838705,NA,17,r,lange2005oecologia,1,0.0022654027354838705
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.002380381823225806,NA,17,r,lange2005oecologia,1,0.002380381823225806
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0025145395935483868,NA,17,r,lange2005oecologia,1,0.0025145395935483868
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.002648681860645161,NA,17,r,lange2005oecologia,1,0.002648681860645161
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.002782824129677419,NA,17,r,lange2005oecologia,1,0.002782824129677419
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.002878640034193548,NA,17,r,lange2005oecologia,1,0.002878640034193548
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0030319454825806446,NA,17,r,lange2005oecologia,1,0.0030319454825806446
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0028962062845161287,NA,22,r,lange2005oecologia,1,0.0028962062845161287
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.003039922389677419,NA,22,r,lange2005oecologia,1,0.003039922389677419
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0031453121322580642,NA,22,r,lange2005oecologia,1,0.0031453121322580642
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.004695932866451613,NA,27,r,lange2005oecologia,1,0.004695932866451613
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.004715065039354838,NA,27.1,r,lange2005oecologia,1,0.004715065039354838
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0049258755348387095,NA,27.1,r,lange2005oecologia,1,0.0049258755348387095
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.00500252826,NA,27.1,r,lange2005oecologia,1,0.00500252826
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.005117507345806451,NA,27.1,r,lange2005oecologia,1,0.005117507345806451
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.0054049705664516124,NA,27,r,lange2005oecologia,1,0.0054049705664516124
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.005577439196129032,NA,27,r,lange2005oecologia,1,0.005577439196129032
1_lange2005oecologia,green algae,neutral,48.7938,muralis,-0.00574990782580645,NA,27,r,lange2005oecologia,1,0.00574990782580645
2_lange2002florai,green algae,neutral,49.9174,muralis,-5.170780838709677e-4,NA,2,r,lange2002florai,2,5.170780838709677e-4
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.0016760775677419355,NA,7,r,lange2002florai,2,0.0016760775677419355
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.0014223719206451612,NA,7,r,lange2002florai,2,0.0014223719206451612
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.0012193058709677417,NA,7,r,lange2002florai,2,0.0012193058709677417
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.0010670063322580645,NA,7,r,lange2002florai,2,0.0010670063322580645
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.002124726623225806,NA,12,r,lange2002florai,2,0.002124726623225806
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.001921660573548387,NA,12,r,lange2002florai,2,0.001921660573548387
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.0017693610348387095,NA,12,r,lange2002florai,2,0.0017693610348387095
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.0016170614961290323,NA,12,r,lange2002florai,2,0.0016170614961290323
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.0030300204599999995,NA,17,r,lange2002florai,2,0.0030300204599999995
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.00282695441032258,NA,17,r,lange2002florai,2,0.00282695441032258
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.0024715888199999996,NA,17,r,lange2002florai,2,0.0024715888199999996
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.002166989744516129,NA,17,r,lange2002florai,2,0.002166989744516129
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.0017608576432258064,NA,17,r,lange2002florai,2,0.0017608576432258064
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.003123050094193548,NA,22,r,lange2002florai,2,0.003123050094193548
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.002970750555483871,NA,22,r,lange2002florai,2,0.002970750555483871
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.002818451018709677,NA,22,r,lange2002florai,2,0.002818451018709677
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.005703638849032257,NA,27,r,lange2002florai,2,0.005703638849032257
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.00555133931032258,NA,27,r,lange2002florai,2,0.00555133931032258
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.005348273260645161,NA,27,r,lange2002florai,2,0.005348273260645161
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.005043674183225806,NA,27,r,lange2002florai,2,0.005043674183225806
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.004891374646451612,NA,27,r,lange2002florai,2,0.004891374646451612
2_lange2002florai,green algae,neutral,49.9174,muralis,-0.004637542081935483,NA,27,r,lange2002florai,2,0.004637542081935483
1_green1998,green algae,neutral,-77.01,aprina,-0.014034495737419354,NA,0,r,green1998,1,0.014034495737419354
1_green1998,green algae,neutral,-77.01,aprina,-0.020131212096774192,NA,5,r,green1998,1,0.020131212096774192
1_green1998,green algae,neutral,-77.01,aprina,-0.03105897220645161,NA,10,r,green1998,1,0.03105897220645161
1_green1998,green algae,neutral,-77.01,aprina,-0.06250950801290323,NA,15,r,green1998,1,0.06250950801290323
1_green1998,green algae,neutral,-77.01,aprina,-0.058343594458064515,NA,20,r,green1998,1,0.058343594458064515
4_green1998,green algae,neutral,-77.01,aprina,-0.014005511429032258,NA,0,r,green1998,4,0.014005511429032258
4_green1998,green algae,neutral,-77.01,aprina,-0.019841141187096772,NA,5,r,green1998,4,0.019841141187096772
4_green1998,green algae,neutral,-77.01,aprina,-0.03112335872903225,NA,10,r,green1998,4,0.03112335872903225
4_green1998,green algae,neutral,-77.01,aprina,-0.0626357594516129,NA,15,r,green1998,4,0.0626357594516129
4_green1998,green algae,neutral,-77.01,aprina,-0.058745339593548385,NA,20,r,green1998,4,0.058745339593548385
3_sundberg1997,green algae,neutral,64.14,glauca,-2.3473335483870965e-4,NA,5,r,sundberg1997,3,2.3473335483870965e-4
3_sundberg1997,green algae,neutral,64.14,glauca,-2.1766199999999998e-4,NA,10,r,sundberg1997,3,2.1766199999999998e-4
3_sundberg1997,green algae,neutral,64.14,glauca,-2.261976774193548e-4,NA,15,r,sundberg1997,3,2.261976774193548e-4
3_sundberg1997,green algae,neutral,64.14,glauca,-4.0544864516129026e-4,NA,20,r,sundberg1997,3,4.0544864516129026e-4
4_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,-8.10898064516129e-5,NA,3,r,sundberg1997,4,8.10898064516129e-5
4_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,-4.1398451612903225e-4,NA,7,r,sundberg1997,4,4.1398451612903225e-4
4_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,-9.005227741935483e-4,NA,12,r,sundberg1997,4,9.005227741935483e-4
4_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,-0.001216345935483871,NA,15,r,sundberg1997,4,0.001216345935483871
4_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,-0.0016175268387096772,NA,18,r,sundberg1997,4,0.0016175268387096772
4_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,-0.0020272432258064514,NA,21,r,sundberg1997,4,0.0020272432258064514
4_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,-0.002658889548387097,NA,26,r,sundberg1997,4,0.002658889548387097
1_tretiach1997,green algae,neutral,45.39,baldensis,-1.714241051612903e-4,NA,6,r,tretiach1997,1,1.714241051612903e-4
2_tretiach1997,green algae,neutral,45.39,baldensis,-1.6524787354838707e-4,NA,6,r,tretiach1997,2,1.6524787354838707e-4
2_tretiach1997,green algae,neutral,45.39,baldensis,-2.077888335483871e-4,NA,7,r,tretiach1997,2,2.077888335483871e-4
