tpc_grp,lichen_type,elevation_broad,latitude,species,mol_gCmin,inv_T,temp,metabolic_category,study_id
13_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,4.377024547451337e-7,41.720359955241136,5,npp,lechowiczadams1974
13_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,8.314974528516246e-7,40.9836416088657,10,npp,lechowiczadams1974
13_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.426992328258729e-6,40.41273940989142,14,npp,lechowiczadams1974
13_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.6767159857608118e-6,39.99489271601007,17,npp,lechowiczadams1974
13_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.7727635461637506e-6,39.7210957437971,19,npp,lechowiczadams1974
13_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.7631587904264183e-6,39.31735768778696,22,npp,lechowiczadams1974
13_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.8303920828599559e-6,38.92174449622782,25,npp,lechowiczadams1974
13_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.4894232424448989e-6,38.27978928434875,30,npp,lechowiczadams1974
13_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,9.947783056881011e-7,37.65866662842876,35,npp,lechowiczadams1974
14_lechowiczadams1974,green algae,neutral,43.7972,mitis,3.704691623115958e-7,41.87089345679351,4,npp,lechowiczadams1974
14_lechowiczadams1974,green algae,neutral,43.7972,mitis,7.738689161554192e-7,40.9836416088657,10,npp,lechowiczadams1974
14_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.100430622585776e-6,40.41273940989142,14,npp,lechowiczadams1974
14_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.5518541566310688e-6,39.99489271601007,17,npp,lechowiczadams1974
14_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.7823683026584869e-6,39.58559823145258,20,npp,lechowiczadams1974
14_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.7823683026584869e-6,39.31735768778696,22,npp,lechowiczadams1974
14_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.7631587904264183e-6,38.92174449622782,25,npp,lechowiczadams1974
14_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.6286922055593426e-6,38.27978928434875,30,npp,lechowiczadams1974
14_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.0716163538589712e-6,37.65866662842876,35,npp,lechowiczadams1974
15_lechowiczadams1974,green algae,neutral,43.7972,uncialis,8.07122328258729e-8,41.87089345679351,4,npp,lechowiczadams1974
15_lechowiczadams1974,green algae,neutral,43.7972,uncialis,5.024809588729834e-7,40.9836416088657,10,npp,lechowiczadams1974
15_lechowiczadams1974,green algae,neutral,43.7972,uncialis,8.379948504127849e-7,40.27249044438772,15,npp,lechowiczadams1974
15_lechowiczadams1974,green algae,neutral,43.7972,uncialis,1.020057017344543e-6,39.99489271601007,17,npp,lechowiczadams1974
15_lechowiczadams1974,green algae,neutral,43.7972,uncialis,1.020715810043172e-6,39.58559823145258,20,npp,lechowiczadams1974
15_lechowiczadams1974,green algae,neutral,43.7972,uncialis,1.1263579822767553e-6,39.31735768778696,22,npp,lechowiczadams1974
15_lechowiczadams1974,green algae,neutral,43.7972,uncialis,1.1365692744073318e-6,38.92174449622782,25,npp,lechowiczadams1974
15_lechowiczadams1974,green algae,neutral,43.7972,uncialis,9.467898182231311e-7,38.27978928434875,30,npp,lechowiczadams1974
15_lechowiczadams1974,green algae,neutral,43.7972,uncialis,6.137228713171249e-7,37.53685305369666,36,npp,lechowiczadams1974
16_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,2.333169385745664e-7,42.022517188304626,3,npp,lechowiczadams1974
16_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,5.788068393546921e-7,41.12889640811739,9,npp,lechowiczadams1974
16_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.105558944179353e-6,40.27249044438772,15,npp,lechowiczadams1974
16_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.4405552132091194e-6,39.857524030741274,18,npp,lechowiczadams1974
16_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.7659519260774067e-6,39.58559823145258,20,npp,lechowiczadams1974
16_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.8811465977429373e-6,39.18459605453426,23,npp,lechowiczadams1974
16_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.9295678868438992e-6,38.92174449622782,25,npp,lechowiczadams1974
16_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.5868072718321595e-6,38.27978928434875,30,npp,lechowiczadams1974
16_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,9.575657903506777e-7,37.65866662842876,35,npp,lechowiczadams1974
17_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.9567162084374763e-7,41.720359955241136,5,npp,lechowiczadams1974
17_lechowiczadams1974,green algae,neutral,43.7972,mitis,5.789009528137544e-7,40.9836416088657,10,npp,lechowiczadams1974
17_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.0196805642656973e-6,40.27249044438772,15,npp,lechowiczadams1974
17_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.230306115276831e-6,39.99489271601007,17,npp,lechowiczadams1974
17_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.4411198932060896e-6,39.58559823145258,20,npp,lechowiczadams1974
17_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.604124118003484e-6,39.18459605453426,23,npp,lechowiczadams1974
17_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.70021379080512e-6,38.92174449622782,25,npp,lechowiczadams1974
17_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.6157000530182535e-6,38.15393102597508,31,npp,lechowiczadams1974
17_lechowiczadams1974,green algae,neutral,43.7972,mitis,1.2344470999015375e-6,37.65866662842876,35,npp,lechowiczadams1974
1_macfarlane1983,green algae,neutral,45.1166,rangiferina,1.400911959403166e-6,41.720359955241136,5,npp,macfarlane1983
1_macfarlane1983,green algae,neutral,45.1166,rangiferina,1.6737988972203286e-6,40.27249044438772,15,npp,macfarlane1983
1_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.293912529728092e-6,38.92174449622782,25,npp,macfarlane1983
1_macfarlane1983,green algae,neutral,45.1166,rangiferina,5.965650140119671e-7,37.65866662842876,35,npp,macfarlane1983
3_macfarlane1983,green algae,neutral,45.1166,rangiferina,7.951121934408847e-7,41.720359955241136,5,npp,macfarlane1983
3_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.27959866318261e-6,40.27249044438772,15,npp,macfarlane1983
3_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.3322367530106795e-6,38.92174449622782,25,npp,macfarlane1983
5_macfarlane1983,green algae,neutral,45.1166,rangiferina,1.5519001635991818e-6,41.720359955241136,5,npp,macfarlane1983
5_macfarlane1983,green algae,neutral,45.1166,rangiferina,3.468111314095281e-6,38.92174449622782,25,npp,macfarlane1983
5_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.1877128751041427e-6,37.65866662842876,35,npp,macfarlane1983
7_macfarlane1983,green algae,neutral,45.1166,rangiferina,4.3768109641748095e-6,38.92174449622782,25,npp,macfarlane1983
9_macfarlane1983,green algae,neutral,45.1166,rangiferina,3.529522419147164e-6,40.27249044438772,15,npp,macfarlane1983
9_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.712246819662198e-6,38.92174449622782,25,npp,macfarlane1983
9_macfarlane1983,green algae,neutral,45.1166,rangiferina,1.5627509975005682e-6,37.65866662842876,35,npp,macfarlane1983
11_macfarlane1983,green algae,neutral,45.1166,rangiferina,1.044694648943422e-6,41.720359955241136,5,npp,macfarlane1983
11_macfarlane1983,green algae,neutral,45.1166,rangiferina,1.3319856774975386e-6,40.27249044438772,15,npp,macfarlane1983
11_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.4550324244489885e-6,38.92174449622782,25,npp,macfarlane1983
11_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.193858762402484e-6,37.65866662842876,35,npp,macfarlane1983
13_macfarlane1983,green algae,neutral,45.1166,rangiferina,1.828215635082936e-6,41.720359955241136,5,npp,macfarlane1983
13_macfarlane1983,green algae,neutral,45.1166,rangiferina,1.436455142013179e-6,40.27249044438772,15,npp,macfarlane1983
13_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.03715456487162e-6,38.92174449622782,25,npp,macfarlane1983
13_macfarlane1983,green algae,neutral,45.1166,rangiferina,1.096929381201242e-6,37.65866662842876,35,npp,macfarlane1983
15_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.298328227675528e-6,41.720359955241136,5,npp,macfarlane1983
15_macfarlane1983,green algae,neutral,45.1166,rangiferina,3.0818492138150413e-6,40.27249044438772,15,npp,macfarlane1983
15_macfarlane1983,green algae,neutral,45.1166,rangiferina,5.43241217374839e-6,38.92174449622782,25,npp,macfarlane1983
15_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.193858762402484e-6,37.65866662842876,35,npp,macfarlane1983
17_macfarlane1983,green algae,neutral,45.1166,rangiferina,6.268167892903128e-6,40.27249044438772,15,npp,macfarlane1983
17_macfarlane1983,green algae,neutral,45.1166,rangiferina,4.126543862758464e-6,38.92174449622782,25,npp,macfarlane1983
17_macfarlane1983,green algae,neutral,45.1166,rangiferina,4.439952257820192e-6,37.65866662842876,35,npp,macfarlane1983
19_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.141624030144664e-6,41.720359955241136,5,npp,macfarlane1983
19_macfarlane1983,green algae,neutral,45.1166,rangiferina,3.8131354684541396e-6,40.27249044438772,15,npp,macfarlane1983
19_macfarlane1983,green algae,neutral,45.1166,rangiferina,5.066769046428842e-6,38.92174449622782,25,npp,macfarlane1983
19_macfarlane1983,green algae,neutral,45.1166,rangiferina,2.872910284026358e-6,37.65866662842876,35,npp,macfarlane1983
1_sanchokappen1989,green algae,high,40.2997,decussata,5.6663870332500185e-8,43.276218987694655,-5,npp,sanchokappen1989
1_sanchokappen1989,green algae,high,40.2997,decussata,1.4811653866545483e-7,42.955832395152036,-3,npp,sanchokappen1989
1_sanchokappen1989,green algae,high,40.2997,decussata,3.769230939937893e-7,42.4840495022893,0,npp,sanchokappen1989
1_sanchokappen1989,green algae,high,40.2997,decussata,5.806571142922064e-7,41.570904967043965,6,npp,sanchokappen1989
1_sanchokappen1989,green algae,high,40.2997,decussata,7.318035188972204e-7,40.9836416088657,10,npp,sanchokappen1989
1_sanchokappen1989,green algae,high,40.2997,decussata,6.923788373854427e-7,40.27249044438772,15,npp,sanchokappen1989
1_sanchokappen1989,green algae,high,40.2997,decussata,5.258834484586836e-7,39.58559823145258,20,npp,sanchokappen1989
1_sanchokappen1989,green algae,high,40.2997,decussata,3.631072589562978e-7,39.052727987717724,24,npp,sanchokappen1989
1_sanchokappen1989,green algae,high,40.2997,decussata,2.994319980307506e-7,38.79163670917708,26,npp,sanchokappen1989
3_sanchokappen1989,green algae,high,40.2997,subglabra,7.944793228811634e-8,43.276218987694655,-5,npp,sanchokappen1989
3_sanchokappen1989,green algae,high,40.2997,subglabra,3.58398449594789e-7,42.640154773287975,-1,npp,sanchokappen1989
3_sanchokappen1989,green algae,high,40.2997,subglabra,5.631975641899569e-7,41.720359955241136,5,npp,sanchokappen1989
3_sanchokappen1989,green algae,high,40.2997,subglabra,5.985077558130728e-7,40.9836416088657,10,npp,sanchokappen1989
3_sanchokappen1989,green algae,high,40.2997,subglabra,5.667285828978263e-7,40.41273940989142,14,npp,sanchokappen1989
3_sanchokappen1989,green algae,high,40.2997,subglabra,5.879146981746573e-7,39.7210957437971,19,npp,sanchokappen1989
3_sanchokappen1989,green algae,high,40.2997,subglabra,3.9723966068317804e-7,39.052727987717724,24,npp,sanchokappen1989
3_sanchokappen1989,green algae,high,40.2997,subglabra,2.5246787321063396e-7,38.53401335397749,28,npp,sanchokappen1989
5_sanchokappen1989,green algae,high,40.2997,havaasii,6.48311027796713e-8,43.276218987694655,-5,npp,sanchokappen1989
5_sanchokappen1989,green algae,high,40.2997,havaasii,1.6889338483677953e-7,42.640154773287975,-1,npp,sanchokappen1989
5_sanchokappen1989,green algae,high,40.2997,havaasii,2.500590850564266e-7,41.12889640811739,9,npp,sanchokappen1989
5_sanchokappen1989,green algae,high,40.2997,havaasii,2.83166835567674e-7,40.41273940989142,14,npp,sanchokappen1989
5_sanchokappen1989,green algae,high,40.2997,havaasii,2.379496864349012e-7,39.7210957437971,19,npp,sanchokappen1989
5_sanchokappen1989,green algae,high,40.2997,havaasii,1.3676747708854047e-7,39.052727987717724,24,npp,sanchokappen1989
7_sanchokappen1989,green algae,high,40.2997,cinereorufescens,1.4025135953949858e-8,43.11543050919681,-4,npp,sanchokappen1989
7_sanchokappen1989,green algae,high,40.2997,cinereorufescens,4.7442237370294636e-8,42.4840495022893,0,npp,sanchokappen1989
7_sanchokappen1989,green algae,high,40.2997,cinereorufescens,7.311312731954859e-8,41.570904967043965,6,npp,sanchokappen1989
7_sanchokappen1989,green algae,high,40.2997,cinereorufescens,6.893598954783004e-8,40.839409190745464,11,npp,sanchokappen1989
7_sanchokappen1989,green algae,high,40.2997,cinereorufescens,6.088574642126789e-8,40.1332115564597,16,npp,sanchokappen1989
7_sanchokappen1989,green algae,high,40.2997,cinereorufescens,3.046931076270545e-8,39.58559823145258,20,npp,sanchokappen1989
7_sanchokappen1989,green algae,high,40.2997,cinereorufescens,1.877068166325835e-8,38.92174449622782,25,npp,sanchokappen1989
7_sanchokappen1989,green algae,high,40.2997,cinereorufescens,-5.68540157539953e-8,38.15393102597508,31,npp,sanchokappen1989
9_sanchokappen1989,green algae,high,40.5926,pustulata,3.983258289782625e-7,42.4840495022893,0,npp,sanchokappen1989
9_sanchokappen1989,green algae,high,40.5926,pustulata,7.156503885480572e-7,41.720359955241136,5,npp,sanchokappen1989
9_sanchokappen1989,green algae,high,40.5926,pustulata,9.227464174808756e-7,40.839409190745464,11,npp,sanchokappen1989
9_sanchokappen1989,green algae,high,40.5926,pustulata,9.060451245928955e-7,40.27249044438772,15,npp,sanchokappen1989
9_sanchokappen1989,green algae,high,40.5926,pustulata,9.69510036355374e-7,39.58559823145258,20,npp,sanchokappen1989
9_sanchokappen1989,green algae,high,40.5926,pustulata,7.991568522305537e-7,38.92174449622782,25,npp,sanchokappen1989
11_sanchokappen1989,green algae,high,40.5926,hispanica,3.5544819056275087e-7,42.4840495022893,0,npp,sanchokappen1989
11_sanchokappen1989,green algae,high,40.5926,hispanica,5.34833258350375e-7,41.570904967043965,6,npp,sanchokappen1989
11_sanchokappen1989,green algae,high,40.5926,hispanica,7.009305430583958e-7,40.9836416088657,10,npp,sanchokappen1989
11_sanchokappen1989,green algae,high,40.5926,hispanica,7.806572400212074e-7,40.41273940989142,14,npp,sanchokappen1989
11_sanchokappen1989,green algae,high,40.5926,hispanica,9.135350685450277e-7,39.58559823145258,20,npp,sanchokappen1989
11_sanchokappen1989,green algae,high,40.5926,hispanica,5.215454752707717e-7,38.92174449622782,25,npp,sanchokappen1989
11_sanchokappen1989,green algae,high,40.5926,hispanica,3.986334848140574e-8,38.27978928434875,30,npp,sanchokappen1989
13_sanchokappen1989,green algae,high,40.2997,spodochroa,2.429289729606908e-7,42.4840495022893,0,npp,sanchokappen1989
13_sanchokappen1989,green algae,high,40.2997,spodochroa,5.278440392335075e-7,41.720359955241136,5,npp,sanchokappen1989
13_sanchokappen1989,green algae,high,40.2997,spodochroa,7.038226812088161e-7,40.9836416088657,10,npp,sanchokappen1989
13_sanchokappen1989,green algae,high,40.2997,spodochroa,5.915668802544877e-7,40.27249044438772,15,npp,sanchokappen1989
13_sanchokappen1989,green algae,high,40.2997,spodochroa,6.199194092251761e-7,39.451022000851,21,npp,sanchokappen1989
13_sanchokappen1989,green algae,high,40.2997,spodochroa,6.306585685071575e-7,38.92174449622782,25,npp,sanchokappen1989
13_sanchokappen1989,green algae,high,40.2997,spodochroa,3.2860966219798534e-7,38.27978928434875,30,npp,sanchokappen1989
15_sanchokappen1989,green algae,high,40.2997,grisea,1.576119101719306e-7,42.4840495022893,0,npp,sanchokappen1989
15_sanchokappen1989,green algae,high,40.2997,grisea,3.01882547905779e-7,41.87089345679351,4,npp,sanchokappen1989
15_sanchokappen1989,green algae,high,40.2997,grisea,6.541817291524654e-7,40.1332115564597,16,npp,sanchokappen1989
15_sanchokappen1989,green algae,high,40.2997,grisea,6.969243308339013e-7,39.58559823145258,20,npp,sanchokappen1989
15_sanchokappen1989,green algae,high,40.2997,grisea,7.154706241005832e-7,38.79163670917708,26,npp,sanchokappen1989
15_sanchokappen1989,green algae,high,40.2997,grisea,3.887170953571158e-7,38.27978928434875,30,npp,sanchokappen1989
1_sonesson1989,green algae,neutral,68.2,olivacea,7.886438839657654e-8,43.276218987694655,-5,npp,sonesson1989
1_sonesson1989,green algae,neutral,68.2,olivacea,4.839622525183671e-7,42.4840495022893,0,npp,sonesson1989
1_sonesson1989,green algae,neutral,68.2,olivacea,6.333751639778838e-7,41.720359955241136,5,npp,sonesson1989
1_sonesson1989,green algae,neutral,68.2,olivacea,7.891767916382639e-7,40.9836416088657,10,npp,sonesson1989
1_sonesson1989,green algae,neutral,68.2,olivacea,7.979016329622056e-7,40.27249044438772,15,npp,sonesson1989
1_sonesson1989,green algae,neutral,68.2,olivacea,1.0624477527834585e-6,39.58559823145258,20,npp,sonesson1989
1_sonesson1989,green algae,neutral,68.2,olivacea,4.767493857456638e-7,38.92174449622782,25,npp,sonesson1989
1_sonesson1989,green algae,neutral,68.2,olivacea,-2.3033457774748165e-7,38.27978928434875,30,npp,sonesson1989
2_sonesson1989,green algae,neutral,68.2,ambigua,6.595063091721578e-8,43.276218987694655,-5,npp,sonesson1989
2_sonesson1989,green algae,neutral,68.2,ambigua,2.6035720366583354e-7,42.4840495022893,0,npp,sonesson1989
2_sonesson1989,green algae,neutral,68.2,ambigua,3.2019177080966447e-7,41.720359955241136,5,npp,sonesson1989
2_sonesson1989,green algae,neutral,68.2,ambigua,3.1627550708172383e-7,40.9836416088657,10,npp,sonesson1989
2_sonesson1989,green algae,neutral,68.2,ambigua,8.044266742407028e-7,40.27249044438772,15,npp,sonesson1989
2_sonesson1989,green algae,neutral,68.2,ambigua,4.871906915095054e-7,39.58559823145258,20,npp,sonesson1989
2_sonesson1989,green algae,neutral,68.2,ambigua,-2.7739171324698935e-7,38.92174449622782,25,npp,sonesson1989
1_kappen1983,green algae,neutral,-70.47,sulphurea,1.2113456253184741e-7,42.640154773287975,-1,npp,kappen1983
1_kappen1983,green algae,neutral,-70.47,sulphurea,2.4422290815254324e-7,41.570904967043965,6,npp,kappen1983
1_kappen1983,green algae,neutral,-70.47,sulphurea,2.3836155817482084e-7,40.839409190745464,11,npp,kappen1983
1_kappen1983,green algae,neutral,-70.47,sulphurea,1.56302661331416e-7,39.857524030741274,18,npp,kappen1983
1_kappen1983,green algae,neutral,-70.47,sulphurea,5.665971455484402e-8,39.7210957437971,19,npp,kappen1983
3_kappen1983,green algae,neutral,-70.47,sulphurea,8.611910296386615e-8,43.4382111980173,-6,npp,kappen1983
3_kappen1983,green algae,neutral,-70.47,sulphurea,1.6946017034825277e-7,43.11543050919681,-4,npp,kappen1983
3_kappen1983,green algae,neutral,-70.47,sulphurea,3.861469455476579e-7,41.87089345679351,4,npp,kappen1983
3_kappen1983,green algae,neutral,-70.47,sulphurea,6.070007741162824e-7,41.275184497778135,8,npp,kappen1983
3_kappen1983,green algae,neutral,-70.47,sulphurea,7.65348802146617e-7,41.12889640811739,9,npp,kappen1983
3_kappen1983,green algae,neutral,-70.47,sulphurea,8.111863892080296e-7,40.839409190745464,11,npp,kappen1983
3_kappen1983,green algae,neutral,-70.47,sulphurea,7.695158555158363e-7,40.55396862327563,13,npp,kappen1983
3_kappen1983,green algae,neutral,-70.47,sulphurea,7.736829088850557e-7,40.27249044438772,15,npp,kappen1983
3_kappen1983,green algae,neutral,-70.47,sulphurea,6.986759482391077e-7,39.99489271601007,17,npp,kappen1983
3_kappen1983,green algae,neutral,-70.47,sulphurea,6.570054145469144e-7,39.7210957437971,19,npp,kappen1983
3_kappen1983,green algae,neutral,-70.47,sulphurea,5.069914932550186e-7,39.451022000851,21,npp,kappen1983
