tpc_grp,lichen_type,elevation_broad,latitude,species,mol_gCmin,inv_T,temp,metabolic_category,study_id
8_coxson_2003,green algae,neutral,53.37,spp,1.938953268196622e-6,40.27249044438772,15,npp,coxson_2003
8_coxson_2003,green algae,neutral,53.37,spp,1.4314928425357874e-6,38.92174449622782,25,npp,coxson_2003
2_lange_1980,green algae,neutral,30.7141,maciformis,4.0863796864349016e-7,38.92174449622782,25,npp,lange_1980
2_lange_1980,green algae,neutral,30.7141,maciformis,1.647856388699538e-7,40.27249044438772,15,npp,lange_1980
2_lange_1980,green algae,neutral,30.7141,maciformis,1.4944393622661515e-7,41.720359955241136,5,npp,lange_1980
1_lange_1980,green algae,neutral,30.7141,maciformis,6.670245421495114e-7,38.92174449622782,25,npp,lange_1980
1_lange_1980,green algae,neutral,30.7141,maciformis,6.516828395061729e-7,40.27249044438772,15,npp,lange_1980
1_lange_1980,green algae,neutral,30.7141,maciformis,5.160298879042642e-7,41.720359955241136,5,npp,lange_1980
1_adams_1971,green algae,neutral,44.0197,rangiferina,7.742979474361887e-8,42.4840495022893,0,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,1.7367165038248881e-7,42.17524303670842,2,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,2.457135249564493e-7,41.720359955241136,5,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,3.069897053699917e-7,41.42251694288889,7,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,3.548214511853366e-7,40.9836416088657,10,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,3.851652851624631e-7,40.696188397511214,12,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,4.0744245928955543e-7,40.27249044438772,15,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,4.068742414602741e-7,39.99489271601007,17,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,3.767282685753238e-7,39.58559823145258,20,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,3.183388366280391e-7,39.31735768778696,22,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,2.720392494130122e-7,38.92174449622782,25,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,1.894498356434144e-7,38.66239587389746,27,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,1.1761596985533591e-7,38.27978928434875,30,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,4.173862682723623e-8,38.028897661970575,32,npp,adams_1971
1_adams_1971,green algae,neutral,44.0197,rangiferina,-3.413871620086344e-8,37.65866662842876,35,npp,adams_1971
1_brownkershaw1984,green algae,neutral,58.7679,rufescens,9.9219874270999e-7,41.720359955241136,5,npp,brownkershaw1984
1_brownkershaw1984,green algae,neutral,58.7679,rufescens,1.6814360372642583e-6,40.27249044438772,15,npp,brownkershaw1984
1_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.9107659683405288e-6,38.92174449622782,25,npp,brownkershaw1984
1_brownkershaw1984,green algae,neutral,58.7679,rufescens,3.065967064303567e-6,37.65866662842876,35,npp,brownkershaw1984
1_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.211618571536772e-6,36.47499016674626,45,npp,brownkershaw1984
3_brownkershaw1984,green algae,neutral,58.7679,rufescens,1.4163447701280014e-6,41.720359955241136,5,npp,brownkershaw1984
3_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.052563811255018e-6,40.27249044438772,15,npp,brownkershaw1984
3_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.9107659683405288e-6,38.92174449622782,25,npp,brownkershaw1984
3_brownkershaw1984,green algae,neutral,58.7679,rufescens,3.065967064303567e-6,37.65866662842876,35,npp,brownkershaw1984
3_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.5297280921002797e-6,36.47499016674626,45,npp,brownkershaw1984
5_brownkershaw1984,green algae,neutral,58.7679,rufescens,1.4163447701280014e-6,40.27249044438772,15,npp,brownkershaw1984
5_brownkershaw1984,green algae,neutral,58.7679,rufescens,2.115412631977581e-6,38.92174449622782,25,npp,brownkershaw1984
5_brownkershaw1984,green algae,neutral,58.7679,rufescens,3.646212896311445e-6,37.65866662842876,35,npp,brownkershaw1984
5_brownkershaw1984,green algae,neutral,58.7679,rufescens,1.3633265167007497e-6,36.47499016674626,45,npp,brownkershaw1984
7_brownkershaw1984,green algae,neutral,45.1166,rufescens,1.4918556161478452e-6,41.720359955241136,5,npp,brownkershaw1984
7_brownkershaw1984,green algae,neutral,45.1166,rufescens,2.027393529500871e-6,40.27249044438772,15,npp,brownkershaw1984
7_brownkershaw1984,green algae,neutral,45.1166,rufescens,5.3171264258123155e-6,38.92174449622782,25,npp,brownkershaw1984
7_brownkershaw1984,green algae,neutral,45.1166,rufescens,4.399061431492842e-6,37.65866662842876,35,npp,brownkershaw1984
7_brownkershaw1984,green algae,neutral,45.1166,rufescens,3.557501853366659e-6,36.47499016674626,45,npp,brownkershaw1984
9_brownkershaw1984,green algae,neutral,45.1166,rufescens,8.7981228660153e-7,41.720359955241136,5,npp,brownkershaw1984
9_brownkershaw1984,green algae,neutral,45.1166,rufescens,3.6340072695599483e-6,40.27249044438772,15,npp,brownkershaw1984
9_brownkershaw1984,green algae,neutral,45.1166,rufescens,4.169545182912974e-6,38.92174449622782,25,npp,brownkershaw1984
9_brownkershaw1984,green algae,neutral,45.1166,rufescens,7.918310573354541e-6,37.65866662842876,35,npp,brownkershaw1984
9_brownkershaw1984,green algae,neutral,45.1166,rufescens,5.3171264258123155e-6,36.47499016674626,45,npp,brownkershaw1984
11_brownkershaw1984,green algae,neutral,45.1166,rufescens,1.0328231189881087e-6,41.720359955241136,5,npp,brownkershaw1984
11_brownkershaw1984,green algae,neutral,45.1166,rufescens,2.3334151942740285e-6,40.27249044438772,15,npp,brownkershaw1984
11_brownkershaw1984,green algae,neutral,45.1166,rufescens,5.623148090585473e-6,38.92174449622782,25,npp,brownkershaw1984
11_brownkershaw1984,green algae,neutral,45.1166,rufescens,5.776158922972051e-6,37.65866662842876,35,npp,brownkershaw1984
11_brownkershaw1984,green algae,neutral,45.1166,rufescens,5.546642674392184e-6,36.47499016674626,45,npp,brownkershaw1984
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,7.555922669090358e-8,42.4840495022893,0,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.0730962811482238e-7,42.17524303670842,2,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.197303226539423e-7,41.720359955241136,5,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.257336590168901e-7,41.42251694288889,7,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.488930796031205e-7,40.9836416088657,10,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.720525001893509e-7,40.696188397511214,12,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.629957433916534e-7,40.27249044438772,15,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.5608673180337802e-7,39.99489271601007,17,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.4058673937741424e-7,39.58559823145258,20,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,1.089915973642354e-7,39.31735768778696,22,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,4.085891085359388e-8,38.92174449622782,25,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,-1.9730791486783306e-8,38.66239587389746,27,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,-1.0609343482541846e-7,38.27978928434875,30,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,-2.0105999772778912e-7,38.028897661970575,32,npp,eickmeieradams1973
1_eickmeieradams1973,green algae,high,39.6636,ecmocyna,-2.852878345830493e-7,37.65866662842876,35,npp,eickmeieradams1973
1_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,1.1609836514428539e-6,41.720359955241136,5,npp,kershaw1977
1_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,3.317096147845187e-6,40.27249044438772,15,npp,kershaw1977
1_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,3.7151476853745362e-6,38.92174449622782,25,npp,kershaw1977
1_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,2.255625380595319e-6,37.65866662842876,35,npp,kershaw1977
3_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,1.2936674975384385e-6,41.720359955241136,5,npp,kershaw1977
3_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,1.6253771120199954e-6,40.27249044438772,15,npp,kershaw1977
3_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,3.383438070892979e-6,38.92174449622782,25,npp,kershaw1977
3_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,1.0614707672498676e-6,37.65866662842876,35,npp,kershaw1977
5_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,1.1609836514428539e-6,41.720359955241136,5,npp,kershaw1977
5_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,2.587334995076877e-6,40.27249044438772,15,npp,kershaw1977
5_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,1.4263513436340226e-6,38.92174449622782,25,npp,kershaw1977
5_kershaw1977,cyanobacteria,neutral,43.3247,polydactyla,4.013686338710899e-6,37.65866662842876,35,npp,kershaw1977
7_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-8.262584950390063e-7,41.720359955241136,5,npp,kershaw1977
7_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-1.6855673293948344e-6,40.27249044438772,15,npp,kershaw1977
7_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-2.1813224267211994e-6,38.92174449622782,25,npp,kershaw1977
7_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-2.644027183973339e-6,37.65866662842876,35,npp,kershaw1977
9_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-4.957550973263652e-7,41.720359955241136,5,npp,kershaw1977
9_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-1.421164611073241e-6,40.27249044438772,15,npp,kershaw1977
9_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-1.7516680095432857e-6,38.92174449622782,25,npp,kershaw1977
9_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-2.247423106112247e-6,37.65866662842876,35,npp,kershaw1977
11_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-4.2965441717791405e-7,41.720359955241136,5,npp,kershaw1977
11_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-1.586416310686965e-6,40.27249044438772,15,npp,kershaw1977
11_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-1.9499700484738317e-6,38.92174449622782,25,npp,kershaw1977
11_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-2.908429902294933e-6,37.65866662842876,35,npp,kershaw1977
13_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-6.610067961826857e-7,41.720359955241136,5,npp,kershaw1977
13_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-1.520315630538514e-6,40.27249044438772,15,npp,kershaw1977
13_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-2.577926504582292e-6,38.92174449622782,25,npp,kershaw1977
13_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-2.2804734461864722e-6,37.65866662842876,35,npp,kershaw1977
15_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-2.0160707278648794e-6,40.27249044438772,15,npp,kershaw1977
15_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-2.577926504582292e-6,38.92174449622782,25,npp,kershaw1977
15_kershaw1977,cyanobacteria,neutral,43.3247,canina var. praetextata,-3.2389333000075743e-6,37.65866662842876,35,npp,kershaw1977
1_kershaw1983,green algae,neutral,47.9885,stellaris,4.009783874876922e-7,41.720359955241136,5,npp,kershaw1983
1_kershaw1983,green algae,neutral,47.9885,stellaris,6.196938710899038e-7,40.27249044438772,15,npp,kershaw1983
1_kershaw1983,green algae,neutral,47.9885,stellaris,4.738835484359615e-7,38.92174449622782,25,npp,kershaw1983
1_kershaw1983,green algae,neutral,47.9885,stellaris,8.38409355449519e-7,37.65866662842876,35,npp,kershaw1983
3_kershaw1983,green algae,neutral,47.9885,stellaris,5.710904302052563e-7,41.720359955241136,5,npp,kershaw1983
3_kershaw1983,green algae,neutral,47.9885,stellaris,1.2515386025903204e-6,40.27249044438772,15,npp,kershaw1983
3_kershaw1983,green algae,neutral,47.9885,stellaris,1.2758403234113459e-6,38.92174449622782,25,npp,kershaw1983
5_kershaw1983,green algae,neutral,47.9885,stellaris,7.655041937438461e-7,41.720359955241136,5,npp,kershaw1983
5_kershaw1983,green algae,neutral,47.9885,stellaris,1.44595236612891e-6,40.27249044438772,15,npp,kershaw1983
5_kershaw1983,green algae,neutral,47.9885,stellaris,1.8104781731424675e-6,38.92174449622782,25,npp,kershaw1983
5_kershaw1983,green algae,neutral,47.9885,stellaris,1.2272368825266985e-6,37.65866662842876,35,npp,kershaw1983
7_kershaw1983,green algae,neutral,47.9885,stellaris,8.870127963341664e-7,41.720359955241136,5,npp,kershaw1983
7_kershaw1983,green algae,neutral,47.9885,stellaris,1.6403661296674997e-6,40.27249044438772,15,npp,kershaw1983
7_kershaw1983,green algae,neutral,47.9885,stellaris,1.9076850549117625e-6,38.92174449622782,25,npp,kershaw1983
9_kershaw1983,green algae,neutral,47.9885,stellaris,6.117490782397939e-7,41.720359955241136,5,npp,kershaw1983
9_kershaw1983,green algae,neutral,47.9885,stellaris,1.1069745224570173e-6,40.27249044438772,15,npp,kershaw1983
9_kershaw1983,green algae,neutral,47.9885,stellaris,1.48567633265167e-6,38.92174449622782,25,npp,kershaw1983
9_kershaw1983,green algae,neutral,47.9885,stellaris,5.243563523441642e-7,37.65866662842876,35,npp,kershaw1983
11_kershaw1983,green algae,neutral,47.9885,stellaris,6.700108952510794e-7,41.720359955241136,5,npp,kershaw1983
11_kershaw1983,green algae,neutral,47.9885,stellaris,1.776985416950693e-6,40.27249044438772,15,npp,kershaw1983
11_kershaw1983,green algae,neutral,47.9885,stellaris,1.8935090509732637e-6,38.92174449622782,25,npp,kershaw1983
13_kershaw1983,green algae,neutral,47.9885,stellaris,1.0195817965613876e-6,41.720359955241136,5,npp,kershaw1983
13_kershaw1983,green algae,neutral,47.9885,stellaris,2.0682945020071197e-6,40.27249044438772,15,npp,kershaw1983
13_kershaw1983,green algae,neutral,47.9885,stellaris,3.029614481557222e-6,38.92174449622782,25,npp,kershaw1983
13_kershaw1983,green algae,neutral,47.9885,stellaris,1.2526290646065288e-6,37.65866662842876,35,npp,kershaw1983
15_kershaw1983,green algae,neutral,47.9885,stellaris,1.1069745224570173e-6,41.720359955241136,5,npp,kershaw1983
15_kershaw1983,green algae,neutral,47.9885,stellaris,2.650912671362569e-6,40.27249044438772,15,npp,kershaw1983
15_kershaw1983,green algae,neutral,47.9885,stellaris,3.1315726615163217e-6,38.92174449622782,25,npp,kershaw1983
15_kershaw1983,green algae,neutral,47.9885,stellaris,1.776985416950693e-6,37.65866662842876,35,npp,kershaw1983
1_larson1980,green algae,neutral,44.55,vellea,3.2878025448761645e-8,42.4840495022893,0,npp,larson1980
1_larson1980,green algae,neutral,44.55,vellea,1.1957772930394606e-7,40.41273940989142,14,npp,larson1980
1_larson1980,green algae,neutral,44.55,vellea,-2.2698707869423618e-7,38.53401335397749,28,npp,larson1980
3_larson1980,green algae,neutral,44.55,vellea,3.914942088919185e-7,42.4840495022893,0,npp,larson1980
3_larson1980,green algae,neutral,44.55,vellea,-5.038957130955086e-8,40.41273940989142,14,npp,larson1980
3_larson1980,green algae,neutral,44.55,vellea,1.506226971142922e-7,38.53401335397749,28,npp,larson1980
5_larson1980,green algae,neutral,44.55,mammulata,8.938303567371052e-8,42.4840495022893,0,npp,larson1980
5_larson1980,green algae,neutral,44.55,mammulata,3.3401029235779753e-7,40.41273940989142,14,npp,larson1980
5_larson1980,green algae,neutral,44.55,mammulata,2.399228857077937e-7,38.53401335397749,28,npp,larson1980
7_larson1980,green algae,neutral,44.55,mammulata,1.834704423237143e-7,42.4840495022893,0,npp,larson1980
7_larson1980,green algae,neutral,44.55,mammulata,3.810539953040975e-7,40.41273940989142,14,npp,larson1980
7_larson1980,green algae,neutral,44.55,mammulata,2.963753298492767e-7,38.53401335397749,28,npp,larson1980
9_larson1980,green algae,neutral,44.55,papulosa,3.0331965462394904e-8,42.4840495022893,0,npp,larson1980
9_larson1980,green algae,neutral,44.55,papulosa,4.3331379156252363e-7,40.41273940989142,14,npp,larson1980
9_larson1980,green algae,neutral,44.55,papulosa,2.8269391804892825e-7,38.53401335397749,28,npp,larson1980
11_larson1980,green algae,neutral,44.55,papulosa,5.009107399833371e-8,42.4840495022893,0,npp,larson1980
11_larson1980,green algae,neutral,44.55,papulosa,4.925911186851473e-7,40.41273940989142,14,npp,larson1980
11_larson1980,green algae,neutral,44.55,papulosa,4.010752457774748e-7,38.53401335397749,28,npp,larson1980
13_larson1980,green algae,neutral,44.55,muhlenbergii,8.228300386275847e-8,42.4840495022893,0,npp,larson1980
13_larson1980,green algae,neutral,44.55,muhlenbergii,1.417355903961221e-7,40.41273940989142,14,npp,larson1980
13_larson1980,green algae,neutral,44.55,muhlenbergii,-1.7415010679391045e-7,38.53401335397749,28,npp,larson1980
15_larson1980,green algae,neutral,44.55,muhlenbergii,1.3861881011891237e-7,42.4840495022893,0,npp,larson1980
15_larson1980,green algae,neutral,44.55,muhlenbergii,1.886820957358176e-7,40.41273940989142,14,npp,larson1980
15_larson1980,green algae,neutral,44.55,muhlenbergii,-5.2128152692569876e-8,38.53401335397749,28,npp,larson1980
17_larson1980,green algae,neutral,44.55,deusta,5.104025206392486e-7,42.4840495022893,0,npp,larson1980
17_larson1980,green algae,neutral,44.55,deusta,9.905334204347498e-7,40.41273940989142,14,npp,larson1980
17_larson1980,green algae,neutral,44.55,deusta,-3.4379364992804666e-7,38.53401335397749,28,npp,larson1980
19_larson1980,green algae,neutral,44.55,deusta,3.608070673331818e-7,42.4840495022893,0,npp,larson1980
19_larson1980,green algae,neutral,44.55,deusta,1.0653311474664848e-6,40.41273940989142,14,npp,larson1980
19_larson1980,green algae,neutral,44.55,deusta,3.98512482011664e-8,38.53401335397749,28,npp,larson1980
1_lechowicz1973,green algae,neutral,43.8673,uncialis,-1.0389831098992654e-8,42.17524303670842,2,npp,lechowicz1973
1_lechowicz1973,green algae,neutral,43.8673,uncialis,-1.4448963720366582e-7,41.12889640811739,9,npp,lechowicz1973
1_lechowicz1973,green algae,neutral,43.8673,uncialis,-1.6918430735438915e-7,40.27249044438772,15,npp,lechowicz1973
1_lechowicz1973,green algae,neutral,43.8673,uncialis,-1.2256989017647504e-7,39.99489271601007,17,npp,lechowicz1973
1_lechowicz1973,green algae,neutral,43.8673,uncialis,-2.150243278042869e-7,39.58559823145258,20,npp,lechowicz1973
1_lechowicz1973,green algae,neutral,43.8673,uncialis,-4.2135819662197987e-7,39.18459605453426,23,npp,lechowicz1973
1_lechowicz1973,green algae,neutral,43.8673,uncialis,-3.958245959251685e-7,38.92174449622782,25,npp,lechowicz1973
1_lechowicz1973,green algae,neutral,43.8673,uncialis,-4.711885147315004e-7,38.27978928434875,30,npp,lechowicz1973
1_lechowicz1973,green algae,neutral,43.8673,uncialis,-5.084994084677724e-7,37.53685305369666,36,npp,lechowicz1973
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,-1.1147019465273044e-7,42.022517188304626,3,npp,lechowicz1973
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,-1.6561347572521396e-7,41.12889640811739,9,npp,lechowicz1973
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,-2.2401594183140194e-7,40.27249044438772,15,npp,lechowicz1973
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,-3.080595637355146e-7,39.857524030741274,18,npp,lechowicz1973
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,-3.162337582367644e-7,39.58559823145258,20,npp,lechowicz1973
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,-3.834342384306597e-7,39.31735768778696,22,npp,lechowicz1973
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,-3.5364145194274026e-7,38.92174449622782,25,npp,lechowicz1973
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,-5.723226562144967e-7,38.27978928434875,30,npp,lechowicz1973
2_lechowicz1973,green algae,neutral,43.8673,rangiferina,-6.519457608119367e-7,37.65866662842876,35,npp,lechowicz1973
3_lechowicz1973,green algae,neutral,43.8673,mitis,-1.1129810649094901e-7,41.87089345679351,4,npp,lechowicz1973
3_lechowicz1973,green algae,neutral,43.8673,mitis,-1.0232800424146028e-7,41.12889640811739,9,npp,lechowicz1973
3_lechowicz1973,green algae,neutral,43.8673,mitis,-1.3982174202832688e-7,40.41273940989142,14,npp,lechowicz1973
3_lechowicz1973,green algae,neutral,43.8673,mitis,-2.9538956297811103e-7,39.857524030741274,18,npp,lechowicz1973
3_lechowicz1973,green algae,neutral,43.8673,mitis,-2.993691047489207e-7,39.58559823145258,20,npp,lechowicz1973
3_lechowicz1973,green algae,neutral,43.8673,mitis,-3.201702779671287e-7,39.18459605453426,23,npp,lechowicz1973
3_lechowicz1973,green algae,neutral,43.8673,mitis,-4.843425138226161e-7,38.92174449622782,25,npp,lechowicz1973
3_lechowicz1973,green algae,neutral,43.8673,mitis,-5.006048579868211e-7,38.15393102597508,31,npp,lechowicz1973
3_lechowicz1973,green algae,neutral,43.8673,mitis,-5.506610414299781e-7,37.53685305369666,36,npp,lechowicz1973
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,-1.9977300234795121e-7,41.720359955241136,5,npp,lechowicz1973
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,-1.6972208361735967e-7,40.9836416088657,10,npp,lechowicz1973
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,-1.5234116564417178e-7,40.27249044438772,15,npp,lechowicz1973
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,-2.1108780807392259e-7,39.857524030741274,18,npp,lechowicz1973
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,-2.487751450427933e-7,39.58559823145258,20,npp,lechowicz1973
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,-2.9698137998939634e-7,39.18459605453426,23,npp,lechowicz1973
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,-3.4523063621904114e-7,38.92174449622782,25,npp,lechowicz1973
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,-3.952437976217526e-7,38.27978928434875,30,npp,lechowicz1973
4_lechowicz1973,green algae,neutral,43.8673,caroliniana,-4.790077770203741e-7,37.53685305369666,36,npp,lechowicz1973
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,2.8810403241687495e-7,40.9836416088657,10,npp,lechowiczadams1974
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,4.166097038551844e-7,40.27249044438772,15,npp,lechowiczadams1974
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,5.047157570249185e-7,39.857524030741274,18,npp,lechowiczadams1974
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,5.446911088389003e-7,39.58559823145258,20,npp,lechowiczadams1974
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,5.652444739831856e-7,39.31735768778696,22,npp,lechowiczadams1974
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,5.483680867984549e-7,38.79163670917708,26,npp,lechowiczadams1974
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,3.9935619101719307e-7,38.15393102597508,31,npp,lechowiczadams1974
9_lechowiczadams1974,green algae,neutral,43.7972,uncialis,6.823959630387033e-8,37.4158249929077,37,npp,lechowiczadams1974
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.1146765962281299e-7,41.87089345679351,4,npp,lechowiczadams1974
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,5.319866780277209e-7,41.12889640811739,9,npp,lechowiczadams1974
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,9.61863134136181e-7,40.27249044438772,15,npp,lechowiczadams1974
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.2367172498674542e-6,39.857524030741274,18,npp,lechowiczadams1974
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.4539418041354236e-6,39.451022000851,21,npp,lechowiczadams1974
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.5707565712338105e-6,39.18459605453426,23,npp,lechowiczadams1974
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.6013037741422405e-6,38.79163670917708,26,npp,lechowiczadams1974
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,1.2943232409300916e-6,38.15393102597508,31,npp,lechowiczadams1974
10_lechowiczadams1974,green algae,neutral,43.7972,rangiferina,4.12319896235704e-7,37.53685305369666,36,npp,lechowiczadams1974
11_lechowiczadams1974,green algae,neutral,43.7972,mitis,-1.811551162614557e-9,41.570904967043965,6,npp,lechowiczadams1974
11_lechowiczadams1974,green algae,neutral,43.7972,mitis,2.7895872756191773e-7,40.9836416088657,10,npp,lechowiczadams1974
11_lechowiczadams1974,green algae,neutral,43.7972,mitis,6.559904082405513e-7,40.27249044438772,15,npp,lechowiczadams1974
11_lechowiczadams1974,green algae,neutral,43.7972,mitis,7.82374746648489e-7,39.857524030741274,18,npp,lechowiczadams1974
11_lechowiczadams1974,green algae,neutral,43.7972,mitis,9.373263765810799e-7,39.451022000851,21,npp,lechowiczadams1974
11_lechowiczadams1974,green algae,neutral,43.7972,mitis,7.954798735135953e-7,39.18459605453426,23,npp,lechowiczadams1974
11_lechowiczadams1974,green algae,neutral,43.7972,mitis,8.55018635158676e-7,38.79163670917708,26,npp,lechowiczadams1974
11_lechowiczadams1974,green algae,neutral,43.7972,mitis,8.207001726880254e-7,38.028897661970575,32,npp,lechowiczadams1974
11_lechowiczadams1974,green algae,neutral,43.7972,mitis,3.367532810724835e-7,37.4158249929077,37,npp,lechowiczadams1974
12_lechowiczadams1974,green algae,neutral,43.7972,uncialis,2.744216019086571e-7,41.720359955241136,5,npp,lechowiczadams1974
12_lechowiczadams1974,green algae,neutral,43.7972,uncialis,4.665167227145345e-7,40.9836416088657,10,npp,lechowiczadams1974
12_lechowiczadams1974,green algae,neutral,43.7972,uncialis,7.162403802166175e-7,40.27249044438772,15,npp,lechowiczadams1974
12_lechowiczadams1974,green algae,neutral,43.7972,uncialis,8.699164773157616e-7,39.99489271601007,17,npp,lechowiczadams1974
12_lechowiczadams1974,green algae,neutral,43.7972,uncialis,8.987307452851624e-7,39.58559823145258,20,npp,lechowiczadams1974
12_lechowiczadams1974,green algae,neutral,43.7972,uncialis,8.891259887904264e-7,39.31735768778696,22,npp,lechowiczadams1974
12_lechowiczadams1974,green algae,neutral,43.7972,uncialis,8.603117208210254e-7,38.92174449622782,25,npp,lechowiczadams1974
12_lechowiczadams1974,green algae,neutral,43.7972,uncialis,6.874261122472166e-7,38.27978928434875,30,npp,lechowiczadams1974
12_lechowiczadams1974,green algae,neutral,43.7972,uncialis,3.704691623115958e-7,37.65866662842876,35,npp,lechowiczadams1974
