paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,ramp_duration,ramp_duration_units,ramp_rate_per_day,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,cnidarian_type,avg_depth_m,depth_m
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,22,C,10,days,0.5,photosynthesis rate,0.767272727,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.267272727,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,23,C,10,days,0.5,photosynthesis rate,0.760909091,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.197272727,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,24,C,10,days,0.5,photosynthesis rate,0.652727273,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.267272727,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,25,C,10,days,0.5,photosynthesis rate,0.716363636,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.324545455,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,26,C,10,days,0.5,photosynthesis rate,0.614545455,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.254545455,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,27,C,10,days,0.5,photosynthesis rate,0.627272727,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.286363636,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,28,C,10,days,0.5,photosynthesis rate,0.525454545,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.248181818,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,28,C,10,days,0.5,photosynthesis rate,0.601818182,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.311818182,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,29,C,10,days,0.5,photosynthesis rate,0.493636364,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.184545455,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,30,C,10,days,0.5,photosynthesis rate,0.576363636,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.273636364,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,31,C,10,days,0.5,photosynthesis rate,0.538181818,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.178181818,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
1,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,32,C,10,days,0.5,photosynthesis rate,0.589090909,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.203636364,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2a,pop,Acropora,spp,33,C,10,days,0.5,photosynthesis rate,0.041818182,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.120909091,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,23,C,10,days,0.5,photosynthesis rate,0.216289593,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.039819005,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,24,C,10,days,0.5,photosynthesis rate,0.245248869,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.054298643,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,25,C,10,days,0.5,photosynthesis rate,0.266968326,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.068778281,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,26,C,10,days,0.5,photosynthesis rate,0.252488688,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.054298643,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,27,C,10,days,0.5,photosynthesis rate,0.23800905,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.054298643,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,28,C,10,days,0.5,photosynthesis rate,0.194570136,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.03438914,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,29,C,10,days,0.5,photosynthesis rate,0.295927602,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.126696833,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,29,C,10,days,0.5,photosynthesis rate,0.23800905,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.083257919,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,30,C,10,days,0.5,photosynthesis rate,0.332126697,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.123076923,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,31,C,10,days,0.5,photosynthesis rate,0.31040724,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.11040724,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,32,C,10,days,0.5,photosynthesis rate,0.248868778,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.095927602,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,33,C,10,days,0.5,photosynthesis rate,0.194570136,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.065158371,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
2,jurriaans2019,jurriaans2019,figure 2b,pop,Acropora,spp,34,C,10,days,0.5,photosynthesis rate,0.02081448,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.057918552,SD,10,M,lab,,,location,orpheus island,350,350,umol m^-2 s^-1,npp,-18.37,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,22,C,10,days,0.5,photosynthesis rate,0.301818182,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.054545455,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,23,C,10,days,0.5,photosynthesis rate,0.301818182,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.043636364,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,24,C,10,days,0.5,photosynthesis rate,0.28,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.049090909,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,25,C,10,days,0.5,photosynthesis rate,0.265454545,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.065454545,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,26,C,10,days,0.5,photosynthesis rate,0.178181818,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.058181818,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,27,C,10,days,0.5,photosynthesis rate,0.210909091,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.072727273,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,28,C,10,days,0.5,photosynthesis rate,0.214545455,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.050909091,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,29,C,10,days,0.5,photosynthesis rate,0.185454545,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.050909091,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,30,C,10,days,0.5,photosynthesis rate,0.2,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.061818182,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,30,C,10,days,0.5,photosynthesis rate,0.112727273,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.043636364,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,31,C,10,days,0.5,photosynthesis rate,0.2,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.074545455,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,32,C,10,days,0.5,photosynthesis rate,0.156363636,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.069090909,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,33,C,10,days,0.5,photosynthesis rate,-0.04,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.101818182,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
3,jurriaans2019,jurriaans2019,figure 2c,pop,Acropora,spp,34,C,10,days,0.5,photosynthesis rate,-0.185454545,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.054545455,SD,10,M,lab,,,location,lizard island,350,350,umol m^-2 s^-1,npp,-14.4,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,22,C,10,days,0.5,respiration rate,0.377707165,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.039998895,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,23,C,10,days,0.5,respiration rate,0.391998011,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.065452737,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,24,C,10,days,0.5,respiration rate,0.442673593,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.072725263,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,25,C,10,days,0.5,respiration rate,0.464248017,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.072725263,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,26,C,10,days,0.5,respiration rate,0.44945981,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.061816474,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,27,C,10,days,0.5,respiration rate,0.514669393,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.065452737,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,28,C,10,days,0.5,respiration rate,0.528971291,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.116360421,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,28,C,10,days,0.5,respiration rate,0.528971291,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.07999779,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,29,C,10,days,0.5,respiration rate,0.485092979,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.065452737,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,30,C,10,days,0.5,respiration rate,0.521212456,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.089088447,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,31,C,10,days,0.5,respiration rate,0.506424249,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.070907132,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,32,C,10,days,0.5,respiration rate,0.484363516,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.087270316,SD,10,M,lab,,,location,heron island,0,0,umol m^-2 s^-1,r,-23.26,,hermatypic coral,5,6-Apr
4,jurriaans2019,jurriaans2019,figure 2d,pop,Acropora,spp,33,C,10,days,0.5,respiration rate,0.455030256,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.052725816,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,23,C,10,days,0.5,respiration rate,0.121100917,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.022018349,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,24,C,10,days,0.5,respiration rate,0.124770642,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.023853211,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,25,C,10,days,0.5,respiration rate,0.12293578,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.033944954,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,26,C,10,days,0.5,respiration rate,0.128440367,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.029357798,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,27,C,10,days,0.5,respiration rate,0.128440367,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.026605505,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,28,C,10,days,0.5,respiration rate,0.179816514,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.04587156,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,29,C,10,days,0.5,respiration rate,0.24587156,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.053211009,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,29,C,10,days,0.5,respiration rate,0.124770642,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.03853211,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,30,C,10,days,0.5,respiration rate,0.253211009,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.049541284,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,31,C,10,days,0.5,respiration rate,0.264220183,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.067889908,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,32,C,10,days,0.5,respiration rate,0.286238532,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.052293578,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,33,C,10,days,0.5,respiration rate,0.311926606,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.06146789,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
5,jurriaans2019,jurriaans2019,figure 2e,pop,Acropora,spp,34,C,10,days,0.5,respiration rate,0.258715596,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.060550459,SD,10,M,lab,,,location,orpheus island,0,0,umol m^-2 s^-1,r,-18.37,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,22,C,10,days,0.5,respiration rate,0.119515152,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.018181818,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,23,C,10,days,0.5,respiration rate,0.108363636,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.027272727,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,24,C,10,days,0.5,respiration rate,0.151757576,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.032727273,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,25,C,10,days,0.5,respiration rate,0.16969697,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.042727273,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,26,C,10,days,0.5,respiration rate,0.209454545,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.030909091,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,27,C,10,days,0.5,respiration rate,0.154666667,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.067272727,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,28,C,10,days,0.5,respiration rate,0.187151515,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.040909091,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,29,C,10,days,0.5,respiration rate,0.197818182,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.043636364,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,30,C,10,days,0.5,respiration rate,0.219415978,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.043636364,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,30,C,10,days,0.5,respiration rate,0.183030303,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.052727273,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,31,C,10,days,0.5,respiration rate,0.244606061,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.04,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,32,C,10,days,0.5,respiration rate,0.218909091,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.06,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,33,C,10,days,0.5,respiration rate,0.207757576,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.086363636,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
6,jurriaans2019,jurriaans2019,figure 2f,pop,Acropora,spp,34,C,10,days,0.5,respiration rate,0.222060606,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.08,SD,10,M,lab,,,location,lizard island,0,0,umol m^-2 s^-1,r,-14.4,,hermatypic coral,5,6-Apr
7,jurriaans2019,jurriaans2019,figure 3a,pop,Porites,cylindrica,22,C,10,days,0.5,photosynthesis rate,0.907779733,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.294401015,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
7,jurriaans2019,jurriaans2019,figure 3a,pop,Porites,cylindrica,23,C,10,days,0.5,photosynthesis rate,0.955144662,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.327112239,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
7,jurriaans2019,jurriaans2019,figure 3a,pop,Porites,cylindrica,24,C,10,days,0.5,photosynthesis rate,0.899702887,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.214959472,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
7,jurriaans2019,jurriaans2019,figure 3a,pop,Porites,cylindrica,25,C,10,days,0.5,photosynthesis rate,0.900308651,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.271021432,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
7,jurriaans2019,jurriaans2019,figure 3a,pop,Porites,cylindrica,26,C,10,days,0.5,photosynthesis rate,0.826145902,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.228978568,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
7,jurriaans2019,jurriaans2019,figure 3a,pop,Porites,cylindrica,27,C,10,days,0.5,photosynthesis rate,0.976317535,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.327112239,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
7,jurriaans2019,jurriaans2019,figure 3a,pop,Porites,cylindrica,28,C,10,days,0.5,photosynthesis rate,1.126489168,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.439265007,SD,10,M,lab,,,location,heron island,350,350,umol m^-2 s^-1,npp,-23.26,,hermatypic coral,5,6-Apr
