paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,ramp_duration,ramp_duration_units,ramp_rate_per_day,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,cnidarian_type,avg_depth_m,depth_m
2,aichelman2019,aichelman2019,figure 3,pop,Astrangia,poculata,12,C,1,day ,9,corrected dark respiration,0.097222222,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.107638889,95 CI,8,M ,lab,,,location,Virginia,0,0,umol m^-2 s^-1,r,37.8992,,hermatypic coral,,20
2,aichelman2019,aichelman2019,figure 3,pop,Astrangia,poculata,15,C,1,day ,9,corrected dark respiration,0.135416667,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.065972222,95 CI,8,M ,lab,,,location,Virginia,0,0,umol m^-2 s^-1,r,37.8992,,hermatypic coral,,20
2,aichelman2019,aichelman2019,figure 3,pop,Astrangia,poculata,18,C,1,day ,9,corrected dark respiration,0.197916667,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.105902778,95 CI,8,M ,lab,,,location,Virginia,0,0,umol m^-2 s^-1,r,37.8992,,hermatypic coral,,20
2,aichelman2019,aichelman2019,figure 3,pop,Astrangia,poculata,22,C,1,day ,9,corrected dark respiration,0.555555556,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.201388889,95 CI,8,M ,lab,,,location,Virginia,0,0,umol m^-2 s^-1,r,37.8992,,hermatypic coral,,20
2,aichelman2019,aichelman2019,figure 3,pop,Astrangia,poculata,26,C,1,day ,9,corrected dark respiration,0.6875,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.215277778,95 CI,8,M ,lab,,,location,Virginia,0,0,umol m^-2 s^-1,r,37.8992,,hermatypic coral,,20
2,aichelman2019,aichelman2019,figure 3,pop,Astrangia,poculata,29,C,1,day ,9,corrected dark respiration,0.833333333,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.211805556,95 CI,8,M ,lab,,,location,Virginia,0,0,umol m^-2 s^-1,r,37.8992,,hermatypic coral,,20
2,aichelman2019,aichelman2019,figure 3,pop,Astrangia,poculata,32,C,1,day ,9,corrected dark respiration,0.545138889,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.270833333,95 CI,8,M ,lab,,,location,Virginia,0,0,umol m^-2 s^-1,r,37.8992,,hermatypic coral,,20
3,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,6,C,1,day ,9,gross photosynthesis,0.033333333,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.16969697,95 CI,8,M ,lab,,,location ,Rhode Island,400,400,umol m^-2 s^-1,gpp,41.4774,,hermatypic coral,,11
3,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,9,C,1,day ,9,gross photosynthesis,0.211111111,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.244444444,95 CI,8,M ,lab,,,location ,Rhode Island,400,400,umol m^-2 s^-1,gpp,41.4774,,hermatypic coral,,11
3,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,12,C,1,day ,9,gross photosynthesis,0.045454545,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.274747475,95 CI,8,M ,lab,,,location ,Rhode Island,400,400,umol m^-2 s^-1,gpp,41.4774,,hermatypic coral,,11
3,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,15,C,1,day ,9,gross photosynthesis,0.344444444,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.294949495,95 CI,8,M ,lab,,,location ,Rhode Island,400,400,umol m^-2 s^-1,gpp,41.4774,,hermatypic coral,,11
3,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,18,C,1,day ,9,gross photosynthesis,0.3,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.16969697,95 CI,8,M ,lab,,,location ,Rhode Island,400,400,umol m^-2 s^-1,gpp,41.4774,,hermatypic coral,,11
3,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,22,C,1,day ,9,gross photosynthesis,0.88989899,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.298989899,95 CI,8,M ,lab,,,location ,Rhode Island,400,400,umol m^-2 s^-1,gpp,41.4774,,hermatypic coral,,11
3,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,26,C,1,day ,9,gross photosynthesis,0.998989899,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.424242424,95 CI,8,M ,lab,,,location ,Rhode Island,400,400,umol m^-2 s^-1,gpp,41.4774,,hermatypic coral,,11
3,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,29,C,1,day ,9,gross photosynthesis,0.768686869,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.460606061,95 CI,8,M ,lab,,,location ,Rhode Island,400,400,umol m^-2 s^-1,gpp,41.4774,,hermatypic coral,,11
3,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,32,C,1,day ,9,gross photosynthesis,0.283838384,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.173737374,95 CI,8,M ,lab,,,location,Rhode Island,400,400,umol m^-2 s^-1,gpp,41.4774,,hermatypic coral,,11
4,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,6,C,1,day ,9,gross photosynthesis,0.102020202,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.090909091,95 CI,8,M ,lab,,,location,Virginia,400,400,umol m^-2 s^-1,gpp,37.8992,,hermatypic coral,,20
4,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,9,C,1,day ,9,gross photosynthesis,0.077777778,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.286868687,95 CI,8,M ,lab,,,location,Virginia,400,400,umol m^-2 s^-1,gpp,37.8992,,hermatypic coral,,20
4,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,12,C,1,day ,9,gross photosynthesis,-0.055555556,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.23030303,95 CI,8,M ,lab,,,location,Virginia,400,400,umol m^-2 s^-1,gpp,37.8992,,hermatypic coral,,20
4,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,15,C,1,day ,9,gross photosynthesis,0.146464646,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.133333333,95 CI,8,M ,lab,,,location,Virginia,400,400,umol m^-2 s^-1,gpp,37.8992,,hermatypic coral,,20
4,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,18,C,1,day ,9,gross photosynthesis,0.186868687,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.171717172,95 CI,8,M ,lab,,,location,Virginia,400,400,umol m^-2 s^-1,gpp,37.8992,,hermatypic coral,,20
4,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,22,C,1,day ,9,gross photosynthesis,0.425252525,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.173737374,95 CI,8,M ,lab,,,location,Virginia,400,400,umol m^-2 s^-1,gpp,37.8992,,hermatypic coral,,20
4,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,26,C,1,day ,9,gross photosynthesis,0.643434343,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.303030303,95 CI,8,M ,lab,,,location,Virginia,400,400,umol m^-2 s^-1,gpp,37.8992,,hermatypic coral,,20
4,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,29,C,1,day ,9,gross photosynthesis,0.691919192,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.43030303,95 CI,8,M ,lab,,,location,Virginia,400,400,umol m^-2 s^-1,gpp,37.8992,,hermatypic coral,,20
4,aichelman2019,aichelman2019,figure 4,pop,Astrangia,poculata,32,C,1,day ,9,gross photosynthesis,0.267676768,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.254545455,95 CI,8,M ,lab,,,location,Virginia,400,400,umol m^-2 s^-1,gpp,37.8992,,hermatypic coral,,20
