source,source_doi,DOI,title,Article Title,usable?
aubert_2007,10.1007/s00425-007-0563-6,http://dx.doi.org/10.1016/j.cryobiol.2016.10.002,,Sensitivity of photosynthetic processes to freezing temperature in extremophilic lichens evaluated by linear cooling and chlorophyll extremophilic lichens evaluated by linear cooling and chlorophyll fluorescence,?
aubert_2007,,,,,
