paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,elevation_metre,latitude,latitude_broad,elevation_broad,lichen_type,npp_value,r_value,npp_error,r_error,n
smith2001,smith2001,figure 2,pop,turgidiusculum,complicatulum,25,C,dark respiration,,umol CO2 *g^-1 *h^-1,co2,umol,g,hr,,,,I,lab,,,,,257,257,umol *m^-2 *s^-1,r,,-46.8964,temperate,neutral,green algae,55.99729973,-75.84038404,,,
smith2001,smith2001,figure 2,pop,turgidiusculum,complicatulum,25,C,dark respiration,,umol CO2 *g^-1 *h^-1,co2,umol,g,hr,,,,I,lab,,,,,257,257,umol *m^-2 *s^-1,r,,-46.8964,temperate,neutral,green algae,63.42274227,-71.08790879,,,
smith2001,smith2001,figure 2,pop,turgidiusculum,complicatulum,20,C,dark respiration,,umol CO2 *g^-1 *h^-1,co2,umol,g,hr,,,,I,lab,,,,,244,244,umol *m^-2 *s^-1,r,,-46.8964,temperate,neutral,green algae,88.95469547,-52.67266727,,,
smith2001,smith2001,figure 2,pop,turgidiusculum,complicatulum,20,C,dark respiration,,umol CO2 *g^-1 *h^-1,co2,umol,g,hr,,,,I,lab,,,,,244,244,umol *m^-2 *s^-1,r,,-46.8964,temperate,neutral,green algae,85.39033903,-46.1380138,,,
smith2001,smith2001,figure 2,pop,turgidiusculum,complicatulum,15,C,dark respiration,,umol CO2 *g^-1 *h^-1,co2,umol,g,hr,,,,I,lab,,,,,252,252,umol *m^-2 *s^-1,r,,-46.8964,temperate,neutral,green algae,91.93279328,-34.85088509,,,
smith2001,smith2001,figure 2,pop,turgidiusculum,complicatulum,15,C,dark respiration,,umol CO2 *g^-1 *h^-1,co2,umol,g,hr,,,,I,lab,,,,,252,252,umol *m^-2 *s^-1,r,,-46.8964,temperate,neutral,green algae,84.80408041,-31.28652865,,,
smith2001,smith2001,figure 2,pop,turgidiusculum,complicatulum,10,C,dark respiration,,umol CO2 *g^-1 *h^-1,co2,umol,g,hr,,,,I,lab,,,,,241,241,umol *m^-2 *s^-1,r,,-46.8964,temperate,neutral,green algae,87.17971797,-22.3750375,,,
smith2001,smith2001,figure 2,pop,turgidiusculum,complicatulum,5,C,dark respiration,,umol CO2 *g^-1 *h^-1,co2,umol,g,hr,,,,I,lab,,,,,241,241,umol *m^-2 *s^-1,r,,-46.8964,temperate,neutral,green algae,84.79327933,-8.711671167,,,
smith2001,smith2001,figure 2,pop,turgidiusculum,complicatulum,1,C,dark respiration,,umol CO2 *g^-1 *h^-1,co2,umol,g,hr,,,,I,lab,,,,,268,268,umol *m^-2 *s^-1,npp,,-46.8964,temperate,neutral,green algae,84.22622262,-0.394839484,,,
tretiach1997,uchida2006,figure 1b,pop,cetrariella,delisei,4,C,net photosynthesis,,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.01516393,SD,3,T,lab,,,,,800,800,umol *m^-2 *s^-1,npp,,79,arctic,neutral,green algae,0.20327869,0.02723624,,,
uchida2006,uchida2006,figure 1b,pop,cetrariella,delisei,7,C,net photosynthesis,,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.01270492,SD,3,T,lab,,,,,800,800,umol *m^-2 *s^-1,npp,,79,arctic,neutral,green algae,0.2,0.03482076,,,
uchida2006,uchida2006,figure 1b,pop,cetrariella,delisei,12,C,net photosynthesis,,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.025,SD,3,T,lab,,,,,800,800,umol *m^-2 *s^-1,npp,,79,arctic,neutral,green algae,0.19016393,0.05438292,,,
uchida2006,uchida2006,figure 1b,pop,cetrariella,delisei,15,C,net photosynthesis,,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.02827869,SD,3,T,lab,,,,,800,800,umol *m^-2 *s^-1,npp,,79,arctic,neutral,green algae,0.16885246,0.07071061,,,
uchida2006,uchida2006,figure 1b,pop,cetrariella,delisei,20,C,net photosynthesis,,mg CO2 *g dry wt ^-1 * hr^-1,co2,mg,g,hr,0.0204918,SD,3,T,lab,,,,,800,800,umol *m^-2 *s^-1,npp,,79,arctic,neutral,green algae,0.13852459,0.105028,,,
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,5,C,co2 assimilation,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,,T,lab,,,,,300,300,umol *m^-2 *s^-1,npp,,64.14,arctic,neutral,cyanobacteria + green algae,0.74751929,-0.0418964,,,
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,9,C,co2 assimilation,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,,T,lab,,,,,300,300,umol *m^-2 *s^-1,npp,,64.14,arctic,neutral,cyanobacteria + green algae,1.1047409,-0.213892,,,
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,13,C,co2 assimilation,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,,T,lab,,,,,300,300,umol *m^-2 *s^-1,npp,,64.14,arctic,neutral,cyanobacteria + green algae,1.31642778,-0.4652701,,,
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,16,C,co2 assimilation,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,,T,lab,,,,,300,300,umol *m^-2 *s^-1,npp,,64.14,arctic,neutral,cyanobacteria + green algae,1.4399118,-0.6284454,,,
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,19,C,co2 assimilation,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,,T,lab,,,,,300,300,umol *m^-2 *s^-1,npp,,64.14,arctic,neutral,cyanobacteria + green algae,1.42668137,-0.8357222,,,
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,22,C,co2 assimilation,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,,T,lab,,,,,300,300,umol *m^-2 *s^-1,npp,,64.14,arctic,neutral,cyanobacteria + green algae,1.46196251,-1.047409,,,
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,25,C,co2 assimilation,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,,T,lab,,,,,300,300,umol *m^-2 *s^-1,npp,,64.14,arctic,neutral,cyanobacteria + green algae,1.27673649,-1.3737596,,,
sundberg1997,sundberg1997,figure 3a,pop,platismatia,glauca,6,C,co2 assimilation,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,,T,lab,,,,,300,300,umol *m^-2 *s^-1,npp,,64.14,arctic,neutral,green algae,0.1786108,-0.1212789,,,
sundberg1997,sundberg1997,figure 3a,pop,platismatia,glauca,11,C,co2 assimilation,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,300,300,umol *m^-2 *s^-1,npp,,64.14,arctic,neutral,green algae,0.30209482,-0.1124587,,,
sundberg1997,sundberg1997,figure 3a,pop,platismatia,glauca,16,C,co2 assimilation,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,300,300,umol *m^-2 *s^-1,npp,,64.14,arctic,neutral,green algae,0.44762955,-0.1168688,,,
sundberg1997,sundberg1997,figure 3a,pop,platismatia,glauca,21,C,co2 assimilation,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,300,300,umol *m^-2 *s^-1,npp,,64.14,arctic,neutral,green algae,0.41675854,-0.2094818,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,6,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.275807394,-0.145063684,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,6,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.316649891,-0.141952159,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.222498913,-0.129381796,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.235089158,-0.129396707,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.263351351,-0.119942839,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.282219323,-0.088569121,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.297926064,-0.085378068,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.363889407,-0.107357564,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.351324014,-0.126185772,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.385893756,-0.145033861,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.39530786,-0.132493321,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.351497981,-0.103957751,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.370360982,-0.116493321,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.316997825,-0.135296676,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.345264989,-0.085040075,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.354674122,-0.097615409,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,11,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.266761106,-0.10700963,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,11,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.285609195,-0.119560112,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,13,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.471157502,-0.128964275,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,13,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.486854303,-0.106964896,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,13,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.496278347,-0.100667288,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,13,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.549691208,-0.08499037,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,16,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.549860205,-0.188366573,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,16,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.534148493,-0.191485555,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,16,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.474472818,-0.172630009,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,16,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.461897484,-0.160089469,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.452607642,-0.156918298,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.546803355,-0.14125132,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.559371233,-0.131812364,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.57508543,-0.141216527,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.587635912,-0.128636222,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.597069897,-0.109793103,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.603397328,-0.103520348,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,18,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.524873563,-0.282338614,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,18,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.578276483,-0.279172414,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,20,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.358566014,-0.266607021,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,20,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.374262815,-0.291712954,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,20,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.389964585,-0.301132029,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.525097235,-0.247753961,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.496825101,-0.238300093,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.512596459,-0.232042249,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.449769494,-0.222593352,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.421497359,-0.206886611,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.405790618,-0.263391115,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.405765766,-0.323036968,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.405750854,-0.297901212,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.380620068,-0.285301025,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.368064616,-0.27903324,,,
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,,,4,T,lab,,,,,200,200,umol *m^-2 *s^-1,npp,410,45.39,temperate,neutral,green algae,0.361762038,-0.279063063,,,
zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,12,C,net photosynthesis,,nmol CO2 * mg Chl^-1 *s^-1,co2,nmol,mg chla,sec,,,4,T,lab,,,,,150,150,umol *m^-2 *s^-1,npp,1100,8,tropical,high,cyanobacteria  ,4.210526316,-2.736842105,,,
zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,14,C,net photosynthesis,,nmol CO2 * mg Chl^-1 *s^-1,co2,nmol,mg chla,sec,,,4,T,lab,,,,,150,150,umol *m^-2 *s^-1,npp,1100,8,tropical,high,cyanobacteria  ,8.842105263,-3.157894737,,,
zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,16,C,net photosynthesis,,nmol CO2 * mg Chl^-1 *s^-1,co2,nmol,mg chla,sec,,,4,T,lab,,,,,150,150,umol *m^-2 *s^-1,npp,1100,8,tropical,high,cyanobacteria  ,12.42105263,-6.526315789,,,
zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,18,C,net photosynthesis,,nmol CO2 * mg Chl^-1 *s^-1,co2,nmol,mg chla,sec,,,4,T,lab,,,,,150,150,umol *m^-2 *s^-1,npp,1100,8,tropical,high,cyanobacteria  ,14.52631579,-5.157894737,,,
zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,20,C,net photosynthesis,,nmol CO2 * mg Chl^-1 *s^-1,co2,nmol,mg chla,sec,,,4,T,lab,,,,,150,150,umol *m^-2 *s^-1,npp,1100,8,tropical,high,cyanobacteria  ,18.94736842,-5.684210526,,,
zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,22,C,net photosynthesis,,nmol CO2 * mg Chl^-1 *s^-1,co2,nmol,mg chla,sec,,,4,T,lab,,,,,150,150,umol *m^-2 *s^-1,npp,1100,8,tropical,high,cyanobacteria  ,22.73684211,-6.947368421,,,
zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,24,C,net photosynthesis,,nmol CO2 * mg Chl^-1 *s^-1,co2,nmol,mg chla,sec,,,4,T,lab,,,,,150,150,umol *m^-2 *s^-1,npp,1100,8,tropical,high,cyanobacteria  ,20.42105263,-8.210526316,,,
zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,26,C,net photosynthesis,,nmol CO2 * mg Chl^-1 *s^-1,co2,nmol,mg chla,sec,,,4,T,lab,,,,,150,150,umol *m^-2 *s^-1,npp,1100,8,tropical,high,cyanobacteria  ,18.94736842,-10.52631579,,,
zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,28,C,net photosynthesis,,nmol CO2 * mg Chl^-1 *s^-1,co2,nmol,mg chla,sec,,,4,T,lab,,,,,150,150,umol *m^-2 *s^-1,npp,1100,8,tropical,high,cyanobacteria  ,16.73684211,-14.52631579,,,
zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,30,C,net photosynthesis,,nmol CO2 * mg Chl^-1 *s^-1,co2,nmol,mg chla,sec,,,,T,lab,,,,,150,150,umol *m^-2 *s^-1,npp,1100,8,tropical,high,cyanobacteria  ,16,-18,,,
zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,32,C,net photosynthesis,,nmol CO2 * mg Chl^-1 *s^-1,co2,nmol,mg chla,sec,,,,T,lab,,,,,150,150,umol *m^-2 *s^-1,npp,1100,8,tropical,high,cyanobacteria  ,13.78947368,-24,,,
kappen_2000,kappen_2000,figure 4,pop,buellia ,frigida,-4.112631045,C,respiration,,mg CO2 *dm^-2  *h^-1,co2,mg,g,hr,,,,T,lab,,,,,970,970,umol * m^-2 * s^-1,r,,-72.18,antarctic,neutral,green algae,0.479329283,-0.136466592,,,
kappen_2000,kappen_2000,figure 4,pop,buellia ,frigida,0.812225944,C,respiration,,mg CO2 *dm^-2  *h^-1,co2,mg,g,hr,,,,T,lab,,,,,970,970,umol * m^-2 * s^-1,r,,-72.18,antarctic,neutral,green algae,1.169971074,-0.242726409,,,
kappen_2000,kappen_2000,figure 4,pop,buellia ,frigida,14.68051529,C,respiration,,mg CO2 *dm^-2  *h^-1,co2,mg,g,hr,,,,T,lab,,,,,970,970,umol * m^-2 * s^-1,r,,-72.18,antarctic,neutral,green algae,0.979249217,-1.242535612,,,
lange_1991,lange_1991,figure 6,pop,cladonia ,portentosa,4,C,net photosynthesis,,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,,290,290,PAR; uE,npp,,53.728189,temperate,neutral,green algae,7.270072993,-1.140388769,,,
lange_1991,lange_1991,figure 6,pop,cladonia ,portentosa,8,C,net photosynthesis,,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,,290,290,PAR; uE,npp,,53.728189,temperate,neutral,green algae,10.16058394,-1.503239741,,,
lange_1991,lange_1991,figure 6,pop,cladonia ,portentosa,12,C,net photosynthesis,,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,,290,290,PAR; uE,npp,,53.728189,temperate,neutral,green algae,13.05109489,-1.365010799,,,
lange_1991,lange_1991,figure 6,pop,cladonia ,portentosa,15,C,net photosynthesis,,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,,290,290,PAR; uE,npp,,53.728189,temperate,neutral,green algae,16.81751825,-1.935205184,,,
lange_1991,lange_1991,figure 6,pop,cladonia ,portentosa,20,C,net photosynthesis,,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,,290,290,PAR; uE,npp,,53.728189,temperate,neutral,green algae,18.74452555,-2.367170626,,,
lange_1991,lange_1991,figure 6,pop,cladonia ,portentosa,25,C,net photosynthesis,,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,,290,290,PAR; uE,npp,,53.728189,temperate,neutral,green algae,17.60583942,-5.408207343,,,
lange_1991,lange_1991,figure 6,pop,cladonia ,portentosa,30,C,net photosynthesis,,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,,290,290,PAR; uE,npp,,53.728189,temperate,neutral,green algae,16.90510949,-6.496760259,,,
coxson_2003,coxson_2003,figure 6 ,pop,alectoria,sarmentosa,0,C,mean gas exchangce,,mg CO2 *g  *h^-1,co2,mg,g,hr,0,SEM,10,T,lab,,,season,winter ,0,0,umol * m^-2 * s^-1,r,,53.37,temperate,neutral,green algae,0.77,-0.01,,,
