paper_id,study_id,source,org_level,genus,species,temp,temp_units,npp_def,npp_value,npp_units ,gas,gas_unit,mass/area,time,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,elevation_metre,latitude,latitude_broad,elevation_broad,lichen_type,r_value
lange2002_flora_i,lange2002_flora_i,figure 10 ,pop,lecanora,muralis,27,C,net photosynthesis,7.885945978,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,1750,1750,umol *m^-2 *s^-1,,49.9174,temperate,neutral,green algae,-2.763274518
lange2002_flora_i,lange2002_flora_i,figure 10 ,pop,lecanora,muralis,27,C,net photosynthesis,7.964634073,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,1750,1750,umol *m^-2 *s^-1,,49.9174,temperate,neutral,green algae,-2.605898328
lange2002_flora_i,lange2002_flora_i,figure 10 ,pop,lecanora,muralis,27,C,net photosynthesis,8.121977476,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,1750,1750,umol *m^-2 *s^-1,,49.9174,temperate,neutral,green algae,-2.527210234
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,10,C,net photosynthesis,12.43046358,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-3.304635762
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,13,C,net photosynthesis,12.07284768,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-1.993377483
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,14,C,net photosynthesis,16.54304636,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-3.900662252
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,15,C,net photosynthesis,19.58278146,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-3.900662252
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,16,C,net photosynthesis,17.1986755,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-2.589403974
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,17,C,net photosynthesis,14.63576159,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-3.304635762
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,18,C,net photosynthesis,17.55629139,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-3.900662252
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,18,C,net photosynthesis,20.05960265,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-7.59602649
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,19,C,net photosynthesis,19.22516556,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-3.900662252
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,20,C,net photosynthesis,19.94039735,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-7.59602649
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,20,C,net photosynthesis,18.15231788,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-3.42384106
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,21,C,net photosynthesis,19.34437086,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-5.450331126
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,21,C,net photosynthesis,18.39072848,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-7.834437086
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,22,C,net photosynthesis,19.58278146,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-4.973509934
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,23,C,net photosynthesis,17.01986755,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-7.953642384
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,24,C,net photosynthesis,18.74834437,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-10.69536424
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,25,C,net photosynthesis,15.88741722,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-7.953642384
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,26,C,net photosynthesis,15.94701987,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-6.642384106
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,27,C,net photosynthesis,14.81456954,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-9.503311258
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,27,C,net photosynthesis,12.96688742,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-12.12582781
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,29,C,net photosynthesis,11.41721854,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-8.907284768
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,30,C,net photosynthesis,15.64900662,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-9.920529801
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,30,C,net photosynthesis,9.450331126,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-13.0794702
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,30,C,net photosynthesis,6.589403974,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,31,C,net photosynthesis,6.470198675,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,32,C,net photosynthesis,8.258278146,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,32,C,net photosynthesis,5.218543046,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,33,C,net photosynthesis,13.44370861,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-12.42384106
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,34,C,net photosynthesis,7.185430464,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-12.42384106
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,34,C,net photosynthesis,2.298013245,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-12.42384106
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,34,C,net photosynthesis,1.344370861,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-12.42384106
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,36,C,net photosynthesis,4.682119205,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-14.86754967
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,36,C,net photosynthesis,-0.801324503,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-14.86754967
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,37,C,net photosynthesis,4.920529801,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-14.86754967
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,37,C,net photosynthesis,1.40397351,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-14.86754967
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,37,C,net photosynthesis,-1.397350993,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-14.86754967
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,38,C,net photosynthesis,3.490066225,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-14.86754967
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,40,C,net photosynthesis,0.688741722,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-18.08609272
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,40,C,net photosynthesis,-2.410596026,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-18.08609272
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,41,C,net photosynthesis,0.331125828,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-18.08609272
lange2004,lange2004,figure 4,pop,pseudocyphellaria,aurata,42,C,net photosynthesis,-0.801324503,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,T,lab,,,,,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,-20.35099338
reiter2000,reiter2000,figure7,pop,cetraria ,islandica,2,C,photosynthesis,0.636461994,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,max water content ,161.1347817,1000,1000,umol *m^-2 *s^-1,2300,47.0004,temperate,high,green algae,-1.373112607
reiter2000,reiter2000,figure7,pop,flavocetraria,nivalis,2,C,photosynthesis,0.531791908,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,max water content ,228.9959016,1000,1000,umol *m^-2 *s^-1,2300,47.0004,temperate,high,green algae,-1.687861272
reiter2000,reiter2000,figure7,pop,cetraria ,islandica,10,C,photosynthesis,2.239211297,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,max water content ,126.7854088,1000,1000,umol *m^-2 *s^-1,2300,47.0004,temperate,high,green algae,-2.209473628
reiter2000,reiter2000,figure7,pop,flavocetraria,nivalis,10,C,photosynthesis,0.597701149,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,max water content ,158.8421318,1000,1000,umol *m^-2 *s^-1,2300,47.0004,temperate,high,green algae,-4.091954023
reiter2000,reiter2000,figure7,pop,cetraria ,islandica,20,C,photosynthesis,2.525189626,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,max water content ,124.8641979,1000,1000,umol *m^-2 *s^-1,2300,47.0004,temperate,high,green algae,-3.541916465
reiter2000,reiter2000,figure7,pop,flavocetraria,nivalis,20,C,photosynthesis,-1.333333333,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,max water content ,241.1202186,1000,1000,umol *m^-2 *s^-1,2300,47.0004,temperate,high,green algae,-6.527536232
reiter2000,reiter2000,figure7,pop,cetraria ,islandica,30,C,photosynthesis,-2.011173184,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,max water content ,126.4759777,1000,1000,umol *m^-2 *s^-1,2300,47.0004,temperate,high,green algae,-6.670391061
reiter2000,reiter2000,figure7,pop,flavocetraria,nivalis,30,C,photosynthesis,-5.6,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,max water content ,181.6466552,1000,1000,umol *m^-2 *s^-1,2300,47.0004,temperate,high,green algae,-10.88695652
sancho1997,sancho1997,figure 2,pop,umbilicaria ,freyi,0,C,net photosynthesis,5.930955121,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-1.323360184
sancho1997,sancho1997,figure 2,pop,umbilicaria ,grisea,0,C,net photosynthesis,4.093714286,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-0.733714286
sancho1997,sancho1997,figure 2,pop,umbilicaria ,freyi,7,C,net photosynthesis,8.950517837,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-2.02301496
sancho1997,sancho1997,figure 2,pop,umbilicaria ,grisea,7,C,net photosynthesis,6.489142857,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-1.227428571
sancho1997,sancho1997,figure 2,pop,umbilicaria ,freyi,14,C,net photosynthesis,9.742232451,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-2.243958573
sancho1997,sancho1997,figure 2,pop,umbilicaria ,grisea,14,C,net photosynthesis,8.994285714,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-1.355428571
sancho1997,sancho1997,figure 2,pop,umbilicaria ,freyi,21,C,net photosynthesis,10.16570771,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-3.367088608
sancho1997,sancho1997,figure 2,pop,umbilicaria ,grisea,21,C,net photosynthesis,7.549714286,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-2.708571429
sancho1997,sancho1997,figure 2,pop,umbilicaria ,freyi,28,C,net photosynthesis,8.84004603,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-4.379746835
sancho1997,sancho1997,figure 2,pop,umbilicaria ,grisea,28,C,net photosynthesis,7.915428571,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-3.677714286
sancho1997,sancho1997,figure 2,pop,umbilicaria ,freyi,35,C,net photosynthesis,7.403912543,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-5.539700806
sancho1997,sancho1997,figure 2,pop,umbilicaria ,grisea,35,C,net photosynthesis,6.726857143,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,T,lab,,,,,610-650,630,umol *m^-2 *s^-1,1550,40.8509,temperate,high,green algae,-4.518857143
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,5,C,co2 assimilation,0.74751929,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,cyanobacteria + green algae,-0.213892
sundberg1997,sundberg1997,figure 3a,pop,platismatia,glauca,6,C,co2 assimilation,0.1786108,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,green algae,-0.1212789
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,9,C,co2 assimilation,1.1047409,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,cyanobacteria + green algae,-0.213892
sundberg1997,sundberg1997,figure 3a,pop,platismatia,glauca,11,C,co2 assimilation,0.30209482,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,green algae,-0.1124587
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,13,C,co2 assimilation,1.31642778,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,cyanobacteria + green algae,-0.4652701
sundberg1997,sundberg1997,figure 3a,pop,platismatia,glauca,16,C,co2 assimilation,0.44762955,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,green algae,-0.1168688
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,16,C,co2 assimilation,1.4399118,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,cyanobacteria + green algae,-0.6284454
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,19,C,co2 assimilation,1.42668137,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,cyanobacteria + green algae,-0.8357222
sundberg1997,sundberg1997,figure 3a,pop,platismatia,glauca,21,C,co2 assimilation,0.41675854,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,green algae,-0.2094818
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,22,C,co2 assimilation,1.46196251,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,cyanobacteria + green algae,-1.047409
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,25,C,co2 assimilation,1.27673649,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,cyanobacteria + green algae,-1.3737596
sundberg1997,sundberg1997,figure 3a,pop,lobaria,pulmonaria ,28,C,co2 assimilation,0.9415656,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,300,300,umol *m^-2 *s^-1,,64.14,arctic,neutral,cyanobacteria + green algae,-1.3737596
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,5,C,net photosynthesis,0.24438397,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.088569121
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,5,C,net photosynthesis,0.266373408,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.085378068
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,5,C,net photosynthesis,0.28993849,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.145063684
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,6,C,net photosynthesis,0.275807394,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.141952159
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,6,C,net photosynthesis,0.316649891,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.129381796
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.222498913,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.107357564
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.235089158,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.126185772
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.263351351,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.145033861
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.282219323,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.132493321
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.297926064,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.107357564
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.363889407,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.126185772
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.351324014,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.145033861
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.385893756,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.132493321
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.39530786,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.132493321
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.269678782,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.107357564
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.285380553,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.126185772
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.313697422,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.145033861
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.323116496,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.132493321
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.335681889,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.107357564
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.348267164,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.126185772
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.357631563,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.145033861
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.407893135,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.132493321
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.395337683,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.132493321
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.392221187,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.107357564
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.39225101,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.126185772
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.370226779,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.145033861
tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,8,C,net photosynthesis,0.376544268,umol CO2 * m^-2 *s^-1,co2,umol,m,sec,T,lab,,,,,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,-0.132493321
