paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units,gas_units,response_correction,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,elevation_metre,latitude,latitude_broad,elevation_broad,lichen_type,inv_T,mol,gram,min,npp_value,r_value,npp_error,r_error,n
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.363889407,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,41.42251694,3.64E-07,1000,0.016666667,0.363889407,-0.126185772,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.351324014,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,41.42251694,3.51E-07,1000,0.016666667,0.351324014,-0.145033861,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,7,C,net photosynthesis,0.385893756,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,41.42251694,3.86E-07,1000,0.016666667,0.385893756,-0.132493321,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,0.370360982,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.98364161,3.70E-07,1000,0.016666667,0.370360982,-0.103957751,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,0.392365331,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.98364161,3.92E-07,1000,0.016666667,0.392365331,-0.116493321,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,0.247893135,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.98364161,2.48E-07,1000,0.016666667,0.247893135,-0.135296676,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,0.25732712,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.98364161,2.57E-07,1000,0.016666667,0.25732712,-0.085040075,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,0.276170239,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.98364161,2.76E-07,1000,0.016666667,0.276170239,-0.097615409,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,0.266736253,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.98364161,2.67E-07,1000,0.016666667,0.266736253,-0.10700963,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,0.316997825,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.98364161,3.17E-07,1000,0.016666667,0.316997825,-0.119560112,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,0.345264989,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.98364161,3.45E-07,1000,0.016666667,0.345264989,-0.128964275,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,10,C,net photosynthesis,0.354674122,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.98364161,3.55E-07,1000,0.016666667,0.354674122,-0.106964896,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,11,C,net photosynthesis,0.266761106,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.83940919,2.67E-07,1000,0.016666667,0.266761106,-0.100667288,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,11,C,net photosynthesis,0.285609195,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.83940919,2.86E-07,1000,0.016666667,0.285609195,-0.08499037,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,16,C,net photosynthesis,0.534148493,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.13321156,5.34E-07,1000,0.016666667,0.534148493,-0.14125132,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,16,C,net photosynthesis,0.474472818,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.13321156,4.74E-07,1000,0.016666667,0.474472818,-0.188366573,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,16,C,net photosynthesis,0.461897484,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,40.13321156,4.62E-07,1000,0.016666667,0.461897484,-0.191485555,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,0.452607642,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.99489272,4.53E-07,1000,0.016666667,0.452607642,-0.172630009,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,0.546803355,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.99489272,5.47E-07,1000,0.016666667,0.546803355,-0.160089469,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,0.559371233,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.99489272,5.59E-07,1000,0.016666667,0.559371233,-0.156918298,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,0.57508543,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.99489272,5.75E-07,1000,0.016666667,0.57508543,-0.131812364,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,0.587635912,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.99489272,5.88E-07,1000,0.016666667,0.587635912,-0.141216527,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,0.597069897,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.99489272,5.97E-07,1000,0.016666667,0.597069897,-0.128636222,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,0.603397328,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.99489272,6.03E-07,1000,0.016666667,0.603397328,-0.109793103,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,17,C,net photosynthesis,0.565701149,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.99489272,5.66E-07,1000,0.016666667,0.565701149,-0.103520348,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,20,C,net photosynthesis,0.358566014,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.58559823,3.59E-07,1000,0.016666667,0.358566014,-0.238300093,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,20,C,net photosynthesis,0.374262815,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.58559823,3.74E-07,1000,0.016666667,0.374262815,-0.232042249,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,20,C,net photosynthesis,0.389964585,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.58559823,3.90E-07,1000,0.016666667,0.389964585,-0.222593352,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,0.525097235,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.451022,5.25E-07,1000,0.016666667,0.525097235,-0.323036968,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,0.496825101,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.451022,4.97E-07,1000,0.016666667,0.496825101,-0.297901212,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,0.512596459,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.451022,5.13E-07,1000,0.016666667,0.512596459,-0.27903324,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,0.449769494,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.451022,4.50E-07,1000,0.016666667,0.449769494,-0.279063063,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,0.421497359,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.451022,4.21E-07,1000,0.016666667,0.421497359,-0.2696589,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,0.405790618,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.451022,4.06E-07,1000,0.016666667,0.405790618,-0.247669463,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,0.405765766,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.451022,4.06E-07,1000,0.016666667,0.405765766,-0.266467847,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,0.405750854,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.451022,4.06E-07,1000,0.016666667,0.405750854,-0.260214974,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,0.380620068,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.451022,3.81E-07,1000,0.016666667,0.380620068,-0.244473439,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,0.368064616,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.451022,3.68E-07,1000,0.016666667,0.368064616,-0.24764461,,,4
1,tretiach1997,tretiach1997,figure 2,pop,verrucaria,baldensis,21,C,net photosynthesis,0.361762038,umol CO2 * m^-2 *s^-1,umol_co2,m^2,sec,NA,NA,4,T,lab,NA,NA,NA,NA,200,200,umol *m^-2 *s^-1,410,45.39,temperate,neutral,green algae,39.451022,3.62E-07,1000,0.016666667,0.361762038,-0.228806462,,,4
1,zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,12,C,net photosynthesis,4.210526316,nmol CO2 * mg Chl^-1 *s^-1,nmol_co2,mg chla,sec,NA,NA,4,T,lab,NA,NA,NA,NA,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,40.6961884,4.21E-09,0.001,0.016666667,4.210526316,-2.736842105,,,4
1,zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,14,C,net photosynthesis,8.842105263,nmol CO2 * mg Chl^-1 *s^-1,nmol_co2,mg chla,sec,NA,NA,4,T,lab,NA,NA,NA,NA,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,40.41273941,8.84E-09,0.001,0.016666667,8.842105263,-3.157894737,,,4
1,zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,16,C,net photosynthesis,12.42105263,nmol CO2 * mg Chl^-1 *s^-1,nmol_co2,mg chla,sec,NA,NA,4,T,lab,NA,NA,NA,NA,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,40.13321156,1.24E-08,0.001,0.016666667,12.42105263,-6.526315789,,,4
1,zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,18,C,net photosynthesis,14.52631579,nmol CO2 * mg Chl^-1 *s^-1,nmol_co2,mg chla,sec,NA,NA,4,T,lab,NA,NA,NA,NA,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,39.85752403,1.45E-08,0.001,0.016666667,14.52631579,-5.157894737,,,4
1,zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,20,C,net photosynthesis,18.94736842,nmol CO2 * mg Chl^-1 *s^-1,nmol_co2,mg chla,sec,NA,NA,4,T,lab,NA,NA,NA,NA,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,39.58559823,1.89E-08,0.001,0.016666667,18.94736842,-5.684210526,,,4
1,zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,22,C,net photosynthesis,22.73684211,nmol CO2 * mg Chl^-1 *s^-1,nmol_co2,mg chla,sec,NA,NA,4,T,lab,NA,NA,NA,NA,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,39.31735769,2.27E-08,0.001,0.016666667,22.73684211,-6.947368421,,,4
1,zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,24,C,net photosynthesis,20.42105263,nmol CO2 * mg Chl^-1 *s^-1,nmol_co2,mg chla,sec,NA,NA,4,T,lab,NA,NA,NA,NA,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,39.05272799,2.04E-08,0.001,0.016666667,20.42105263,-8.210526316,,,4
1,zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,26,C,net photosynthesis,18.94736842,nmol CO2 * mg Chl^-1 *s^-1,nmol_co2,mg chla,sec,NA,NA,4,T,lab,NA,NA,NA,NA,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,38.79163671,1.89E-08,0.001,0.016666667,18.94736842,-10.52631579,,,4
1,zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,28,C,net photosynthesis,16.73684211,nmol CO2 * mg Chl^-1 *s^-1,nmol_co2,mg chla,sec,NA,NA,4,T,lab,NA,NA,NA,NA,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,38.53401335,1.67E-08,0.001,0.016666667,16.73684211,-14.52631579,,,4
1,zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,30,C,net photosynthesis,16,nmol CO2 * mg Chl^-1 *s^-1,nmol_co2,mg chla,sec,NA,NA,NA,T,lab,NA,NA,NA,NA,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,38.27978928,1.60E-08,0.001,0.016666667,16,-18,,,4
1,zotz1998,zotz1998,figure 3,pop,sticta,tomentosa,32,C,net photosynthesis,13.78947368,nmol CO2 * mg Chl^-1 *s^-1,nmol_co2,mg chla,sec,NA,NA,NA,T,lab,NA,NA,NA,NA,150,150,umol *m^-2 *s^-1,1100,8,tropical,high,cyanobacteria,38.02889766,1.38E-08,0.001,0.016666667,13.78947368,-24,,,4
1,kappen2000,kappen2000,figure 4,pop,buellia,frigida,-4.112631045,C,respiration,-0.136466592,mg CO2 *dm^-2  *h^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,0,0,umol * m^-2 * s^-1,NA,-72.18,antarctic,neutral,green algae,43.13348055,-3.10E-06,1,60,0.479329283,-0.136466592,,,
1,kappen2000,kappen2000,figure 4,pop,buellia,frigida,14.68051529,C,respiration,-1.242535612,mg CO2 *dm^-2  *h^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,0,0,umol * m^-2 * s^-1,NA,-72.18,antarctic,neutral,green algae,40.31719191,-2.82E-05,1,60,0.979249217,-1.242535612,,,
1,kappen2000,kappen2000,figure 4,pop,buellia,frigida,0.812225944,C,respiration,-0.242726409,mg CO2 *dm^-2  *h^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,0,0,umol * m^-2 * s^-1,NA,-72.18,antarctic,neutral,green algae,42.35809547,-5.52E-06,1,60,1.169971074,-0.242726409,,,
1,lange1991,lange1991,figure 6,pop,cladonia,portentosa,4,C,net photosynthesis,7.270072993,nmol CO2 * g^-1 *s^-1,nmol_co2,g,sec,NA,NA,NA,T,lab,NA,NA,NA,NA,290,290,PAR; uE,NA,53.728189,temperate,neutral,green algae,41.87089346,7.27E-09,1,0.016666667,7.270072993,-1.140388769,,,
1,lange1991,lange1991,figure 6,pop,cladonia,portentosa,8,C,net photosynthesis,10.16058394,nmol CO2 * g^-1 *s^-1,nmol_co2,g,sec,NA,NA,NA,T,lab,NA,NA,NA,NA,290,290,PAR; uE,NA,53.728189,temperate,neutral,green algae,41.2751845,1.02E-08,1,0.016666667,10.16058394,-1.503239741,,,
1,lange1991,lange1991,figure 6,pop,cladonia,portentosa,12,C,net photosynthesis,13.05109489,nmol CO2 * g^-1 *s^-1,nmol_co2,g,sec,NA,NA,NA,T,lab,NA,NA,NA,NA,290,290,PAR; uE,NA,53.728189,temperate,neutral,green algae,40.6961884,1.31E-08,1,0.016666667,13.05109489,-1.036717063,,,
1,lange1991,lange1991,figure 6,pop,cladonia,portentosa,15,C,net photosynthesis,16.81751825,nmol CO2 * g^-1 *s^-1,nmol_co2,g,sec,NA,NA,NA,T,lab,NA,NA,NA,NA,290,290,PAR; uE,NA,53.728189,temperate,neutral,green algae,40.27249044,1.68E-08,1,0.016666667,16.81751825,-1.935205184,,,
1,lange1991,lange1991,figure 6,pop,cladonia,portentosa,20,C,net photosynthesis,18.74452555,nmol CO2 * g^-1 *s^-1,nmol_co2,g,sec,NA,NA,NA,T,lab,NA,NA,NA,NA,290,290,PAR; uE,NA,53.728189,temperate,neutral,green algae,39.58559823,1.87E-08,1,0.016666667,18.74452555,-2.660907127,,,
1,lange1991,lange1991,figure 6,pop,cladonia,portentosa,25,C,net photosynthesis,17.60583942,nmol CO2 * g^-1 *s^-1,nmol_co2,g,sec,NA,NA,NA,T,lab,NA,NA,NA,NA,290,290,PAR; uE,NA,53.728189,temperate,neutral,green algae,38.9217445,1.76E-08,1,0.016666667,17.60583942,-5.408207343,,,
1,lange1991,lange1991,figure 6,pop,cladonia,portentosa,30,C,net photosynthesis,16.90510949,nmol CO2 * g^-1 *s^-1,nmol_co2,g,sec,NA,NA,NA,T,lab,NA,NA,NA,NA,290,290,PAR; uE,NA,53.728189,temperate,neutral,green algae,38.27978928,1.69E-08,1,0.016666667,16.90510949,-6.496760259,,,
2,coxson2003,coxson2003,figure 6,pop,alectoria,sarmentosa,0,C,mean gas exchangce,0.77,mg CO2 *g  *h^-1,mg_co2,g,hr,0.103125,SEM,10,T,lab,NA,NA,season,winter,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,42.4840495,1.75E-05,1,60,0.77,-0.01,0.103125,0,10
2,coxson2003,coxson2003,figure 6,pop,alectoria,sarmentosa,5,C,mean gas exchangce,1.19,mg CO2 *g  *h^-1,mg_co2,g,hr,0.31875,SEM,10,T,lab,NA,NA,season,winter,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,41.72035996,2.70E-05,1,60,1.19,-0.2,0.31875,0.05625,10
2,coxson2003,coxson2003,figure 6,pop,alectoria,sarmentosa,15,C,mean gas exchangce,1.41,mg CO2 *g  *h^-1,mg_co2,g,hr,0.20625,SEM,10,T,lab,NA,NA,season,winter,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,40.27249044,3.20E-05,1,60,1.41,-0.39,0.20625,0.05625,10
2,coxson2003,coxson2003,figure 6,pop,alectoria,sarmentosa,25,C,mean gas exchangce,1.35,mg CO2 *g  *h^-1,mg_co2,g,hr,0.37037037,SEM,10,T,lab,NA,NA,season,winter,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,38.9217445,3.07E-05,1,60,1.35,-0.5,0.37037037,0.074074074,10
4,coxson2003,coxson2003,figure 6,pop,alectoria,sarmentosa,5,C,mean gas exchangce,1.19,mg CO2 *g  *h^-1,mg_co2,g,hr,0.16875,SEM,10,T,lab,NA,NA,season,summer,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,41.72035996,2.70E-05,1,60,1.19,-0.05,0.16875,0.09375,10
4,coxson2003,coxson2003,figure 6,pop,alectoria,sarmentosa,15,C,mean gas exchangce,1.67,mg CO2 *g  *h^-1,mg_co2,g,hr,0.1875,SEM,10,T,lab,NA,NA,season,summer,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,40.27249044,3.79E-05,1,60,1.67,-0.39,0.1875,0.05625,10
4,coxson2003,coxson2003,figure 6,pop,alectoria,sarmentosa,25,C,mean gas exchangce,2.2,mg CO2 *g  *h^-1,mg_co2,g,hr,0.157407407,SEM,10,T,lab,NA,NA,season,summer,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,38.9217445,5.00E-05,1,60,2.2,-0.57,0.157407407,0.074074074,10
6,coxson2003,coxson2003,figure 7,pop,bryoria,spp,0,C,mean gas exchangce,0.58,mg CO2 *g  *h^-1,mg_co2,g,hr,0.036407767,SEM,10,T,lab,NA,NA,season,winter,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,42.4840495,1.32E-05,1,60,0.58,-0.18,0.036407767,0.101941748,10
6,coxson2003,coxson2003,figure 7,pop,bryoria,spp,5,C,mean gas exchangce,1.42,mg CO2 *g  *h^-1,mg_co2,g,hr,0.233009709,SEM,10,T,lab,NA,NA,season,winter,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,41.72035996,3.23E-05,1,60,1.42,-0.37,0.233009709,0.050970874,10
6,coxson2003,coxson2003,figure 7,pop,bryoria,spp,15,C,mean gas exchangce,1.74,mg CO2 *g  *h^-1,mg_co2,g,hr,0.263414634,SEM,10,T,lab,NA,NA,season,winter,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,40.27249044,3.95E-05,1,60,1.74,-0.39,0.263414634,0.073170732,10
6,coxson2003,coxson2003,figure 7,pop,bryoria,spp,25,C,mean gas exchangce,1.51,mg CO2 *g  *h^-1,mg_co2,g,hr,0.101941748,SEM,10,T,lab,NA,NA,season,winter,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,38.9217445,3.43E-05,1,60,1.51,-0.59,0.101941748,0.087378641,10
8,coxson2003,coxson2003,figure 7,pop,bryoria,spp,5,C,mean gas exchangce,1.48,mg CO2 *g  *h^-1,mg_co2,g,hr,0.145631068,SEM,10,T,lab,NA,NA,season,summer,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,41.72035996,3.36E-05,1,60,1.48,-0.28,0.145631068,0.058252427,10
8,coxson2003,coxson2003,figure 7,pop,bryoria,spp,15,C,mean gas exchangce,2.56,mg CO2 *g  *h^-1,mg_co2,g,hr,0.263531707,SEM,10,T,lab,NA,NA,season,summer,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,40.27249044,5.82E-05,1,60,2.56,-0.36,0.263531707,0.087804878,10
8,coxson2003,coxson2003,figure 7,pop,bryoria,spp,25,C,mean gas exchangce,1.89,mg CO2 *g  *h^-1,mg_co2,g,hr,0.116504854,SEM,10,T,lab,NA,NA,season,summer,600,600,umol * m^-2 * s^-1,NA,53.37,temperate,neutral,green algae,38.9217445,4.29E-05,1,60,1.89,-0.59,0.116504854,0.101941748,10
2,lange1980,lange1980,figure 3,pop,ramalina,maciformis,25,C,mg CO2 * g^-1 * hr^-1,0.53952471,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,water content,160%,150,150,umol * m^-2 * s^-1,NA,30.7141,temperate,neutral,green algae,38.9217445,1.23E-05,1,60,0.53952471,0.880672503,,,
