paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units,gas_units,response_correction,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,elevation_metre,latitude,latitude_broad,elevation_broad,lichen_type,inv_T,mol,gram,min,npp_value,r_value,npp_error,r_error,n
9,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,15,C,respiration,-1.876363636,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,october,450,450,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,40.27249044,-4.26E-05,1,60,6.773955774,-1.876363636,,,
9,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,25,C,respiration,-2.312727273,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,october,450,450,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,38.9217445,-5.26E-05,1,60,4.385749386,-2.312727273,,,
9,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,35,C,respiration,-2.967272727,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,october,450,450,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,37.65866663,-6.74E-05,1,60,2.528255528,-2.967272727,,,
11,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,5,C,respiration,-0.567272727,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,december,450,450,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,41.72035996,-1.29E-05,1,60,2.970515971,-0.567272727,,,
11,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,15,C,respiration,-2.094545455,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,december,450,450,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,40.27249044,-4.76E-05,1,60,3.545454545,-2.094545455,,,
11,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,25,C,respiration,-2.574545455,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,december,450,450,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,38.9217445,-5.85E-05,1,60,2.660933661,-2.574545455,,,
11,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,35,C,respiration,-3.84,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,december,450,450,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,37.65866663,-8.73E-05,1,60,2.395577396,-3.84,,,
13,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,5,C,respiration,-0.872727273,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,june,450,450,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,41.72035996,-1.98E-05,1,60,3.147420147,-0.872727273,,,
13,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,15,C,respiration,-2.007272727,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,june,450,450,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,40.27249044,-4.56E-05,1,60,5.624078624,-2.007272727,,,
13,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,25,C,respiration,-3.403636364,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,june,450,450,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,38.9217445,-7.73E-05,1,60,5.933660934,-3.403636364,,,
13,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,35,C,respiration,-3.010909091,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,june,450,450,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,37.65866663,-6.84E-05,1,60,6.508599509,-3.010909091,,,
15,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,15,C,respiration,-2.661818182,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,march,0,0,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,40.27249044,-6.05E-05,1,60,3.191646192,-2.661818182,,,
15,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,25,C,respiration,-3.403636364,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,march,0,0,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,38.9217445,-7.73E-05,1,60,2.174447174,-3.403636364,,,
15,kershaw1977,kershaw1977,figure 3,pop,peltigera,canina var. praetextata,35,C,respiration,-4.276363636,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,march,0,0,uE m^-2 s^-1,NA,43.3247,temperate,neutral,cyanobacteria,37.65866663,-9.72E-05,1,60,2.240786241,-4.276363636,,,
1,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,5,C,gas exchange,0.529411765,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,april,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,41.72035996,1.20E-05,1,60,0.529411765,-0.141732283,,,
1,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,15,C,gas exchange,0.818181818,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,april,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,40.27249044,1.86E-05,1,60,0.818181818,-0.42519685,,,
1,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,25,C,gas exchange,0.625668449,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,april,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,38.9217445,1.42E-05,1,60,0.625668449,-0.645669291,,,
1,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,35,C,gas exchange,1.106951872,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,april,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,37.65866663,2.52E-05,1,60,1.106951872,-1.275590551,,,
3,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,5,C,gas exchange,0.754010695,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,june,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,41.72035996,1.71E-05,1,60,0.754010695,-0.236220472,,,
3,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,15,C,gas exchange,1.652406417,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,june,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,40.27249044,3.75E-05,1,60,1.652406417,-0.330708661,,,
3,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,25,C,gas exchange,1.684491979,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,june,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,38.9217445,3.83E-05,1,60,1.684491979,-0.551181102,,,
5,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,5,C,gas exchange,1.010695187,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,august,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,41.72035996,2.30E-05,1,60,1.010695187,-0.204724409,,,
5,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,15,C,gas exchange,1.909090909,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,august,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,40.27249044,4.34E-05,1,60,1.909090909,-0.236220472,,,
5,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,25,C,gas exchange,2.390374332,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,august,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,38.9217445,5.43E-05,1,60,2.390374332,-0.330708661,,,
5,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,35,C,gas exchange,1.620320856,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,august,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,37.65866663,3.68E-05,1,60,1.620320856,-1.401574803,,,
7,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,5,C,gas exchange,1.171122995,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,september,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,41.72035996,2.66E-05,1,60,1.171122995,-0.141732283,,,
7,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,15,C,gas exchange,2.165775401,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,september,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,40.27249044,4.92E-05,1,60,2.165775401,-0.236220472,,,
7,kershaw1983,kershaw1983,figure 1,pop,cladonia,stellaris,25,C,gas exchange,2.518716578,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,september,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,38.9217445,5.72E-05,1,60,2.518716578,-0.771653543,,,
9,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,5,C,gas exchange,0.807692308,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,april,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,41.72035996,1.84E-05,1,60,0.807692308,-0.44516129,,,
9,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,15,C,gas exchange,1.461538462,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,april,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,40.27249044,3.32E-05,1,60,1.461538462,-0.522580645,,,
9,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,25,C,gas exchange,1.961538462,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,april,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,38.9217445,4.46E-05,1,60,1.961538462,-1.490322581,,,
9,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,35,C,gas exchange,0.692307692,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,april,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,37.65866663,1.57E-05,1,60,0.692307692,-1.412903226,,,
11,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,5,C,gas exchange,0.884615385,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,june,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,41.72035996,2.01E-05,1,60,0.884615385,-0.367741935,,,
11,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,15,C,gas exchange,2.346153846,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,june,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,40.27249044,5.33E-05,1,60,2.346153846,-0.406451613,,,
11,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,25,C,gas exchange,2.5,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,june,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,38.9217445,5.68E-05,1,60,2.5,-0.793548387,,,
13,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,5,C,gas exchange,1.346153846,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,august,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,41.72035996,3.06E-05,1,60,1.346153846,-0.174193548,,,
13,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,15,C,gas exchange,2.730769231,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,august,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,40.27249044,6.20E-05,1,60,2.730769231,-0.329032258,,,
13,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,25,C,gas exchange,4,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,august,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,38.9217445,9.09E-05,1,60,4,-0.793548387,,,
13,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,35,C,gas exchange,1.653846154,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,august,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,37.65866663,3.76E-05,1,60,1.653846154,-1.64516129,,,
15,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,5,C,gas exchange,1.461538462,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,september,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,41.72035996,3.32E-05,1,60,1.461538462,-0.174193548,,,
15,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,15,C,gas exchange,3.5,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,september,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,40.27249044,7.95E-05,1,60,3.5,-0.716129032,,,
15,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,25,C,gas exchange,4.134615385,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,september,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,38.9217445,9.39E-05,1,60,4.134615385,-1.219354839,,,
15,kershaw1983,kershaw1983,figure 2,pop,cladonia,stellaris,35,C,gas exchange,2.346153846,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,month,september,600,600,uE m^-2 s^-1,NA,47.9885,temperate,neutral,green algae,37.65866663,5.33E-05,1,60,2.346153846,-1.896774194,,,
1,larson1980,larson1980,figure 1,pop,umbilicaria,vellea,0,C,net photosynthesis,0.043408857,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,42.4840495,9.86E-07,1,60,0.043408857,-0.139835729,,,
1,larson1980,larson1980,figure 1,pop,umbilicaria,vellea,14,C,net photosynthesis,0.157878476,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,40.41273941,3.59E-06,1,60,0.157878476,-0.27238193,,,
1,larson1980,larson1980,figure 1,pop,umbilicaria,vellea,28,C,net photosynthesis,-0.29969104,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,38.53401335,-6.81E-06,1,60,-0.29969104,-1.226899384,,,
3,larson1980,larson1980,figure 1,pop,umbilicaria,vellea,0,C,net photosynthesis,0.516889804,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,42.4840495,1.17E-05,1,60,0.516889804,-0.139835729,,,
3,larson1980,larson1980,figure 1,pop,umbilicaria,vellea,14,C,net photosynthesis,-0.066529351,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,40.41273941,-1.51E-06,1,60,-0.066529351,-0.570431211,,,
3,larson1980,larson1980,figure 1,pop,umbilicaria,vellea,28,C,net photosynthesis,0.198867147,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,38.53401335,4.52E-06,1,60,0.198867147,-2.369815195,,,
5,larson1980,larson1980,figure 2,pop,umbilicaria,mammulata,0,C,net photosynthesis,0.118012422,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,42.4840495,2.68E-06,1,60,0.118012422,-0.221311475,,,
5,larson1980,larson1980,figure 2,pop,umbilicaria,mammulata,14,C,net photosynthesis,0.440993789,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,40.41273941,1.00E-05,1,60,0.440993789,-0.491803279,,,
5,larson1980,larson1980,figure 2,pop,umbilicaria,mammulata,28,C,net photosynthesis,0.316770186,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,38.53401335,7.20E-06,1,60,0.316770186,-1.991803279,,,
7,larson1980,larson1980,figure 2,pop,umbilicaria,mammulata,0,C,net photosynthesis,0.242236025,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,42.4840495,5.50E-06,1,60,0.242236025,-0.12295082,,,
7,larson1980,larson1980,figure 2,pop,umbilicaria,mammulata,14,C,net photosynthesis,0.50310559,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,40.41273941,1.14E-05,1,60,0.50310559,-0.368852459,,,
7,larson1980,larson1980,figure 2,pop,umbilicaria,mammulata,28,C,net photosynthesis,0.391304348,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,38.53401335,8.89E-06,1,60,0.391304348,-0.836065574,,,
9,larson1980,larson1980,figure 3,pop,umbilicaria,papulosa,0,C,net photosynthesis,0.040047294,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,42.4840495,9.10E-07,1,60,0.040047294,-0.129032258,,,
9,larson1980,larson1980,figure 3,pop,umbilicaria,papulosa,14,C,net photosynthesis,0.572104199,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,40.41273941,1.30E-05,1,60,0.572104199,-0.490322581,,,
9,larson1980,larson1980,figure 3,pop,umbilicaria,papulosa,28,C,net photosynthesis,0.37324078,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,38.53401335,8.48E-06,1,60,0.37324078,-1.367741935,,,
11,larson1980,larson1980,figure 3,pop,umbilicaria,papulosa,0,C,net photosynthesis,0.066135245,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,42.4840495,1.50E-06,1,60,0.066135245,-0.129032258,,,
11,larson1980,larson1980,figure 3,pop,umbilicaria,papulosa,14,C,net photosynthesis,0.650368054,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,40.41273941,1.48E-05,1,60,0.650368054,-0.438709677,,,
11,larson1980,larson1980,figure 3,pop,umbilicaria,papulosa,28,C,net photosynthesis,0.529539647,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,38.53401335,1.20E-05,1,60,0.529539647,-1.329032258,,,
13,larson1980,larson1980,figure 4,pop,umbilicaria,muhlenbergii,0,C,net photosynthesis,0.10863825,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,42.4840495,2.47E-06,1,60,0.10863825,-0.091441159,,,
13,larson1980,larson1980,figure 4,pop,umbilicaria,muhlenbergii,14,C,net photosynthesis,0.1871335,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,40.41273941,4.25E-06,1,60,0.1871335,-0.245943419,,,
13,larson1980,larson1980,figure 4,pop,umbilicaria,muhlenbergii,28,C,net photosynthesis,-0.229930386,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,38.53401335,-5.22E-06,1,60,-0.229930386,-1.515259403,,,
15,larson1980,larson1980,figure 4,pop,umbilicaria,muhlenbergii,0,C,net photosynthesis,0.183018415,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,42.4840495,4.16E-06,1,60,0.183018415,-0.029711973,,,
15,larson1980,larson1980,figure 4,pop,umbilicaria,muhlenbergii,14,C,net photosynthesis,0.249116971,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,40.41273941,5.66E-06,1,60,0.249116971,-0.295326768,,,
15,larson1980,larson1980,figure 4,pop,umbilicaria,muhlenbergii,28,C,net photosynthesis,-0.0688248,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,38.53401335,-1.56E-06,1,60,-0.0688248,-1.169473509,,,
17,larson1980,larson1980,figure 5,pop,umbilicaria,deusta,0,C,net photosynthesis,0.673884448,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,42.4840495,1.53E-05,1,60,0.673884448,-0.190630375,,,
17,larson1980,larson1980,figure 5,pop,umbilicaria,deusta,14,C,net photosynthesis,1.307801275,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,40.41273941,2.97E-05,1,60,1.307801275,-0.939593241,,,
17,larson1980,larson1980,figure 5,pop,umbilicaria,deusta,28,C,net photosynthesis,-0.453910756,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,winter,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,38.53401335,-1.03E-05,1,60,-0.453910756,-2.701406456,,,
19,larson1980,larson1980,figure 5,pop,umbilicaria,deusta,0,C,net photosynthesis,0.476373571,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,42.4840495,1.08E-05,1,60,0.476373571,-0.141252656,,,
19,larson1980,larson1980,figure 5,pop,umbilicaria,deusta,14,C,net photosynthesis,1.406556714,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,40.41273941,3.20E-05,1,60,1.406556714,-0.322776485,,,
19,larson1980,larson1980,figure 5,pop,umbilicaria,deusta,28,C,net photosynthesis,0.052615603,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,700,700,umol * m^-2 * s^-1,NA,44.55,temperate,neutral,green algae,38.53401335,1.20E-06,1,60,0.052615603,-1.911160579,,,
1,lechowicz1973,lechowicz1973,figure 3,pop,cladonia,uncialis,2,C,dark respiration,-0.013717694,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,400-700,550,umol * m^-2 * s^-1,NA,43.8673,temperate,neutral,green algae,42.17524304,-3.12E-07,1,60,0.123982323,-0.013717694,,,
1,lechowicz1973,lechowicz1973,figure 3,pop,cladonia,uncialis,9,C,dark respiration,-0.190769668,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,400-700,550,umol * m^-2 * s^-1,NA,43.8673,temperate,neutral,green algae,41.12889641,-4.33E-06,1,60,0.385640752,-0.190769668,,,
1,lechowicz1973,lechowicz1973,figure 3,pop,cladonia,uncialis,15,C,dark respiration,-0.223374041,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,400-700,550,umol * m^-2 * s^-1,NA,43.8673,temperate,neutral,green algae,40.27249044,-5.08E-06,1,60,0.536549228,-0.223374041,,,
1,lechowicz1973,lechowicz1973,figure 3,pop,cladonia,uncialis,17,C,dark respiration,-0.161829026,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,400-700,550,umol * m^-2 * s^-1,NA,43.8673,temperate,neutral,green algae,39.99489272,-3.68E-06,1,60,0.646796752,-0.161829026,,,
1,lechowicz1973,lechowicz1973,figure 3,pop,cladonia,uncialis,20,C,dark respiration,-0.28389662,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,400-700,550,umol * m^-2 * s^-1,NA,43.8673,temperate,neutral,green algae,39.58559823,-6.45E-06,1,60,0.687529479,-0.28389662,,,
