paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,elevation_metre,latitude,latitude_broad,elevation_broad,lichen_type
scholander1952,scholander1952,figure 3,pop,cetraria,nivalis,20,C,dark respiration,488.502528,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,cetraria,nivalis,30,C,dark respiration,316.881504,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,cetraria,nivalis,30,C,dark respiration,357.707849,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,cetraria,nivalis,30,C,dark respiration,396.863585,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,cetraria,nivalis,30,C,dark respiration,455.818164,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,cetraria,nivalis,30,C,dark respiration,505.713339,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,cetraria,nivalis,30,C,dark respiration,561.070185,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,cetraria,nivalis,30,C,dark respiration,561.070185,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,cetraria,nivalis,30,C,dark respiration,488.502528,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,0,C,dark respiration,53.0054613,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,0,C,dark respiration,85.9129133,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,0,C,dark respiration,98.6242105,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,0,C,dark respiration,113.216215,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,0,C,dark respiration,134.528717,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,10,C,dark respiration,171.271032,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,10,C,dark respiration,177.282222,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,10,C,dark respiration,203.512121,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,10,C,dark respiration,210.654895,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,10,C,dark respiration,241.822467,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,10,C,dark respiration,241.822467,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,10,C,dark respiration,268.188696,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,20,C,dark respiration,419.949456,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,20,C,dark respiration,434.688646,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,20,C,dark respiration,465.737109,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,20,C,dark respiration,516.517052,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,20,C,dark respiration,572.833599,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,20,C,dark respiration,516.517052,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,30,C,dark respiration,516.517052,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,30,C,dark respiration,499.003268,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,30,C,dark respiration,534.645526,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,30,C,dark respiration,553.410265,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,30,C,dark respiration,657.587542,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,30,C,dark respiration,704.556983,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,dactylina,arctica,30,C,dark respiration,808.80014,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,neutral,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,0,C,dark respiration,84.7621339,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,0,C,dark respiration,97.4558564,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,0,C,dark respiration,108.236336,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,0,C,dark respiration,108.153679,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,0,C,dark respiration,120.117542,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,0,C,dark respiration,124.445485,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,10,C,dark respiration,177.751038,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,10,C,dark respiration,190.742276,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,10,C,dark respiration,197.31318,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,10,C,dark respiration,211.62634,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,10,C,dark respiration,235.096117,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,10,C,dark respiration,211.788076,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,20,C,dark respiration,245.528496,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,20,C,dark respiration,282.334052,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,20,C,dark respiration,324.615552,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,20,C,dark respiration,360.340663,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,20,C,dark respiration,400.099325,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,20,C,dark respiration,372.849017,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,20,C,dark respiration,373.371595,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,30,C,dark respiration,338.977188,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,30,C,dark respiration,363.289054,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,30,C,dark respiration,480.43023,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,30,C,dark respiration,533.235408,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,30,C,dark respiration,592.221432,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,30,C,dark respiration,623.95906,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,alectorina ,nigricans,30,C,dark respiration,704.995587,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,arctic,0,0,umol *m^-2 *s^-1,r,,71,arctic,high,green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,0,C,dark respiration,99.41571215,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,0,C,dark respiration,99.37210883,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,0,C,dark respiration,111.1341423,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,0,C,dark respiration,109.1211927,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,0,C,dark respiration,136.4320259,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,0,C,dark respiration,155.4634294,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,10,C,dark respiration,239.7903956,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,10,C,dark respiration,168.2495366,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,10,C,dark respiration,150.4426175,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,10,C,dark respiration,150.5086299,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,10,C,dark respiration,168.3233626,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,10,C,dark respiration,129.615536,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,20,C,dark respiration,240.8798694,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,20,C,dark respiration,219.4394353,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,20,C,dark respiration,165.9041261,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,20,C,dark respiration,156.8563778,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,20,C,dark respiration,145.5626692,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,20,C,dark respiration,135.1512649,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,20,C,dark respiration,142.9574766,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,20,C,dark respiration,154.0040104,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,30,C,dark respiration,650.0560145,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,30,C,dark respiration,614.7843309,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,30,C,dark respiration,570.4779533,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,30,C,dark respiration,423.3040814,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,30,C,dark respiration,378.4201026,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,30,C,dark respiration,385.7672844,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,30,C,dark respiration,378.530792,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,30,C,dark respiration,344.8129991,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,lacinata ,30,C,dark respiration,358.0704512,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,0,C,dark respiration,83.08372061,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,0,C,dark respiration,94.69574849,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,0,C,dark respiration,102.0438393,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,0,C,dark respiration,100.217781,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,0,C,dark respiration,105.9836816,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,0,C,dark respiration,112.0978382,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,10,C,dark respiration,151.8920395,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,10,C,dark respiration,169.9477821,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,10,C,dark respiration,186.6233185,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,10,C,dark respiration,204.9350841,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,10,C,dark respiration,220.8211234,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,10,C,dark respiration,242.5241761,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,10,C,dark respiration,271.3735612,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,20,C,dark respiration,277.8088902,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,20,C,dark respiration,299.4101127,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,20,C,dark respiration,322.6671713,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,20,C,dark respiration,389.1236285,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
scholander1952,scholander1952,figure 3,pop,sticta,weigelii,20,C,dark respiration,419.225689,mg O2 *kg^-1*h^-1,o2,mg,kg,hr,,,,l,lab,,,location,tropical,0,0,umol *m^-2 *s^-1,r,,9.369,tropical,neutral,cyanobacteria + green algae
